data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2021,149333748,20,50,2021-10-04,
2021,149333749,20,50,,
2021,149333751,63,600,2021-09-28,
2021,149333752,63,600,,
2021,149333753,10,,,
2021,149333754,10,,,
2021,149333755,7,500,2021-07-22,
2021,149333756,7,500,,
2021,149333757,10,,,
2021,149333758,10,,,
2021,149333759,10,,,
2021,149333760,10,,,
2021,149333761,10,,,
2021,149333761,11,1,,
2021,149333763,16,5000,,
2021,149333764,16,200,,
2021,149333765,10,,,
2021,149333766,10,,,
2021,149333767,10,,,
2021,149333767,11,2,,
2021,149333768,10,,,
2021,149333769,10,,,
2021,149333771,36,1234,2021-09-01,
2021,149333772,36,1783,,
2021,149333773,63,200,,
2021,149019436,63,1300,2021-08-02,
2021,149019437,63,1300,,
2021,149333774,10,,,
2021,149333774,11,1,,
2021,149333774,20,439,,
2021,149333775,10,,,
2021,149333776,10,,,
2021,149333778,63,920,,
2021,149333779,10,,,
2021,148124656,39,400,,
2021,148124656,62,200,,
2021,149333780,10,,,
2021,149333782,8,24,2021-08-26,
2021,149333782,20,1,2021-08-25,
2021,149333783,8,24,,
2021,149333783,20,1,,
2021,149333785,10,,,
2021,149333786,10,,,
2021,149333788,10,,,
2021,149333788,11,2,,
2021,149333789,10,,,
2021,149333790,10,,,
2021,149333792,19,2000,2021-09-15,
2021,149333793,19,2000,,
2021,149333795,20,50,,
2021,149333797,54,200,2021-09-15,
2021,149333798,54,200,,
2021,149333799,10,,,
2021,149333801,57,500,2021-10-26,
2021,149333802,57,500,,
2021,149333804,63,185,2021-11-10,
2021,149333805,63,185,,
2021,149333807,36,1425,2021-10-12,
2021,149333808,36,1425,,
2021,149333809,10,,,
2021,149333811,63,600,2021-11-10,
2021,149333812,63,600,,
2021,149333814,61,400,2021-11-10,
2021,149333815,61,400,,
2021,149333817,63,50,2021-10-12,
2021,149333818,63,50,,
2021,149333820,20,40,2021-11-10,
2021,149333821,20,40,,
2021,148124878,10,,,
2021,149333822,38,5000,,
2021,149333823,10,,,
2021,149333823,11,5,,
2021,149333825,20,400,2021-10-12,
2021,149333826,20,400,,
2021,149333828,19,150,2021-10-26,
2021,149333829,19,150,,
2021,149333830,10,,,
2021,149333831,10,,,
2021,149333832,10,,,
2021,148124923,10,,,
2021,149333834,38,450,2021-11-03,
2021,149333835,38,450,,
2021,149333837,7,225,2021-11-10,
2021,149333838,7,225,,
2021,149333839,10,,,
2021,149333840,10,,,
2021,149333842,36,190,2021-11-01,
2021,149333843,36,190,,
2021,149333845,20,5000,2022-03-04,
2021,149333846,20,5000,,
2021,149333847,10,,,
2021,149333848,10,,,
2021,149333850,38,50,2021-11-01,
2021,149333851,38,50,,
2021,149333852,10,,,
2021,149333853,10,,,
2021,149333854,10,,,
2021,149333856,19,252,2021-11-08,
2021,149333857,19,252,,
2021,149333858,10,,,
2021,149333859,10,,,
2021,149333860,10,,,
2021,149333863,10,,,
2021,149333865,10,,,
2021,149333867,10,,,
2021,149333868,10,,,
2021,148125076,10,,,
2021,149333869,10,,,
2021,149333871,36,35,2021-12-08,
2021,149333872,36,35,,
2021,149333874,63,1,2021-11-28,
2021,149333875,17,30000,,
2021,149333875,20,50,,
2021,149333875,45,500,,
2021,149333875,63,300,,
2021,149333876,10,,,
2021,149333877,10,,,
2021,149333878,11,1,,
2021,149333880,38,100,,
2021,149333881,10,,,
2021,150042860,36,500,2022-03-14,
2021,150042861,36,500,,
2021,149333882,10,,,
2021,149333883,20,377055,,
2021,148125140,20,100,2022-01-06,
2021,148125141,20,100,,
2021,149333884,10,,,
2021,148125154,10,,,
2021,148125157,10,,,
2021,149333885,10,,,
2021,148125178,10,,,
2021,148125194,7,49,2021-12-16,
2021,148125195,7,49,,
2021,150042881,61,300,2022-03-14,
2021,150042882,61,300,,
2021,148125210,51,0,2021-12-23,
2021,148125211,51,0,,
2021,148125215,19,89,2021-12-22,
2021,148125216,19,89,,
2021,148125219,10,,,
2021,148125228,10,,,
2021,148125233,10,,,
2021,148125243,10,,,
2021,148125244,10,,,
2021,149333899,10,,,
2021,149333900,38,1000,,
2021,149333901,42,250,,
2021,149333902,63,29,2021-04-01,
2021,149333903,63,29,,
2021,149333904,24,2,,
2021,149333905,3,400,,
2021,149333906,63,70,,
2021,149333908,6,645,2021-01-06,
2021,149333908,13,2150,2021-03-30,
2021,149333908,49,46,2021-01-06,
2021,149333909,6,1115,,
2021,149333909,13,6060,,
2021,149333909,17,400,,
2021,149333909,20,745,,
2021,149333909,49,46,,
2021,149333909,61,250,,
2021,149333910,38,1000,,
2021,149333912,63,100,2021-01-07,
2021,149333913,11,1,,
2021,149333914,63,100,,
2021,149333916,20,89,,
2021,149333917,10,,,
2021,149333919,3,300,,
2021,149333921,38,500,,
2021,149333922,10,,,
2021,149333922,11,2,,
2021,149333924,63,100,,
2021,149333925,10,,,
2021,149333927,11,1,,
2021,149333928,11,10,,
2021,149333929,10,,,
2021,149333929,11,1,,
2021,149333930,10,,,
2021,149333932,10,,,
2021,149333933,10,,,
2021,149333933,11,1,,
2021,149333934,17,49,2021-10-22,
2021,149333935,17,49,,
2021,149333936,38,100,,
2021,149333936,63,1,,
2021,149333937,42,50,,
2021,149333939,52,0,,
2021,149333940,10,,,
2021,149333941,10,,,
2021,149333942,63,500,,
2021,149333943,11,15,,
2021,149333944,10,,,
2021,149333946,61,100,,
2021,149333947,3,8000,2021-01-16,
2021,149333948,3,8000,,
2021,149333949,6,130,,
2021,149333951,10,,,
2021,149333952,16,500,2021-01-17,
2021,149333953,16,500,,
2021,149333955,17,200,,
2021,149333961,63,1,2021-05-03,
2021,149333962,17,356,,
2021,149333962,36,134,,
2021,149333962,63,535,,
2021,149333963,63,9,2021-01-18,
2021,149333964,63,9,,
2021,149333965,10,,,
2021,149333965,11,2,,
2021,149333965,20,1461,,
2021,149333966,10,,,
2021,149333967,10,,,
2021,149333968,10,,,
2021,149333970,10,,,
2021,149334004,3,50,,
2021,149334025,10,,,
2021,149334025,11,1,,
2021,149334025,49,1,,
2021,149334033,10,,,
2021,149334041,61,300,2021-01-20,
2021,149334042,61,300,,
2021,149334052,20,200,,
2021,149334064,8,90,2021-06-06,
2021,149334065,8,90,,
2021,149334126,20,200,,
2021,142375966,63,1,,
2021,149334135,54,1,,
2021,149948475,9,0,,
2021,149334157,38,20,2021-01-22,
2021,149334158,38,20,,
2021,149334197,20,2039,,
2021,149334208,10,,,
2021,149334208,11,1,,
2021,149334208,38,1,,
2021,149334208,52,0,,
2021,149334220,10,,,
2021,149334235,10,,,
2021,149334239,10,,,
2021,149334242,10,,,
2021,149334243,11,1,,
2021,149334247,29,50,,
2021,149334249,63,100,,
2021,149334253,42,50,,
2021,149334254,20,20,2021-01-26,
2021,149334255,20,20,,
2021,149334256,10,,,
2021,149334258,11,1,,
2021,149334259,10,,,
2021,149334260,10,,,
2021,149334262,10,,,
2021,149334264,11,3,,
2021,149334265,10,,,
2021,149334268,63,1,,
2021,149334269,10,,,
2021,149334270,10,,,
2021,149334270,11,1,,
2021,149334271,63,1,,
2021,149334272,10,,,
2021,149334273,52,0,,
2021,149334274,42,100,,
2021,149334275,51,0,,
2021,149334276,20,40,,
2021,149334277,10,,,
2021,149334279,11,1,,
2021,149334280,10,,,
2021,149334280,11,1,,
2021,149334280,20,481,,
2021,149334281,10,,,
2021,149334282,10,,,
2021,149334283,8,60,2021-04-01,
2021,149334284,8,60,,
2021,149334286,10,,,
2021,149334287,10,,,
2021,149334290,10,,,
2021,149334293,10,,,
2021,149334293,11,1,,
2021,149334294,52,0,,
2021,149334295,63,300,,
2021,149334296,10,,,
2021,149334297,3,1,,
2021,149334298,20,693,2021-02-23,
2021,149334299,20,693,,
2021,149334301,3,950,,
2021,149334302,10,,,
2021,149334303,11,1,,
2021,149334304,11,1,,
2021,149334305,10,,,
2021,149334305,11,1,,
2021,149334307,10,,,
2021,149334309,10,,,
2021,149334310,20,1,,
2021,149334311,19,9,2021-02-15,
2021,149334312,19,9,,
2021,149334313,20,2100,,
2021,149334314,3,7000,,
2021,149334315,10,,,
2021,149334317,61,840,,
2021,149334318,20,291,,
2021,149334319,63,50,,
2021,149334320,10,,,
2021,149334321,10,,,
2021,149334322,24,500,,
2021,149334323,10,,,
2021,149334324,10,,,
2021,149334325,10,,,
2021,149334326,10,,,
2021,149334328,63,1,2021-02-21,
2021,149334329,63,1,,
2021,149334330,10,,,
2021,149334332,16,500,,
2021,149334334,16,180,,
2021,149334336,10,,,
2021,149334336,11,2,,
2021,149334337,10,,,
2021,149334338,10,,,
2021,149334343,10,,,
2021,149334345,10,,,
2021,149334346,50,79,,
2021,149334349,20,415,,
2021,149334351,3,700,,
2021,149334352,3,400,,
2021,149334353,3,100,,
2021,149334354,8,26,2021-02-25,
2021,149334355,8,26,,
2021,149334356,63,50,,
2021,149334357,63,16,2021-02-25,
2021,149334358,63,16,,
2021,149334359,3,3000,,
2021,149334360,10,,,
2021,149334361,10,,,
2021,149334362,10,,,
2021,149334363,10,,,
2021,149334364,10,,,
2021,149334365,10,,,
2021,149334365,11,4,,
2021,149334365,20,187,,
2021,149334365,61,2,,
2021,149334366,10,,,
2021,149334366,11,2,,
2021,149334367,10,,,
2021,149334368,3,500,,
2021,149334369,7,425,,
2021,149334369,63,35,,
2021,149334370,38,200,,
2021,149334373,66,20,2021-03-21,
2021,149334374,66,20,,
2021,149334376,6,157,2021-02-28,
2021,149334377,6,157,,
2021,149334378,38,200,,
2021,149334379,8,10,2021-03-02,
2021,149334380,8,10,,
2021,149334382,20,880,,
2021,149334382,26,1150,,
2021,149334382,63,3,,
2021,149334383,10,,,
2021,149334384,10,,,
2021,149334386,20,168,,
2021,149334387,19,59,2021-04-01,
2021,149334388,19,59,,
2021,149334389,11,1,,
2021,149334390,38,1,,
2021,149334391,10,,,
2021,149334392,3,50,,
2021,149334395,63,100,,
2021,149334396,6,30,2021-03-06,
2021,149334396,36,150,2021-03-30,
2021,149334397,6,30,,
2021,149334397,36,150,,
2021,149334397,63,2,,
2021,149334399,17,94,,
2021,149334400,20,1200,,
2021,149334401,35,100,,
2021,149429970,38,200,,
2021,149429978,20,1,,
2021,149430001,10,,,
2021,149430004,63,250,,
2021,149430008,3,3000,,
2021,149430011,63,300,,
2021,149430019,10,,,
2021,149430019,11,1,,
2021,149430022,24,500,,
2021,149334404,10,,,
2021,149334404,11,1,,
2021,149334405,10,,,
2021,149334407,10,,,
2021,149334408,63,300,,
2021,149334411,38,150,,
2021,149334412,10,,,
2021,149334413,10,,,
2021,149334415,10,,,
2021,149334416,10,,,
2021,144787131,21,1,,
2021,149334417,20,600,,
2021,149334418,10,,,
2021,149334418,11,1,,
2021,149334419,20,1800,,
2021,149334420,54,3000,,
2021,149334422,10,,,
2021,149334423,63,60,,
2021,149334425,38,240,,
2021,149334427,10,,,
2021,149334431,20,3000,,
2021,149334432,42,200,,
2021,149334433,17,3000,,
2021,149334433,20,300,,
2021,149334434,10,,,
2021,149334436,10,,,
2021,149334436,11,7,,
2021,149334436,20,1,,
2021,149334437,63,1,,
2021,149334438,61,150,,
2021,149334439,10,,,
2021,149334441,8,4,,
2021,149334442,10,,,
2021,149334444,11,1,,
2021,149334445,10,,,
2021,149334447,10,,,
2021,149334447,11,1,,
2021,149334448,10,,,
2021,149334448,11,1,,
2021,149334450,38,1,2021-03-22,
2021,149334451,38,1,,
2021,149334453,10,,,
2021,149334455,10,,,
2021,149334457,20,141,2021-03-25,
2021,149334458,20,141,,
2021,149334458,63,45,,
2021,149334460,61,200,2021-03-30,
2021,149334461,61,200,,
2021,149334462,37,25000,,
2021,149334463,10,,,
2021,149334464,10,,,
2021,149334464,11,1,,
2021,149948476,38,1500,,
2021,149948477,38,15,,
2021,149334469,10,,,
2021,148126635,11,1,,
2021,149334472,10,,,
2021,149334473,63,100,,
2021,149334475,38,2000,,
2021,149334476,10,,,
2021,149334478,20,16,,
2021,149334480,3,3500,,
2021,149334480,38,1,,
2021,149334480,63,1,,
2021,149334481,11,1,,
2021,149334482,10,,,
2021,149334486,11,1,,
2021,149334488,20,250,,
2021,149334491,52,0,,
2021,149334494,66,2,2021-03-31,
2021,149334495,66,2,,
2021,149948478,11,1,,
2021,149334497,63,100,,
2021,149334498,20,55,,
2021,149334499,63,1,,
2021,149334500,10,,,
2021,149334501,10,,,
2021,149334502,10,,,
2021,149334503,8,16,,
2021,149334504,10,,,
2021,149334506,42,100,,
2021,149334507,10,,,
2021,149334507,11,2,,
2021,149334507,20,1338,,
2021,149334507,61,1,,
2021,149334508,10,,,
2021,149334509,10,,,
2021,149334510,10,,,
2021,149334510,11,1,,
2021,149334511,8,50,,
2021,149334512,63,1500,,
2021,149334513,63,255,,
2021,149334514,11,1,,
2021,149334515,20,1,,
2021,149334516,20,120,,
2021,149334517,63,250,,
2021,148126816,10,,,
2021,149334518,11,1,,
2021,149334519,63,200,,
2021,149334520,63,200,,
2021,149334522,11,1,,
2021,149948479,38,1,,
2021,149334524,20,20,2021-04-05,
2021,149334525,20,20,,
2021,149334526,10,,,
2021,149334526,11,1,,
2021,149334527,11,1,,
2021,149334528,63,4,,
2021,149334529,10,,,
2021,149334529,11,1,,
2021,149334530,9,0,,
2021,149334532,10,,,
2021,149334532,11,5,,
2021,149334533,10,,,
2021,149334534,4,200,,
2021,149334535,10,,,
2021,149334536,38,7000,,
2021,149334537,20,3868,,
2021,149334538,20,3,,
2021,149334539,61,200,,
2021,149334540,8,1,,
2021,149334541,10,,,
2021,149334543,20,740,,
2021,149334544,20,40,,
2021,149334545,10,,,
2021,149334546,10,,,
2021,149334547,10,,,
2021,149334548,10,,,
2021,149334549,10,,,
2021,149334551,54,100,,
2021,149334551,63,150,,
2021,149334553,9,0,,
2021,149334555,11,1,,
2021,149334558,6,1500,,
2021,149334560,8,7,,
2021,149334561,63,1500,,
2021,149334563,20,700,,
2021,149334564,38,2000,,
2021,149334565,10,,,
2021,149334566,10,,,
2021,149334566,11,20,,
2021,149334567,10,,,
2021,149334567,11,3,,
2021,149334568,35,250,,
2021,149334569,63,250,2021-06-04,
2021,149334570,20,200,,
2021,149334570,63,250,,
2021,149334571,10,,,
2021,149334572,10,,,
2021,149334573,20,1020,,
2021,149334574,63,100,,
2021,149334575,10,,,
2021,149334576,9,0,,
2021,149334577,24,3500,,
2021,149334578,10,,,
2021,149334579,38,250,,
2021,148127031,10,,,
2021,148127031,11,3,,
2021,148127031,61,3,,
2021,148127031,63,1,,
2021,149334580,19,21,,
2021,149334581,11,1,,
2021,149334583,7,800,,
2021,149334585,16,120,,
2021,149334586,52,0,,
2021,149334587,10,,,
2021,149334587,11,1,,
2021,149334588,20,150,,
2021,149334589,20,22000,,
2021,149334590,10,,,
2021,149334590,11,2,,
2021,149334590,20,427,,
2021,149334591,4,100,,
2021,149334592,63,50,,
2021,149334593,10,,,
2021,149334594,63,10,,
2021,149334595,10,,,
2021,149334596,61,975,,
2021,149334597,52,0,,
2021,149334598,10,,,
2021,149334598,11,1,,
2021,149334599,42,200,,
2021,149334600,9,0,,
2021,149334600,20,150,,
2021,149334601,3,22660,,
2021,149334602,16,36,,
2021,149334603,63,500,,
2021,149334604,63,800,,
2021,149334606,63,1500,,
2021,149334607,63,120,,
2021,149334608,16,99,,
2021,149334610,10,,,
2021,149334610,11,2,,
2021,149334611,8,373,,
2021,149334612,8,1,,
2021,149334614,36,100,,
2021,149334615,47,0,,
2021,149334616,16,44,,
2021,149334617,63,100,,
2021,149334618,38,500,,
2021,149334619,10,,,
2021,149334619,11,1,,
2021,149334620,10,,,
2021,149334620,11,1,,
2021,149334621,11,1,,
2021,149334622,3,10000,,
2021,149334623,7,179,,
2021,149334624,38,5000,,
2021,149334625,16,50,,
2021,149334626,8,176,,
2021,149334627,63,200,,
2021,149334628,47,0,2021-05-19,
2021,149334629,14,1070,,
2021,149334629,47,0,,
2021,149334630,63,10,,
2021,149334631,63,1200,,
2021,149334632,10,,,
2021,149334633,10,,,
2021,149334634,63,1,2021-05-04,
2021,149334635,9,0,,
2021,149334635,20,250,,
2021,149334635,63,1,,
2021,149334636,8,42,,
2021,149334636,63,3,,
2021,149334637,54,10,,
2021,149334638,38,150,,
2021,149334639,63,1,,
2021,149334640,10,,,
2021,149334640,11,1,,
2021,149334641,61,200,2021-05-05,
2021,149334642,61,200,,
2021,149334644,20,3000,,
2021,149334645,52,0,,
2021,149334646,27,1,2021-05-24,
2021,149334647,9,0,,
2021,149334647,20,900,,
2021,149334647,27,1,,
2021,149334648,9,0,,
2021,149334649,25,1750,,
2021,149334650,38,1500,,
2021,149334651,38,1000,,
2021,149334652,38,250,,
2021,149334653,54,300,,
2021,149334654,42,1,,
2021,149334655,10,,,
2021,149334656,42,110,,
2021,149334658,10,,,
2021,149334659,42,1000,,
2021,135744735,6,2624,,
2021,149334660,8,50,,
2021,149334661,10,,,
2021,149334662,63,140,,
2021,149334663,63,100,,
2021,149334664,10,,,
2021,149334665,20,260,,
2021,149334667,33,500,,
2021,149334668,20,80,,
2021,149334669,10,,,
2021,149334670,54,7000,,
2021,138657962,10,,,
2021,149334671,38,200,,
2021,149334672,63,50,,
2021,149334673,63,100,,
2021,149334674,60,5,,
2021,149334675,52,0,,
2021,149334676,11,1,,
2021,149334677,10,,,
2021,149334678,39,1000,,
2021,149334679,63,1,,
2021,149334681,43,200,,
2021,149334682,42,100,,
2021,148127375,10,,,
2021,148127375,11,1,,
2021,148127375,63,1,,
2021,149334683,10,,,
2021,149334686,20,3000,,
2021,141775323,10,,,
2021,149334686,63,500,,
2021,149334686,66,300,,
2021,149334687,6,50,,
2021,149334687,20,400,,
2021,149334689,6,190,,
2021,149334691,38,100,,
2021,149334692,20,497815,,
2021,149334693,34,1,,
2021,149334694,6,150,,
2021,149334696,42,1,2021-05-21,
2021,149334697,42,2,,
2021,149334698,6,200,,
2021,149334700,10,,,
2021,149334701,61,75,,
2021,149334702,10,,,
2021,149334704,45,100,,
2021,149334708,20,30,,
2021,135744650,38,1000,,
2021,149430023,20,1000,,
2021,149334709,20,350,,
2021,149334712,8,1,,
2021,149334713,38,200,,
2021,149334714,20,20,,
2021,149334715,11,1,,
2021,149334716,11,1,,
2021,149334718,11,1,,
2021,149334722,10,,,
2021,149334723,10,,,
2021,149334724,7,382,,
2021,149334726,10,,,
2021,149334727,45,8,,
2021,149334728,10,,,
2021,149334732,16,200,,
2021,149334733,46,50,,
2021,149334734,38,1,,
2021,149334735,9,0,,
2021,149334736,3,16000,,
2021,149334739,63,15,,
2021,149334741,10,,,
2021,149334742,10,,,
2021,149334743,9,0,,
2021,149334743,20,456,,
2021,149334746,20,3000,,
2021,149334747,10,,,
2021,149334750,10,,,
2021,149334750,11,1,,
2021,149334753,10,,,
2021,135749913,10,,,
2021,149334755,10,,,
2021,149334755,11,1,,
2021,149334756,63,5000,,
2021,149334757,63,100,,
2021,149334768,10,,,
2021,149334770,38,2000,,
2021,135749913,11,1,,
2021,135749913,63,1,,
2021,135749875,63,500,,
2021,149334772,42,100,,
2021,149334777,10,,,
2021,149334778,26,175,,
2021,135744664,3,1,,
2021,149334778,38,450,,
2021,149334779,10,,,
2021,135744092,3,1,,
2021,149334780,10,,,
2021,149334780,11,1,,
2021,149334781,10,,,
2021,135744725,63,60,,
2021,149334782,38,150,,
2021,149334783,20,20,,
2021,149334785,26,1000,,
2021,138657818,63,200,,
2021,135744678,63,100,,
2021,149334785,60,150,,
2021,149334786,38,80,,
2021,149334788,63,8,,
2021,149334789,60,800,,
2021,135744095,10,,,
2021,135744096,20,1,,
2021,149334790,10,,,
2021,149334790,11,1,,
2021,149334792,11,1,,
2021,135744667,63,500,,
2021,149334793,3,16000,,
2021,135744668,36,1910,,
2021,149334794,63,200,,
2021,135744669,6,1337,,
2021,135744669,63,179,,
2021,149334795,8,1,,
2021,149334795,16,3,,
2021,149334796,10,,,
2021,149334798,4,150,,
2021,149334799,54,600,,
2021,135744364,3,2,,
2021,149334800,61,100,,
2021,149334801,38,200,,
2021,149334802,7,400,,
2021,149334802,8,15,,
2021,149334802,63,50,,
2021,149334803,29,1500,,
2021,149334804,16,300,,
2021,149334805,38,250,,
2021,135744671,16,1,,
2021,149334806,20,50,,
2021,149334807,38,1,,
2021,149334808,17,3000,,
2021,149334810,35,500,,
2021,149334812,20,3500,,
2021,135744100,38,100,,
2021,135744687,11,4,,
2021,135744687,63,1,,
2021,149334813,10,,,
2021,149334814,11,1,,
2021,149334815,63,20,,
2021,135744112,10,,,
2021,149334816,38,1,,
2021,149334817,63,50,,
2021,149334818,38,160,,
2021,149334819,10,,,
2021,149334820,63,50,,
2021,149334821,10,,,
2021,149334822,10,,,
2021,149334822,11,1,,
2021,149334823,10,,,
2021,142375059,20,150,,
2021,149334824,9,0,,
2021,149334825,10,,,
2021,149334825,11,2,,
2021,149334826,20,60,,
2021,135744111,6,30,,
2021,135744111,63,60,,
2021,149334826,56,150,,
2021,149334827,61,70,,
2021,149334827,63,5,,
2021,149334828,63,22,,
2021,149334829,10,,,
2021,149334830,63,100,,
2021,149334831,10,,,
2021,149334834,36,50,,
2021,135744110,26,75,,
2021,135744110,36,2300,,
2021,135744114,6,50,,
2021,149334835,63,1,,
2021,149334836,9,0,,
2021,149334836,20,1786,,
2021,135744733,38,1,,
2021,135744675,8,28,,
2021,149334837,20,1000,,
2021,149334838,3,500,2021-06-12,
2021,149334839,3,500,,
2021,149334841,6,1,2021-06-12,
2021,149334841,20,2587,2021-06-12,
2021,149334841,26,100,2021-06-12,
2021,149334841,63,402,2021-06-12,
2021,149334842,6,1,,
2021,149334842,20,2587,,
2021,137766455,8,10,,
2021,135744677,36,1,,
2021,149334842,26,100,,
2021,149334842,63,402,,
2021,135744682,3,1,,
2021,135744679,3,1,,
2021,148127905,10,,,
2021,135744116,63,1,,
2021,149334843,10,,,
2021,149334844,38,875,,
2021,149334845,38,150,,
2021,149334846,11,1,,
2021,149334847,38,50,,
2021,149334848,10,,,
2021,137766472,20,20,,
2021,137766472,63,5,,
2021,149334849,61,1000,,
2021,135749874,9,0,,
2021,135749874,10,1,,
2021,135749874,20,463,,
2021,135749874,25,1,,
2021,135749874,63,2,,
2021,149334850,16,100,,
2021,149334851,3,22000,,
2021,149334852,63,100,,
2021,149334853,63,500,,
2021,149334854,20,1,,
2021,148127961,7,500,,
2021,148127961,9,0,,
2021,148127961,20,231,,
2021,135744120,8,18,,
2021,149334855,63,300,,
2021,135744120,16,23,,
2021,149334856,16,1500,,
2021,149334857,10,,,
2021,149334858,20,375,,
2021,149334859,10,,,
2021,149334859,11,1,,
2021,149334860,4,67,,
2021,149334861,10,,,
