data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2021,137768395,63,515,,
2021,137768600,63,96,,
2021,138658067,63,69800,,
2021,140439426,63,1,,
2021,137768170,20,1000,,
2021,140439466,7,3472,,
2021,138658080,36,1073,,
2021,138658047,63,0,,
2021,138658085,8,310,,
2021,137768202,63,40,,
2021,137768217,38,1000,,
2021,138658057,63,0,,
2021,137768208,9,0,,
2021,137768208,20,120,,
2021,137768208,25,200,,
2021,137768208,63,3,,
2021,137768234,10,,,
2021,137768423,9,0,,
2021,137768191,63,0,,
2021,137768219,9,0,,
2021,137768255,63,1,,
2021,149346784,23,300,,
2021,137768676,2,59,,
2021,137768164,38,360,,
2021,137768609,3,5000,,
2021,137768194,63,50,,
2021,137768195,38,1,,
2021,137768176,63,1,,
2021,138658040,26,1800,,
2021,138658040,63,2,,
2021,138658295,8,273,,
2021,137768214,3,1,,
2021,137768215,3,1,,
2021,137768283,63,1,,
2021,137768178,63,80,,
2021,141773347,6,1,,
2021,138658037,63,1,,
2021,137768270,38,1,,
2021,138658425,10,,,
2021,140324962,10,,,
2021,140324962,63,2,,
2021,138658043,10,,,
2021,138658045,6,300,,
2021,138658045,26,250,,
2021,138658045,36,200,,
2021,138658045,63,200,,
2021,138658056,3,1,,
2021,137768548,20,50,,
2021,137768567,63,3000,,
2021,146250465,3,15000,,
2021,146250466,3,15000,2021-03-28,
2021,138658073,20,5221,,
2021,137768273,36,1603,,
2021,137768273,63,50,,
2021,137768716,63,300,,
2021,137768362,38,1,,
2021,144892260,20,1732,,
2021,137768619,7,475,,
2021,137768619,22,0,,
2021,137768619,63,31,,
2021,137768620,38,1,,
2021,137768595,63,250,,
2021,137768213,63,1,,
2021,138658075,63,1,,
2021,137768263,38,4,,
2021,137768278,9,0,,
2021,137768299,7,1300,,
2021,138658090,63,1,,
2021,138658046,3,2,,
2021,140324963,63,9874,,
2021,137768267,63,1,,
2021,137768282,9,0,,
2021,138658060,63,1,,
2021,137768300,9,0,,
2021,137768300,20,30,,
2021,137768300,21,1,,
2021,137768300,22,0,,
2021,137768300,25,50,,
2021,137768300,63,2,,
2021,138658065,63,1,,
2021,138658114,8,92,,
2021,144892264,8,648,,
2021,137768260,6,125,,
2021,137768260,25,975,,
2021,137768496,22,0,,
2021,137768520,20,1,,
2021,137768578,63,685,,
2021,137768301,20,600,,
2021,137768304,38,2500,,
2021,138659658,63,138,,
2021,137768334,20,2700,,
2021,137768327,20,20,,
2021,137768327,63,1,,
2021,137768724,16,57,,
2021,138658061,3,1,,
2021,137768463,20,1800,,
2021,137768738,63,1,,
2021,138658078,63,1,,
2021,140439444,63,1,,
2021,138658088,63,1,,
2021,137768294,20,1,,
2021,137768262,6,200,,
2021,137768262,7,1300,,
2021,137768262,16,800,,
2021,137768262,20,5000,,
2021,137768262,38,913,,
2021,141773381,26,1,,
2021,137768623,26,20,,
2021,137768623,63,1,,
2021,137768238,20,650,,
2021,137768279,63,0,,
2021,137768229,3,400,,
2021,138658081,6,2,,
2021,138658082,6,2,2021-03-27,
2021,137768293,63,10,,
2021,137768298,3,1550,,
2021,138658097,63,1,,
2021,137768251,9,0,,
2021,137768251,20,2,,
2021,137768251,25,30,,
2021,137768251,63,3,,
2021,138658094,63,1,,
2021,138658064,63,1,,
2021,137768509,17,2000,,
2021,140439459,6,9000,,
2021,138658072,38,400,,
2021,137768388,63,41,,
2021,137768264,3,2500,,
2021,137768303,38,1,,
2021,137768313,8,111,,
2021,137768329,36,2970,,
2021,137768347,20,100,,
2021,137768364,8,12,,
2021,137768274,63,1,,
2021,138658092,38,450,,
2021,137768287,26,14,,
2021,137768295,8,190,,
2021,138658087,63,50,,
2021,137768750,63,1,,
2021,137768339,63,10,,
2021,137768363,63,1,,
2021,138658102,63,2,,
2021,138658121,20,1340,,
2021,137768753,38,500,,
2021,149346788,20,697,,
2021,140439480,2,55,,
2021,138658139,26,4907,,
2021,138658139,63,194,,
2021,137768389,63,1100,,
2021,140439424,6,455,,
2021,137768346,3,1,,
2021,137768319,3,1,,
2021,137768634,63,1,,
2021,137768643,25,20,,
2021,137768696,16,1,,
2021,137768406,63,2,,
2021,140326825,6,1000,,
2021,140325612,20,40,,
2021,141773409,17,1500,,
2021,141773409,20,50000,,
2021,137768607,63,949,,
2021,138658091,3,4000,,
2021,137768652,20,75,,
2021,137768693,6,452,,
2021,137768320,63,1,,
2021,137768332,63,1,,
2021,137768381,63,80,,
2021,137768368,9,0,,
2021,140439435,8,70,,
2021,140439435,17,30,,
2021,140439435,20,70,,
2021,140439435,21,1,,
2021,140439435,22,0,,
2021,140439435,63,22,,
2021,137768348,9,0,,
2021,137768348,20,200,,
2021,137768348,25,40,,
2021,137768348,63,3,,
2021,138658109,63,10,,
2021,137768421,7,1500,,
2021,137768421,25,1,,
2021,137768421,63,1001,,
2021,137768422,38,1,,
2021,137768392,20,10,,
2021,137768392,63,71,,
2021,138658096,3,20000,,
2021,138658133,3,2500,,
2021,137768310,20,110,,
2021,137768310,25,20,,
2021,137768310,63,1,,
2021,137768326,20,1700,,
2021,137768326,63,1,,
2021,138658089,63,1,,
2021,137768702,63,900,,
2021,137768428,6,120,,
2021,137768428,63,78,,
2021,137768365,20,700,,
2021,137768384,4,100,,
2021,137768711,20,5,,
2021,137768341,9,0,,
2021,137768341,20,100,,
2021,137768341,25,100,,
2021,137768341,63,0,,
2021,137768358,6,150,,
2021,137768367,38,1,,
2021,138658106,9,0,,
2021,138658106,20,2,,
2021,138658106,25,30,,
2021,138658106,63,52,,
2021,137768387,25,40,,
2021,137768397,38,700,,
2021,138658115,63,1,,
2021,138658099,3,5000,,
2021,138658099,36,1000,,
2021,137768471,63,1,,
2021,140439450,26,200,,
2021,138658110,16,250,,
2021,137768514,6,125,,
2021,137768352,9,0,,
2021,137768447,9,0,,
2021,137768447,20,60,,
2021,137768447,25,1,,
2021,137768447,63,2,,
2021,140324944,20,200,,
2021,137768380,63,1922,,
2021,137768612,20,15000,,
2021,138658128,6,230,,
2021,137768404,9,0,,
2021,137768404,20,50,,
2021,137768404,25,10,,
2021,137768404,63,4,,
2021,138658151,16,322,,
2021,137768717,63,104,,
2021,138658144,3,1,,
2021,138658147,38,1,,
2021,138658129,63,1,,
2021,138658156,63,1,,
2021,138658161,63,1,,
2021,137768390,20,2800,,
2021,137768390,63,1,,
2021,138658119,3,17000,,
2021,138658101,63,0,,
2021,137768703,10,,,
2021,137768703,11,1,,
2021,137768407,20,2700,,
2021,137768531,20,5000,,
2021,138658145,16,200,,
2021,137768723,6,16,,
2021,138658184,8,3611,,
2021,137768431,63,1,,
2021,137768744,20,4180,,
2021,137768730,20,300,,
2021,137768530,63,1,,
2021,137768558,20,1,,
2021,138658125,63,1,,
2021,138658120,63,1,,
2021,138658108,3,20000,,
2021,137768694,63,3,,
2021,137768467,9,0,,
2021,137768467,20,100,,
2021,137768467,25,50,,
2021,137768467,63,2,,
2021,137768443,4,450,,
2021,137768374,20,49,,
2021,137768433,63,1,,
2021,137768376,20,865,,
2021,137768418,38,2000,,
2021,137768497,21,1,,
2021,138658140,16,14,,
2021,137768399,7,20,,
2021,149346788,25,6,,
2021,140439467,20,199,,
2021,137768430,9,0,,
2021,137768430,20,40,,
2021,137768430,25,20,,
2021,137768430,63,1,,
2021,138658104,38,1,,
2021,138658104,63,400,,
2021,137768415,20,8000,,
2021,137768444,63,42,,
2021,137768455,20,350,,
2021,138658112,63,1,,
2021,137768733,63,999,,
2021,140324980,63,400,,
2021,137768712,10,,,
2021,140439423,20,150,,
2021,137768396,63,1,,
2021,138658135,38,1800,,
2021,138659772,20,200,,
2021,138658167,3,48000,,
2021,138658167,63,300,,
2021,138658188,63,725,,
2021,137768429,3,1,,
2021,138658131,3,25590,,
2021,137768417,63,10,,
2021,138658118,9,0,,
2021,138658118,20,300,,
2021,138658118,25,30,,
2021,138658118,63,1,,
2021,138659805,3,12500,,
2021,138658343,38,500,,
2021,138658150,8,25,,
2021,138658150,63,1,,
2021,141773336,9,0,,
2021,141773336,25,150,,
2021,138658122,20,1000,,
2021,137768464,20,100,,
2021,138658183,22,0,,
2021,137768511,9,0,,
2021,137768511,20,100,,
2021,137768511,25,30,,
2021,137768511,63,3,,
2021,137768596,63,1,,
2021,138658130,63,1,,
2021,138658141,63,300,,
2021,137768632,63,1,,
2021,137768680,63,51,,
2021,138659722,20,1,,
2021,138658166,3,750,,
2021,137768725,63,1,,
2021,137768434,63,1,,
2021,138658528,63,1,,
2021,137768460,8,1,,
2021,137768500,63,1,,
2021,137768472,22,0,,
2021,137768473,63,1,,
2021,137768505,17,1500,,
2021,137768487,3,1,,
2021,137768432,63,1,,
2021,137768515,63,1,,
2021,138658159,6,65,,
2021,138658159,63,40,,
2021,137768456,63,1,,
2021,137768478,20,600,,
2021,137768478,25,15,,
2021,137768478,63,1,,
2021,137768683,20,1000,,
2021,138658247,10,,,
2021,138658247,13,1,,
2021,138658247,17,1,,
2021,138658247,20,1978,,
2021,138658247,25,2,,
2021,138658247,63,7,,
2021,138658181,7,1500,,
2021,138658181,25,10,,
2021,138658181,63,1,,
2021,137768732,38,300,,
2021,137768510,26,1215,,
2021,137768510,63,105,,
2021,149346788,63,30,,
2021,149346794,8,2,,
2021,149346798,52,0,,
2021,144894549,17,10000,,
2021,144894549,20,1350,,
2021,140324989,7,597,,
2021,137768582,26,562,,
2021,137768459,8,204,,
2021,137768645,20,2639,,
2021,138658176,38,1,,
2021,138658177,3,1,,
2021,149346800,9,0,,
2021,142375132,20,18300,,
2021,137768484,7,130,,
2021,137768484,8,600,,
2021,137768484,27,20,,
2021,137768484,63,165,,
2021,138658186,8,210,,
2021,137768557,20,1490,,
2021,137768437,10,,,
2021,137768742,3,1000,,
2021,138658208,63,769,,
2021,137768475,6,133,,
2021,137768475,8,325,,
2021,137768475,63,15,,
2021,138658148,6,25,,
2021,138658148,63,1,,
2021,137768501,16,1,,
2021,137768501,63,1,,
2021,138658200,10,,,
2021,149346800,17,1800,,
2021,149346800,45,75,,
2021,137768527,63,1,,
2021,149346807,8,27,,
2021,137768720,10,,,
2021,137768720,11,1,,
2021,149346807,63,125,,
2021,149346811,36,697,2021-02-15,
2021,140325507,38,2,,
2021,140325508,38,3,,
2021,137768442,36,2,,
2021,138658217,63,400,,
2021,137768462,38,1,,
2021,138658246,9,0,,
2021,138658246,20,35,,
2021,138658246,25,30,,
2021,138658246,63,0,,
2021,138658300,63,1,,
2021,137768490,36,810,,
2021,137768492,38,1,,
2021,137768507,22,0,,
2021,138658367,20,2300,,
2021,138658154,63,1,,
2021,138658378,9,0,,
2021,138658378,63,1,,
2021,137768569,36,2132,,
2021,137768569,38,234,,
2021,137768554,38,2000,,
2021,137768639,20,1,,
2021,138658337,3,1,,
2021,138658146,63,1,,
2021,137768740,63,640,,
2021,137768452,38,1000,,
2021,137768452,63,80,,
2021,138658258,20,600,,
2021,137768458,38,1000,,
2021,138658160,7,500,,
2021,138658160,63,1,,
2021,138658172,63,1,,
2021,138658191,63,214,,
2021,138658164,63,4000,,
2021,137768480,38,2492,,
2021,138658179,63,1,,
2021,137768553,38,181,,
2021,138658155,63,1,,
2021,137768508,38,2,,
2021,137768533,9,0,,
2021,137768739,9,0,,
2021,137768739,20,250,,
2021,137768739,25,25,,
2021,137768739,63,1,,
2021,138658174,63,1,,
2021,138658178,63,1,,
2021,137768555,63,20,,
2021,138658193,63,1,,
2021,138658225,7,500,,
2021,138658318,63,1,,
2021,149346812,36,697,,
2021,138658261,16,68,,
2021,149346817,38,300,,
2021,137768746,63,1,,
2021,141773360,17,200000,,
2021,138658309,63,1,,
2021,138658211,38,1,,
2021,140325568,63,1,,
2021,138658185,20,12400,,
2021,138658158,20,7200,,
2021,140439427,9,0,,
2021,140439427,20,20,,
2021,140439427,25,50,,
2021,140439427,63,2,,
2021,138658213,10,,,
2021,138658207,63,1,,
2021,138659665,8,312,,
2021,138658273,9,0,,
2021,138658273,25,1,,
2021,138658273,63,1002,,
2021,138658214,9,0,,
2021,138658214,20,900,,
2021,138658214,22,0,,
2021,138658214,25,75,,
2021,137768525,3,1,,
2021,138658226,36,660,,
2021,138658206,63,1,,
2021,137768560,63,300,,
2021,138658230,63,1,,
2021,138658275,26,179,,
2021,138658173,63,1,,
2021,144892266,3,1,,
2021,144892274,6,278,,
2021,138658252,20,1450,,
2021,138658312,8,10,,
2021,138658255,63,609,,
2021,144892259,3,11000,,
2021,140325600,36,4000,,
2021,140439433,3,2000,,
2021,138658266,8,340,,
2021,138658224,63,25,,
2021,138658280,3,1,,
2021,138659675,63,104,,
2021,138658302,6,5,,
2021,138658457,20,445,,
2021,138658355,36,825,,
2021,138658245,38,2000,,
2021,138658196,63,1,,
2021,138658223,63,2,,
2021,138658234,3,1,,
2021,138658253,20,1,,
2021,138659734,10,,,
2021,138658308,20,10500,,
2021,140439439,17,12000,,
2021,138658265,38,1,,
2021,138658294,20,80,,
2021,138658692,6,780,,
2021,138658203,6,60,,
2021,138658203,20,42,,
2021,138658203,25,100,,
2021,138658203,63,40,,
2021,138658189,63,1,,
2021,138658484,63,1,,
2021,138658231,63,290,,
2021,138658307,63,1,,
2021,138658486,63,1,,
2021,138658195,63,1,,
2021,140325641,20,900,,
2021,138658241,9,0,,
2021,140325545,3,1,,
2021,138658233,63,1,,
2021,138658263,8,3342,,
2021,138658256,38,1,,
2021,138658242,6,815,,
2021,138658242,17,290,,
2021,138658198,63,600,,
2021,138658229,38,1,,
2021,138658187,63,1000,,
2021,149346820,63,226,2021-02-15,
2021,140439453,63,1400,,
2021,138658259,3,1,,
2021,149346821,63,226,,
2021,138658251,63,1,,
2021,140439428,38,1500,,
2021,138658227,63,50,,
2021,138658232,7,2000,,
2021,138658232,36,3100,,
2021,138658232,63,171,,
2021,138658262,63,10,,
2021,138658268,4,200,,
2021,138658228,26,99,,
2021,138658238,9,0,,
2021,138658238,20,30,,
2021,138658238,25,30,,
2021,138658238,63,3,,
2021,149346829,6,300,,
2021,142375147,63,1,,
2021,138658254,8,1,,
2021,138659694,6,85,,
2021,138658243,63,0,,
2021,141773384,3,1,,
2021,138658333,63,10,,
2021,140325533,3,100,,
2021,138658240,20,800,,
2021,138658240,25,200,,
2021,138658270,36,287,,
2021,138658270,63,1,,
2021,138658271,10,,,
2021,138658326,25,5,,
2021,138658326,63,103,,
2021,138658289,10,,,
2021,138658289,11,1,,
2021,138658356,36,372,,
2021,138658356,38,300,,
2021,138658356,63,103,,
2021,138658257,38,2000,,
2021,138658264,38,3000,,
2021,138658276,38,120,,
2021,138658269,20,1,,
2021,138658269,63,11,,
2021,138658277,10,,,
2021,138658277,11,2,,
2021,138658296,38,700,,
2021,138658278,38,400,,
2021,138658267,63,1,,
2021,138658303,38,1,,
2021,138658327,63,1,,
2021,138658344,63,1,,
2021,138658380,63,1,,
2021,138658314,3,1,,
2021,138658315,3,1,2021-04-02,
2021,138658298,9,0,,
2021,138658298,20,20,,
2021,138658298,25,10,,
2021,138658298,63,152,,
2021,138658260,63,1,,
2021,149346840,52,0,,
2021,142375159,3,38000,,
2021,138658351,20,850,,
2021,138658351,63,1,,
2021,138659828,8,17,,
2021,138659828,63,6,,
2021,138658411,6,104,,
2021,138658402,38,4000,,
2021,138658373,16,100,,
2021,138658373,63,30,,
2021,138659803,25,100,,
2021,138658420,63,1,,
2021,141773403,22,0,,
2021,138659894,10,,,
2021,138659771,63,1,,
2021,138659821,10,,,
2021,138659832,26,400,,
2021,138659832,63,700,,
2021,138659865,9,0,,
2021,138659865,25,55,,
2021,138659865,63,3,,
2021,148130467,3,30000,,
2021,141773450,63,1,,
2021,138658311,63,580,,
2021,138658360,6,298,,
2021,138658370,63,10708,,
2021,138659859,63,70,,
2021,138658435,63,1200,,
2021,138659696,6,70,,
2021,138659696,7,82,,
2021,138659696,63,22,,
2021,138658418,63,500,,
2021,138659773,3,2000,,
2021,138659773,6,21,,
2021,138659773,9,0,,
2021,138659773,20,100,,
2021,138659773,63,300,,
2021,138659744,20,1200,,
2021,138658366,6,2000,,
2021,140325682,20,16,,
2021,138659833,63,1,,
2021,138659763,6,300,,
2021,138659842,9,0,,
2021,138659842,20,40,,
2021,138659842,25,50,,
2021,138659842,63,2,,
2021,138658430,38,1,,
2021,138659853,26,300,,
2021,138658439,63,1,,
2021,138658448,9,0,,
2021,138658448,20,1,,
2021,138658448,25,1,,
2021,138658448,63,10,,
2021,138659769,63,1,,
2021,138658329,16,89,,
2021,138658347,6,105,,
2021,138658347,63,5,,
2021,138659789,4,269,,
2021,138658385,63,1,,
2021,138658406,20,3350,,
2021,138658427,38,323,,
2021,138658427,63,197,,
2021,138658428,38,296,2021-04-04,
2021,138658428,63,197,2021-04-04,
2021,138658284,6,235,,
2021,138658316,63,1,,
2021,149346850,63,100,,
2021,138658487,9,0,,
2021,138658487,63,1,,
2021,138658321,63,1,,
2021,138658322,10,,,
2021,138658325,63,799,,
2021,138658463,63,20,,
2021,138658394,3,1000,,
2021,138658440,3,3500,,
2021,140439486,3,12000,,
2021,140439486,20,5,,
2021,140439486,63,500,,
2021,138658285,38,1500,,
2021,138658291,20,15,,
2021,138658320,38,200,,
2021,138658335,9,0,,
2021,138658335,17,1,,
2021,138658335,20,1000,,
2021,138658335,25,2,,
2021,138658335,63,1,,
2021,138658446,9,0,,
2021,138658446,20,1500,,
2021,138658446,22,0,,
2021,138658446,25,50,,
2021,138658446,63,3,,
2021,138658331,63,1,,
2021,138658399,16,541,,
2021,149346851,6,1480,,
2021,138658690,63,3000,,
2021,138658508,9,0,,
2021,149346851,25,3200,,
2021,149346861,63,1,,
2021,138658605,63,10,,
2021,138658301,3,1,,
2021,138658668,6,700,,
2021,138658288,3,1300,,
2021,138658332,3,5000,,
2021,138658354,6,1,,
2021,138658354,63,1,,
2021,138658293,63,1,,
2021,138659711,6,100,,
2021,138659711,8,2,,
2021,138659711,16,44,,
2021,138659711,23,75,,
2021,138659711,26,70,,
2021,138659711,63,99,,
2021,138658297,20,40,,
2021,138658297,26,250,,
2021,140325496,2,136,,
2021,138658323,20,10362,,
2021,138658359,8,12,,
2021,138658341,3,13000,,
2021,138658340,2,2,,
2021,138658286,10,,,
2021,138658292,3,1,,
2021,138658384,8,80,,
2021,138658350,63,5237,,
2021,138658324,8,46,,
2021,138658324,16,150,,
2021,138658324,63,41,,
2021,138658334,25,150,,
2021,138658334,63,0,,
2021,138658431,63,0,,
2021,138658436,3,1,,
2021,138658319,20,140,,
2021,140325573,2,46,,
2021,140325573,6,461,,
2021,140325573,17,50,,
2021,140325573,26,170,,
2021,138658349,63,1,,
2021,138658357,63,25,,
2021,138658400,63,1,,
2021,138658374,7,700,,
2021,138658374,9,0,,
2021,138658374,20,200,,
2021,138658374,25,150,,
2021,138658374,63,50,,
2021,138658416,63,1,,
2021,138658442,38,1,,
2021,138658342,63,1,,
2021,138658377,26,1,,
2021,138658458,20,5,,
2021,138658387,10,,,
2021,138658306,20,20,,
2021,138658306,63,50,,
2021,138658336,9,0,,
2021,138658336,63,1,,
2021,138658348,26,70,,
2021,138658362,17,2200,,
2021,138658371,3,1,,
2021,138658328,20,400,,
2021,138658328,25,160,,
2021,138658328,63,2,,
2021,138658381,7,1058,,
2021,138658441,38,1,,
2021,138658460,63,1,,
2021,138658461,3,1,,
2021,138658474,6,10,,
2021,138658474,20,245,,
2021,138658474,25,2500,,
2021,138658474,63,44,,
2021,140325539,3,1,,
2021,141773133,7,400,,
2021,138658338,10,,,
2021,138659839,38,1,,
2021,138659840,38,2,,
2021,138658424,63,82,,
2021,138658422,7,60,,
2021,138658369,63,150,,
2021,138658346,26,1,,
2021,138658353,63,1,,
2021,138658392,38,1,,
2021,138659054,38,500,,
2021,138658382,9,0,,
2021,138658382,25,150,,
2021,138658382,63,42,,
2021,138658352,36,3550,,
2021,138658391,38,250,,
2021,138658574,8,11,,
2021,138658574,63,254,,
2021,138658405,63,1,,
2021,138658397,38,1,,
2021,138658410,63,10,,
2021,138658433,63,1,,
2021,138658361,63,1,,
2021,138658437,63,1,,
2021,138658488,20,39450,,
2021,138659801,2,29,,
2021,138658368,63,700,,
2021,138658423,63,6,,
2021,141773145,63,10,,
2021,138658452,3,1,,
2021,138658483,6,36,,
2021,138658483,63,11,,
2021,147352496,26,1,,
2021,138658469,63,1,,
2021,138658503,6,15,,
2021,138658503,20,20,,
2021,138658503,25,15,,
2021,146930185,3,1,,
2021,138658522,63,1,,
2021,138658375,9,0,,
2021,138658375,25,180,,
2021,138658375,63,5,,
2021,138659873,6,4,,
2021,138658386,63,20,,
2021,140324950,16,50,,
2021,140324950,26,90,,
2021,138658419,63,15,,
2021,138658429,63,1,,
2021,138659808,63,1,,
2021,138658395,7,1113,,
2021,138658395,17,1089,,
2021,138658395,25,1700,,
2021,138658395,26,265,,
2021,138658395,63,501,,
2021,138658396,3,1300,,
2021,138659690,9,0,,
2021,138659690,63,1,,
2021,138658417,63,1,,
2021,140439446,4,1200,,
2021,140439446,63,1,,
2021,138658415,63,0,,
2021,138659866,63,1,,
2021,138658432,63,1,,
2021,138659880,6,100,,
2021,138659891,63,1,,
2021,138659887,9,0,,
2021,138658767,25,150,,
2021,138658379,63,1,,
2021,138659682,6,234,,
2021,138659682,63,350,,
2021,138658404,63,1,,
2021,138658409,63,530,,
2021,138658444,5,1,,
2021,138658546,10,,,
2021,138658372,8,49,,
2021,149346862,10,,,
2021,149346866,8,50,2021-02-15,
2021,138658389,4,300,,
2021,138658413,63,0,,
2021,138659703,10,,,
2021,138658790,6,1,,
2021,138658790,20,2,,
2021,138658790,26,2,,
2021,138658790,63,3,,
2021,138658791,10,,,
2021,138659691,63,1,,
2021,138658376,63,1,,
2021,138658383,63,1240,,
2021,138658393,63,1,,
2021,138658414,24,7000,,
2021,138658408,6,200,,
2021,138658408,8,1200,,
2021,138658434,17,200,,
2021,138658434,20,8254,,
2021,138658421,63,20,,
2021,146250478,3,25000,,
2021,138659841,63,10,,
2021,141773124,21,11,,
2021,138659843,63,400,,
2021,138659890,6,150,,
2021,138659890,20,50,,
2021,138659890,63,700,,
2021,138659864,63,1,,
2021,138659869,63,400,,
2021,138659858,6,25,,
2021,138659858,10,1,,
2021,138659858,20,70,,
2021,138659858,63,40,,
2021,138658536,38,800,,
2021,138659872,63,2,,
2021,138659660,20,1350,,
2021,138659851,8,53,,
2021,138658450,3,1,,
2021,146250483,25,50,,
2021,138659863,63,1,,
2021,140439472,3,14000,,
2021,138658495,63,400,,
2021,138658455,38,3500,,
2021,138658459,3,15000,,
2021,138659818,8,562,,
2021,138658514,63,6500,,
2021,138658543,20,1,,
2021,138659837,63,10,,
2021,138659845,38,35,,
2021,149346867,8,50,,
2021,138658515,63,0,,
2021,138659855,63,1,,
2021,140439442,6,160,,
2021,138659860,38,2000,,
2021,138659878,20,10,,
2021,140439434,15,7270,,
2021,138658475,2,27,,
2021,138659889,63,1,,
2021,138658755,63,0,,
2021,138659884,36,2020,,
2021,138659884,63,300,,
2021,138659704,36,1050,,
2021,138659707,26,710,,
2021,138659895,63,125,,
2021,138658426,63,15,,
2021,140439438,3,1,,
2021,138658451,6,82,,
2021,138658443,63,2,,
2021,138658462,38,1,,
2021,138658485,6,40,,
2021,138658471,6,600,,
2021,138659759,10,,,
2021,140324979,36,1908,,
2021,138658493,10,2,,
2021,138658493,20,300,,
2021,138658493,63,103,,
2021,138658641,20,3,,
2021,138658641,63,5,,
2021,138658438,3,1,,
2021,138658464,3,1,,
2021,138658679,63,11,,
2021,138658496,36,7750,,
2021,149346868,10,,,
2021,138658456,7,230,,
2021,138658456,9,0,,
2021,138658456,20,200,,
2021,138658529,63,1,,
2021,138658541,3,18000,,
2021,144892267,26,5696,,
2021,144892267,27,1677,,
2021,144892268,38,1,,
2021,138658667,38,1,,
2021,138658637,63,200,,
2021,138658604,20,15,,
2021,138658604,63,1,,
2021,138658680,63,1,,
2021,138658453,63,1,,
2021,138658479,6,435,,
2021,138658479,17,3000,,
2021,138658466,4,480,,
2021,138658490,10,1,,
2021,138659886,26,299,,
2021,138658501,63,1,,
2021,138658506,20,300,,
2021,138658454,17,12500,,
2021,138658454,25,350,,
2021,138658465,63,1,,
2021,140325482,9,0,,
2021,140325482,20,1,,
2021,140325482,25,100,,
2021,140325482,63,2,,
2021,138658480,21,1,,
2021,138658472,63,1,,
2021,138658476,38,2000,,
2021,149346876,3,500,,
2021,140439465,8,2121,,
2021,138658521,63,1,,
2021,138658599,9,0,,
2021,138658599,20,45,,
2021,138658599,63,150,,
2021,138658468,38,400,,
2021,138658473,63,1,,
2021,138658523,63,8600,,
2021,140325520,63,606,,
2021,138658533,38,1,,
2021,138659729,63,2000,,
2021,138658563,63,20,,
2021,138658526,63,1,,
2021,138658570,38,1,,
2021,138658489,20,4500,,
2021,138658733,63,20,,
2021,138658530,10,,,
2021,138658569,63,2928,,
2021,138658594,20,3,,
2021,138658513,8,192,,
2021,138658513,16,58,,
2021,138658606,38,7448,,
2021,149346878,20,500,,
2021,138658580,63,5000,,
2021,138658661,63,1,,
2021,138658714,63,1,,
2021,138658555,10,,,
2021,138658695,20,6000,,
2021,142375146,63,20,,
2021,138658542,63,1,,
2021,140439440,63,75,,
2021,149346884,38,1100,,
2021,138658707,2,38,,
2021,149346886,63,100,,
2021,140326914,8,2353,,
2021,138658512,16,130,,
2021,138658512,36,50,,
2021,138658512,63,1,,
2021,138658535,63,1,,
2021,138658652,63,10,,
2021,138658730,63,1,,
2021,138658482,20,801,,
2021,138658499,63,50,,
2021,138658539,20,999,,
2021,138658524,10,,,
2021,138658497,8,2,,
2021,138658497,25,35,,
2021,149346887,20,300,,
2021,148444432,9,0,,
2021,148444432,20,296,,
2021,148444432,25,25,,
2021,148444432,47,0,,
2021,148444432,63,1,,
2021,149346892,63,40,,
2021,149346897,6,1022,2021-02-15,
2021,146252394,9,0,,
2021,146252394,25,120,,
2021,138658550,63,10,,
2021,144894389,3,75000,,
2021,138658572,63,1,,
2021,146250492,63,2300,,
2021,138658532,3,2000,,
2021,138658516,63,1,,
2021,138658565,9,0,,
2021,138658565,20,1000,,
2021,138658565,25,40,,
2021,138658565,63,3,,
2021,138658571,8,144,,
2021,138658590,10,1,,
2021,138658505,38,10,,
2021,138658509,38,1,,
2021,138658517,16,287,,
2021,138658557,6,408,,
2021,138659856,6,233,,
2021,138658585,63,1,,
2021,138658534,63,1,,
2021,140439454,3,20000,,
2021,138659897,8,65,,
2021,138658622,9,0,,
2021,138658622,63,1,,
2021,138659712,63,1,,
2021,138659862,9,0,,
2021,138659862,25,40,,
2021,138659862,63,3,,
2021,138659877,16,760,,
2021,138659893,63,1,,
2021,138659901,9,0,,
2021,138659901,20,200,,
2021,138659901,22,0,,
2021,138659901,25,180,,
2021,138659901,63,1,,
2021,138659902,38,1,,
2021,138658520,4,600,,
2021,138658520,63,50,,
2021,138658544,38,1,,
2021,138658582,3,18000,,
2021,138658582,63,1,,
2021,138658783,26,237,,
2021,138658731,10,,,
2021,138658561,8,12,,
2021,138658561,26,410,,
2021,138658561,63,51,,
2021,138658619,63,1,,
2021,138658645,6,1000,,
2021,138658689,6,1100,,
2021,138658689,9,0,,
2021,138658689,17,139500,,
2021,138658689,20,2500,,
2021,138658689,25,1,,
2021,138658689,63,4901,,
2021,138658724,63,13,,
2021,138659678,26,350,,
2021,138658773,63,1,,
2021,138659910,6,252,,
2021,138659911,11,1,,
2021,138659871,38,1000,,
2021,138659900,63,600,,
2021,138659888,63,300,,
2021,140325656,22,0,,
2021,138658598,17,300,,
2021,138658598,20,1600,,
2021,144892262,10,,,
2021,138659904,6,778,,
2021,138659904,20,300,,
2021,138659904,25,700,,
2021,138659904,63,1,,
2021,138659905,38,1,,
2021,138659907,36,6738,,
