data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,16,149334598,2.000,1,12792938
2021,4,149334610,1.000,11,12792939
2021,16,149334619,38.400,1,12792940
2021,5,149334620,0.090,1,12792941
2021,5,149334632,1.000,1,12792942
2021,5,149334633,1.000,1,12792943
2021,4,149334640,3.000,9,12792944
2021,5,149334655,1.000,1,12792945
2021,4,149334658,1.000,1,12792946
2021,17,149334661,2.000,1,12792947
2021,5,149334664,1.000,1,12792948
2021,4,149334669,1.000,1,12792949
2021,8,149334677,1.000,1,12792950
2021,4,148127375,2.000,1,12625794
2021,4,149334683,1.000,9,12792951
2021,16,149334700,1.000,1,12792952
2021,5,149334702,2.000,1,12792953
2021,4,149334722,2.000,1,12792955
2021,4,149334723,1.000,1,12792956
2021,4,149334726,1.000,1,12792957
2021,5,149334728,1.000,1,12792958
2021,5,149334741,1.500,1,12792960
2021,5,149334742,1.000,1,12792961
2021,17,149334747,1.000,1,12792962
2021,1,149334750,1.500,1,12792963
2021,5,149334753,1.000,1,12792965
2021,8,149334755,1.000,9,12792966
2021,4,149334768,1.000,9,12792967
2021,4,149334777,17.900,1,12792968
2021,5,149334779,1.000,1,12792969
2021,12,149334780,1.000,1,12792970
2021,16,149334781,2.000,1,12792971
2021,16,149334790,1.000,1,12792973
2021,4,149334796,1.000,1,12792975
2021,17,149334813,1.000,1,12792976
2021,5,149334819,4.600,1,12792977
2021,5,149334821,1.000,1,12792978
2021,8,149334822,1.000,1,12792979
2021,4,149334823,1.000,1,12792980
2021,16,149334825,492.000,9,12792981
2021,5,149334829,3.000,1,12792982
2021,5,149334831,1.000,1,12792983
2021,17,148127905,16.000,9,12625909
2021,1,149334843,1.000,1,12792984
2021,5,149334848,1.000,1,12792985
2021,5,149334857,1.000,1,12792986
2021,4,149334859,1.000,1,12792987
2021,8,149334861,1.000,1,12792988
2021,17,149334862,19.000,9,12792989
2021,12,149334865,1.000,1,12792990
2021,11,149334867,1.000,11,12792991
2021,5,149334876,1.000,11,12792992
2021,5,149334896,1.000,1,12792993
2021,5,149334906,1.000,1,12792994
2021,4,149334907,1.000,9,12792995
2021,16,149334909,21.000,9,12792996
2021,8,149334912,1.000,1,12792997
2021,5,149334913,1.000,1,12792998
2021,4,149334916,1.000,11,12792999
2021,4,149334923,33.000,1,12793000
2021,5,149334925,8.000,1,12793001
2021,5,149334926,1.000,1,12793002
2021,4,149334927,1.000,1,12793003
2021,5,149334941,1.000,1,12793004
2021,4,149334944,2.000,1,12793005
2021,16,149334948,2.000,6,12793006
2021,5,149334951,8.500,1,12793007
2021,17,149334952,1.000,1,12793008
2021,1,149334954,1.000,1,12793009
2021,5,149334955,1.000,1,12793010
2021,5,149334965,2.200,1,12793011
2021,5,149334966,1.000,1,12793012
2021,12,149334968,1.000,1,12793013
2021,5,149334975,12.500,1,12793014
2021,1,149334978,1.000,1,12793015
2021,4,149334979,1.000,1,12793016
2021,15,149334987,7.100,1,12793017
2021,17,149334996,1.000,1,12793018
2021,4,149335022,2.000,1,12793019
2021,12,149335025,1.000,1,12793020
2021,17,149335026,3.000,9,12793021
2021,5,149335028,5.400,1,12793022
2021,4,149335032,1.000,1,12793024
2021,17,149335033,1.000,1,12793025
2021,5,149335046,1.000,1,12793026
2021,17,149335056,1.000,1,12793027
2021,5,149335070,2.600,1,12793028
2021,4,149335074,2.000,1,12793029
2021,12,149335078,2.000,1,12793030
2021,8,149335082,23.000,9,12793031
2021,5,149335092,2.700,1,12793032
2021,5,149335096,11.000,1,12793033
2021,16,149335101,1.000,1,12793034
2021,12,149335108,6.100,1,12793035
2021,17,149335111,1.000,1,12793036
2021,15,149335117,7.000,9,12793037
2021,8,149335123,51.000,9,12793038
2021,8,149335125,1.000,1,12793039
2021,5,149335133,3.400,1,12793040
2021,4,149335137,1.000,1,12793041
2021,8,149335147,1.000,1,12793042
2021,8,149335152,6.000,9,12793043
2021,5,149335155,0.700,1,12793044
2021,5,149335163,1.000,1,12793045
2021,17,149335164,2.000,1,12793046
2021,8,149335171,12.900,1,12793047
2021,5,149335178,1.200,1,12793048
2021,5,149335179,3.700,1,12793049
2021,5,149335180,1.800,1,12793050
2021,4,149335181,1.000,1,12793051
2021,8,149335184,2.000,1,12793052
2021,5,149335189,1.000,1,12793053
2021,4,149335193,3.000,1,12793054
2021,5,149335197,1.000,1,12793055
2021,5,149335216,7.400,1,12793057
2021,17,149335226,0.100,1,12793059
2021,5,149335242,1.000,9,12793062
2021,17,149335250,1.000,9,12793063
2021,17,149335253,4.000,1,12793064
2021,5,149335256,1.000,1,12793065
2021,5,149335295,1.000,1,12793070
2021,16,149335296,9.100,9,12793071
2021,5,149335307,1.000,1,12793072
2021,17,149335338,1.000,1,12793074
2021,17,149335350,1.000,1,12793075
2021,5,149335357,1.000,1,12793077
2021,5,148215948,6.600,9,12639582
2021,1,149335361,5.600,1,12793078
2021,1,149335376,1.000,1,12793080
2021,4,149335393,1.000,9,12793081
2021,16,149335398,28.300,1,12793082
2021,8,149335402,5.000,9,12793083
2021,8,149335406,1.000,1,12793084
2021,17,149335407,4.000,9,12793085
2021,2,149335421,12.000,1,12793086
2021,17,149335424,1.000,11,12793087
2021,5,149335426,1.000,1,12793088
2021,11,149335429,1.000,1,12793089
2021,5,149335431,1.000,1,12793090
2021,12,149335448,6.000,1,12793091
2021,12,149335456,1.000,1,12793092
2021,5,149335464,1.000,1,12793093
2021,4,149335466,8.000,9,12793094
2021,5,149335480,1.000,1,12793095
2021,1,149335493,1.000,1,12793096
2021,5,149335496,14.700,1,12793097
2021,5,149335504,13.000,1,12793098
2021,5,149335509,1.000,1,12793099
2021,5,149335512,1.000,1,12793100
2021,16,149948485,8.000,9,12881355
2021,4,149335525,1.000,1,12793102
2021,7,149335526,51.000,9,12793103
2021,5,149335530,1.000,1,12793104
2021,16,149335534,1.000,1,12793105
2021,5,149335535,6.400,1,12793106
2021,8,149335565,3.000,1,12793107
2021,4,149335567,1.000,1,12793108
2021,16,149335575,1.000,9,12793109
2021,5,149335580,1.000,3,12793110
2021,12,149335583,1.000,1,12793111
2021,17,149335584,3.000,9,12793112
2021,5,148216240,42.900,1,12639631
2021,16,148216247,2.000,1,12639632
2021,12,148216254,1.000,1,12639633
2021,4,148474778,2.000,1,12675352
2021,12,148216266,2.000,1,12639635
2021,4,148216272,1.700,1,12639636
2021,8,148216274,2.000,9,12639637
2021,5,148216279,4.300,1,12639638
2021,5,148216281,3.600,1,12639639
2021,4,148216306,1.100,1,12639640
2021,5,148216313,46.700,1,12639641
2021,5,148216315,6.500,1,12639642
2021,5,148216327,1.000,1,12639643
2021,8,148216328,1239.000,1,12639644
2021,16,148216335,1.000,1,12639645
2021,5,148216340,17.500,1,12639646
2021,4,148216346,1.000,1,12639647
2021,5,148216350,10.000,1,12639648
2021,5,148216355,1.200,1,12639649
2021,17,148216359,232.600,1,12639650
2021,4,148216363,1.000,9,12639651
2021,16,149430111,38.100,1,12806155
2021,5,149430112,1.000,1,12806156
2021,5,149430134,1.000,1,12806157
2021,5,149430169,1.000,1,12806159
2021,5,149430174,1.000,1,12806160
2021,15,149430223,1.000,1,12806164
2021,8,149430257,1.000,1,12806166
2021,5,149430343,1.000,1,12806173
2021,5,149430348,1.000,1,12806175
2021,5,149430361,3.500,1,12806178
2021,5,149430363,1.000,1,12806179
2021,5,149430368,1.000,1,12806180
2021,5,149430377,5.900,1,12806181
2021,5,149430380,2.000,1,12806182
2021,5,149430385,2.000,1,12806183
2021,17,149430403,2.200,1,12806186
2021,5,149430407,1.000,1,12806187
2021,5,149430424,1.000,1,12806189
2021,5,149430430,1.000,1,12806190
2021,5,148216640,24.000,1,12639715
2021,17,149430445,0.020,2,12806193
2021,5,149430449,2.700,1,12806195
2021,5,149430451,0.600,1,12806196
2021,5,149430452,2.400,1,12806197
2021,5,149430456,1.000,1,12806198
2021,5,149019544,1.000,1,12745362
2021,5,149430461,1.000,11,12806199
2021,5,149430475,4.000,1,12806201
2021,5,148216665,1.000,1,12639724
2021,5,149431372,0.423,3,12806287
2021,5,149431379,0.211,3,12806289
2021,5,149431380,0.035,3,12806290
2021,2,149431387,0.035,3,12806291
2021,5,149431387,0.070,3,12806292
2021,5,149431397,0.105,3,12806293
2021,2,149431400,0.564,3,12806294
2021,4,149431400,0.423,3,12806295
2021,17,149431400,1.000,7,12806296
2021,5,149431414,12.779,3,12806299
2021,5,149431417,0.105,3,12806301
2021,4,149431428,4.000,9,12806302
2021,5,149431429,0.176,3,12806303
2021,5,149431439,0.247,3,12806304
2021,5,149431450,0.141,3,12806306
2021,5,149431453,0.282,3,12806307
2021,5,149431457,0.035,3,12806308
2021,5,149431458,0.211,3,12806309
2021,5,149431470,0.229,3,12806313
2021,5,149431473,0.149,3,12806315
2021,5,149431481,0.105,3,12806317
2021,5,149431489,2.116,3,12806319
2021,4,149431491,4.000,9,12806320
2021,4,149431491,0.035,3,12806321
2021,5,149431491,0.035,3,12806322
2021,5,149431492,0.052,3,12806323
2021,5,149431493,0.282,3,12806324
2021,5,149431499,0.313,3,12806325
2021,5,149431516,0.529,3,12806326
2021,5,149431525,0.141,3,12806327
2021,5,149431527,0.105,3,12806329
2021,5,149431531,0.493,3,12806330
2021,5,149431551,0.070,3,12806331
2021,5,149431566,0.246,3,12806332
2021,8,149431566,8.000,9,12806333
2021,16,149431587,0.010,3,12806336
2021,5,149431599,0.282,3,12806338
2021,5,149431608,0.042,3,12806339
2021,5,149431611,0.035,3,12806342
2021,5,149431613,0.070,3,12806343
2021,5,149431614,0.176,3,12806344
2021,5,149431623,0.070,3,12806345
2021,5,149431624,0.007,3,12806346
2021,5,149431626,0.493,3,12806347
2021,5,149431631,0.617,3,12806348
2021,12,149431640,0.062,3,12806350
2021,5,149431644,0.211,3,12806351
2021,5,149431645,0.077,3,12806352
2021,5,149431649,0.123,3,12806353
2021,5,149431652,0.137,3,12806354
2021,5,149431653,0.007,3,12806355
2021,5,149431656,0.052,3,12806356
2021,5,149431661,0.176,3,12806357
2021,5,149431662,0.105,3,12806358
2021,5,149431663,0.102,3,12806359
2021,5,149431666,0.352,3,12806360
2021,5,149431669,0.176,3,12806361
2021,5,149431670,0.641,3,12806362
2021,5,149431673,0.035,3,12806363
2021,5,149431691,0.052,3,12806364
2021,5,149431696,0.105,3,12806365
2021,5,149431699,0.035,3,12806366
2021,5,149431703,0.070,3,12806367
2021,5,149431704,0.176,3,12806368
2021,5,149431705,0.423,3,12806369
2021,5,149431706,0.017,3,12806370
2021,5,149431711,0.070,3,12806371
2021,5,149431713,0.282,3,12806372
2021,5,149431724,1.054,3,12806373
2021,5,149431727,0.179,3,12806374
2021,5,149431732,0.211,3,12806375
2021,5,149431733,0.141,3,12806376
2021,5,149431735,0.282,3,12806378
2021,5,149431739,1.022,3,12806379
2021,11,149431739,1.000,11,12806380
2021,17,149431739,1.000,11,12806381
2021,5,149431743,0.447,3,12806382
2021,16,149431743,0.035,3,12806383
2021,5,149431746,0.141,3,12806384
2021,5,149431751,0.035,3,12806385
2021,5,149431757,0.190,3,12806386
2021,5,149431758,0.211,3,12806387
2021,5,149431760,1.000,11,12806388
2021,5,149431767,0.035,3,12806389
2021,5,149431768,0.246,3,12806390
2021,11,149431768,0.056,3,12806391
2021,5,149431774,0.088,3,12806393
2021,5,149431780,0.141,3,12806394
2021,5,149431784,0.105,3,12806395
2021,5,149431785,0.119,3,12806396
2021,12,149431785,2.000,9,12806397
2021,5,149431787,0.035,3,12806398
2021,5,149431795,5.000,10,12806402
2021,5,149431795,0.564,3,12806403
2021,5,149431798,0.158,3,12806404
2021,5,149431800,0.035,3,12806405
2021,5,149431802,0.035,3,12806406
2021,5,149431806,0.282,3,12806407
2021,5,149431807,9.171,3,12806408
2021,5,149431811,0.349,3,12806409
2021,5,149431812,0.042,3,12806410
2021,5,149431813,0.003,3,12806411
2021,5,149431815,0.141,3,12806412
2021,1,148217055,5.000,9,12639868
2021,4,148217055,8.000,9,12639869
2021,17,148217055,0.035,3,12639870
2021,5,148217057,0.246,3,12639871
2021,5,148217059,0.038,3,12639872
2021,2,149335640,1.000,1,12793130
2021,2,149335641,1.000,11,12793131
2021,2,149335646,1.000,5,12793132
2021,1,149335659,1.000,1,12793134
2021,5,149335659,3.000,1,12793135
2021,5,149335665,6.000,1,12793136
2021,5,149335677,1.000,1,12793137
2021,7,149335699,1.000,1,12793138
2021,5,149335705,15.400,1,12793139
2021,5,149335708,5.000,1,12793140
2021,5,149335709,0.800,1,12793141
2021,5,149335781,6.000,1,12793146
2021,5,149335785,4.000,1,12793147
2021,16,149335798,1.000,9,12793149
2021,7,149335828,9.000,9,12793151
2021,5,149335868,3.000,1,12793153
2021,5,149335870,4.000,1,12793154
2021,5,149335900,9.000,1,12793157
2021,5,149335924,14.000,1,12793158
2021,1,149335940,2.000,1,12793160
2021,5,149335948,9.000,1,12793161
2021,5,149335957,1.000,1,12793162
2021,5,149335958,10.000,1,12793163
2021,5,149335960,2.000,3,12793164
2021,1,149335971,0.400,1,12793165
2021,1,149335971,1.000,11,12793166
2021,5,149335974,7.000,1,12793167
2021,4,149335981,0.100,1,12793168
2021,1,149335982,1.000,1,12793169
2021,5,149335994,1.000,1,12793170
2021,5,149336006,79.000,1,12793171
2021,5,149336009,8.000,1,12793172
2021,5,149336011,58.000,1,12793173
2021,4,149336018,5.000,1,12793174
2021,7,149336040,11.000,9,12793175
2021,1,149336040,1.000,1,12793176
2021,5,149336049,16.000,1,12793177
2021,5,149336051,57.000,1,12793178
2021,5,149336052,1.000,1,12793179
2021,4,149336071,6.100,1,12793180
2021,1,149336071,3.100,1,12793181
2021,5,149336071,13.000,1,12793182
2021,5,149336072,49.000,1,12793183
2021,11,149336072,3.000,1,12793184
2021,12,149336075,1.000,9,12793185
2021,5,149336075,5.000,1,12793186
2021,5,149336101,14.000,1,12793187
2021,5,149336107,23.750,1,12793188
2021,5,149336109,1.000,1,12793189
2021,5,149336123,1.000,1,12793190
2021,5,149336152,1.000,1,12793191
2021,8,149336154,0.014,1,12793192
2021,5,149336160,37.000,1,12793193
2021,5,149336161,1.000,1,12793194
2021,4,149336230,1.000,11,12793199
2021,17,149336230,1.000,11,12793200
2021,1,149336235,2.100,1,12793201
2021,5,149336235,39.000,1,12793202
2021,5,149336237,1.000,1,12793203
2021,12,149336250,1.000,1,12793204
2021,11,149336250,1.000,1,12793205
2021,1,149336255,16.400,1,12793206
2021,5,149336255,3.600,1,12793207
2021,4,149336260,1.000,9,12793208
2021,4,149336263,1.000,11,12793209
2021,5,149336265,10.000,1,12793210
2021,5,149336273,1.000,1,12793211
2021,4,149336277,1.000,1,12793212
2021,2,149336285,0.100,1,12793213
2021,4,149336285,0.140,1,12793214
2021,17,149336285,0.400,1,12793215
2021,5,149336294,0.100,1,12793216
2021,17,149336301,1.000,9,12793217
2021,5,149336320,184.570,1,12793218
2021,5,149336321,1.000,1,12793219
2021,5,149336322,5.000,1,12793220
2021,5,149336326,1.000,1,12793221
2021,1,149336332,0.600,1,12793222
2021,7,149336332,1.620,1,12793223
2021,5,149336339,58.200,1,12793224
2021,1,149336342,6.000,9,12793225
2021,4,149336342,21.000,9,12793226
2021,5,149336352,1660.000,1,12793227
2021,2,149336352,1.000,1,12793228
2021,12,149336352,27.000,9,12793229
2021,5,149336358,1.000,1,12793230
2021,1,149336363,1.000,11,12793231
2021,5,149336364,5.000,1,12793232
2021,4,149336372,1.000,1,12793233
2021,17,149336376,0.700,3,12793234
2021,5,149336387,16.000,1,12793235
2021,4,149336402,1.000,1,12793236
2021,5,149336422,2.000,1,12793237
2021,5,149336433,9.000,1,12793238
2021,2,149336536,7.000,1,12793246
2021,1,149336536,11.500,1,12793247
2021,5,149336536,112.000,1,12793248
2021,5,149336567,1.000,1,12793249
2021,5,149336633,1.000,1,12793257
2021,5,149336634,0.100,1,12793258
2021,1,149336637,3.000,1,12793259
2021,5,149336662,1.000,9,12793260
2021,5,149336664,1234.000,1,12793261
2021,5,149336664,1.000,9,12793262
