data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,5,141773458,1.000,9,11727209
2021,12,141773458,7.000,9,11727210
2021,4,141773467,4.000,1,11727211
2021,11,141773467,2.000,1,11727212
2021,1,149344550,0.500,1,12794559
2021,4,149344552,2.300,1,12794561
2021,5,148130429,1.000,9,12626480
2021,5,148130429,1.000,11,12626481
2021,15,149344559,12.000,1,12794564
2021,11,141773539,1.000,1,11727215
2021,5,141773591,3.000,1,11727216
2021,17,149344559,8.000,1,12794565
2021,5,149344907,2.000,9,12794641
2021,1,142377134,1.000,9,11814013
2021,1,141775016,1.000,1,11727263
2021,17,141775016,1.000,1,11727264
2021,5,141775139,1.000,9,11727271
2021,2,141773876,1.000,1,11727220
2021,4,149344907,0.100,1,12794642
2021,5,149344911,3.000,1,12794644
2021,5,149344938,7.000,1,12794652
2021,17,142375386,1.000,11,11813937
2021,1,141775207,1.000,9,11727274
2021,2,141773815,1.000,1,11727219
2021,5,141773983,22.010,1,11727222
2021,5,149344960,3.000,1,12794656
2021,4,141773790,1.000,1,11727218
2021,4,149639694,21.000,9,12835552
2021,7,149345001,1.000,9,12794665
2021,5,142375444,1.000,1,11813938
2021,2,141775093,2.000,9,11727268
2021,5,141775227,1.000,1,11727275
2021,5,141775252,8.000,1,11727276
2021,5,149345102,1.000,1,12794688
2021,5,141773937,1.000,1,11727221
2021,1,141775130,1.000,9,11727270
2021,5,149345113,72.700,1,12794690
2021,5,149345221,35.000,1,12794704
2021,5,141774238,10.000,1,11727228
2021,2,141775081,1.000,9,11727266
2021,8,141775081,1.000,9,11727267
2021,2,141775057,1.000,1,11727265
2021,4,141774164,1.000,11,11727225
2021,4,141774164,7.000,9,11727226
2021,5,141774107,1.000,1,11727224
2021,12,141774168,1.000,9,11727227
2021,5,141774286,1.000,1,11727231
2021,5,144786361,2.000,4,12162042
2021,7,149345268,1.000,9,12794709
2021,5,141775150,2.000,9,11727272
2021,5,141775150,4.000,1,11727273
2021,7,141775316,3.000,9,11727280
2021,5,142375471,16.300,1,11813941
2021,12,142375471,1.000,11,11813942
2021,1,141774274,1.000,1,11727230
2021,5,149345276,8.000,1,12794711
2021,17,141774259,1.000,11,11727229
2021,5,142376988,1.000,11,11814005
2021,5,142376988,3.000,3,11814006
2021,4,142375449,1.000,1,11813939
2021,4,142375449,52.000,9,11813940
2021,5,149345365,6.000,1,12794717
2021,5,141774370,4.000,1,11727232
2021,7,141774385,8.000,9,11727233
2021,9,142375502,1.000,1,11813947
2021,5,141774496,33.000,1,11727238
2021,5,141774504,10.000,1,11727239
2021,10,141774582,2.000,7,11727250
2021,1,149345453,1.000,1,12794732
2021,2,141774480,0.100,1,11727235
2021,4,149345498,250.000,1,12794742
2021,2,142375472,5.000,9,11813943
2021,5,149345498,314.000,1,12794743
2021,2,142375472,0.600,3,11813944
2021,16,142375472,2.000,9,11813945
2021,5,141774457,1.000,9,11727234
2021,1,149345498,1.200,1,12794744
2021,2,141775254,1.000,9,11727277
2021,1,141774572,4.000,1,11727247
2021,1,141774572,1.000,9,11727248
2021,5,141774572,10.000,1,11727249
2021,5,141774519,1.000,9,11727240
2021,17,141775336,2.000,1,11727283
2021,1,141775327,2.000,9,11727282
2021,2,141774531,3.000,9,11727241
2021,5,141774551,1.000,11,11727245
2021,9,141774551,2.000,9,11727246
2021,5,149345544,1.000,9,12794754
2021,11,149345571,6.000,1,12794763
2021,5,146930197,1.000,1,12464094
2021,5,141774609,1.000,11,11727251
2021,5,149345571,12.000,9,12794764
2021,8,142375504,1.000,9,11813948
2021,5,149345746,9.000,1,12794784
2021,4,141775276,1.000,9,11727278
2021,5,141775276,1.000,9,11727279
2021,2,141774850,1.000,9,11727255
2021,5,141774850,1.000,9,11727256
2021,5,149345887,7.000,1,12794796
2021,5,141774852,1.000,11,11727257
2021,1,142375482,8.400,1,11813946
2021,4,149345973,5.000,9,12794805
2021,10,141774759,1.000,11,11727253
2021,12,146250535,1.000,11,12369986
2021,1,149345998,6.000,1,12794809
2021,1,141774910,1.000,9,11727260
2021,1,149346033,1.000,1,12794813
2021,5,142375541,16.000,1,11813949
2021,1,149346038,2.000,9,12794814
2021,1,141774989,1.000,9,11727261
2021,5,142375919,1.000,3,11813963
2021,5,142375601,1.000,9,11813952
2021,1,142375590,1.000,1,11813951
2021,2,149346070,0.100,1,12794820
2021,5,149346123,1.000,1,12794825
2021,2,142375544,1.000,11,11813950
2021,2,142376059,1.000,1,11813966
2021,5,149346162,3.000,1,12794828
2021,5,149346188,68.600,1,12794831
2021,1,142377274,2.000,1,11814020
2021,5,142377274,1.000,1,11814021
2021,12,149346247,1.000,9,12794841
2021,5,142375753,8.000,1,11813958
2021,5,149346250,5.000,1,12794842
2021,5,149346257,1.000,11,12794843
2021,5,149346312,9.000,1,12794848
2021,5,142375655,1.000,11,11813954
2021,5,142375670,3.000,1,11813955
2021,5,144786206,1.000,4,12162031
2021,5,142375701,92.500,1,11813956
2021,2,149346438,1.000,11,12794865
2021,5,142377316,1.000,9,11814022
2021,5,149346499,7.000,1,12794871
2021,5,142375785,1.000,1,11813959
2021,5,142375945,100.000,1,11813964
2021,10,144894119,1.000,7,12181657
2021,5,149346862,3.000,1,12794902
2021,5,142376382,1.000,9,11813980
2021,5,142375820,20.000,1,11813961
2021,5,142375905,10.000,1,11813962
2021,4,149346862,0.500,1,12794903
2021,12,149346862,4.000,9,12794904
2021,5,149346868,8.000,1,12794905
2021,1,149346949,0.500,1,12794910
2021,10,142376067,1.000,11,11813967
2021,5,149346960,2.000,1,12794913
2021,5,149347021,8.000,1,12794921
2021,5,142376249,1.000,1,11813971
2021,1,142376320,0.500,1,11813976
2021,4,142376320,1.000,1,11813977
2021,5,142376125,1.000,11,11813969
2021,2,149347040,1.700,1,12794926
2021,5,149347040,0.100,1,12794927
2021,5,142376082,1.000,11,11813968
2021,5,149347069,6.000,1,12794933
2021,5,142376315,4.000,1,11813975
2021,2,149347124,3.000,1,12794939
2021,2,149347226,1.000,1,12794951
2021,5,142376342,2.000,9,11813979
2021,5,142376327,5.500,3,11813978
2021,5,149347226,6.000,1,12794952
2021,16,149347226,1.000,9,12794953
2021,17,142376170,1.000,1,11813970
2021,5,149347249,6.000,1,12794958
2021,5,149347262,10.000,1,12794960
2021,4,149347318,1.000,11,12794965
2021,5,149347362,1.000,11,12794968
2021,5,142376253,2.000,1,11813972
2021,4,149347366,1.000,1,12794970
2021,14,142377029,1.000,9,11814008
2021,5,142376287,2.100,1,11813974
2021,4,146930217,21.000,9,12464096
2021,5,149347558,20.580,1,12794992
2021,5,142376264,3.500,1,11813973
2021,5,142376561,3.000,9,11813983
2021,5,142376533,1.000,9,11813982
2021,5,142376422,5.000,1,11813981
2021,5,149347576,4.000,1,12794996
2021,5,142377108,1.000,11,11814012
2021,5,149347582,1.000,1,12794998
2021,5,149347586,1.000,1,12795001
2021,5,149347589,6.000,1,12795002
2021,5,142376786,1.000,9,11813987
2021,5,149347601,8.000,1,12795004
2021,5,149347614,7.000,1,12795005
2021,2,149347637,2.000,1,12795007
2021,5,149347641,0.500,1,12795008
2021,5,149347723,3.000,1,12795018
2021,17,149347723,2.000,9,12795019
2021,7,149347725,1.000,9,12795020
2021,2,146930207,4.000,1,12464095
2021,4,149347816,1.000,11,12795028
2021,8,149347816,1.000,11,12795029
2021,5,149348090,3.000,1,12795056
2021,1,142376845,1.000,9,11813989
2021,5,142376845,1.000,9,11813990
2021,4,149348105,2.000,9,12795060
2021,5,149348107,7.000,1,12795062
2021,5,142376592,2.000,1,11813984
2021,4,149348142,2.000,9,12795067
2021,5,149348152,3.000,1,12795070
2021,5,149348158,10.000,1,12795072
2021,2,142377065,1.000,9,11814009
2021,5,144892394,35.000,1,12181562
2021,8,144892394,1.000,11,12181563
2021,4,149348176,1.000,9,12795074
2021,5,149348194,5.000,1,12795079
2021,1,144892564,1.000,11,12181569
2021,4,144892564,1.000,11,12181570
2021,8,144892564,1.000,11,12181571
2021,17,149348364,3.000,9,12795101
2021,5,142376962,1.000,11,11814003
2021,8,142376962,1.000,11,11814004
2021,5,149348399,26.300,1,12795103
2021,4,149348611,1.000,9,12795125
2021,2,142376605,1.000,9,11813985
2021,4,149348619,25.000,9,12795127
2021,7,149348619,2.000,9,12795128
2021,1,149348621,1.000,11,12795129
2021,4,149348621,1.000,2,12795130
2021,4,149348633,1.000,11,12795133
2021,16,149348656,3.000,9,12795137
2021,5,149348658,1.000,11,12795138
2021,1,149348672,32.000,9,12795140
2021,5,149348744,30.000,1,12795150
2021,5,142376868,1.000,9,11813991
2021,11,142376868,2.000,9,11813992
2021,17,142376868,5.000,9,11813993
2021,5,142376688,2.500,3,11813986
2021,7,149348848,1.000,9,12795163
2021,1,142377186,1.000,11,11814017
2021,7,142377186,1.000,11,11814018
2021,1,149348873,71.000,9,12795169
2021,5,149348873,35.000,1,12795170
2021,2,149348878,1.000,11,12795171
2021,17,142376895,108.000,9,11813996
2021,4,144894489,2.000,9,12181679
2021,13,144894489,1.940,1,12181680
2021,5,149348919,1.000,1,12795180
2021,5,144892928,8.000,1,12181591
2021,5,144892672,1.000,1,12181575
2021,16,144892672,1.000,11,12181576
2021,5,142376913,1.000,11,11813998
2021,5,144892574,1.000,1,12181572
2021,2,142377098,3.000,9,11814010
2021,5,142377098,1.000,9,11814011
2021,1,144892510,1.000,11,12181564
2021,5,142376893,1.000,11,11813994
2021,5,142376893,1.000,9,11813995
2021,4,142377359,1.000,11,11814023
2021,17,142377359,1.000,11,11814024
2021,7,149348939,1.000,9,12795184
2021,5,144893254,5.000,1,12181606
2021,5,144894013,1.000,1,12181643
2021,5,149348954,17.000,1,12795187
2021,16,144893552,1.000,9,12181618
2021,5,144894197,1.000,11,12181665
2021,2,142376996,1.000,9,11814007
2021,5,142376911,1.000,1,11813997
2021,2,149348973,0.100,1,12795190
2021,4,144892528,1.000,9,12181566
2021,4,144892528,1.000,1,12181567
2021,11,144892528,1.000,9,12181568
2021,5,144892516,1.000,1,12181565
2021,5,144893992,10.000,1,12181642
2021,8,144894018,4.000,9,12181644
2021,5,144892699,10.000,1,12181577
2021,4,149349029,9.000,9,12795200
2021,5,144892655,1.000,9,12181574
2021,11,144894203,1.000,9,12181666
2021,5,149349029,3.500,1,12795201
2021,5,144892626,1.000,9,12181573
2021,5,144892700,2.000,1,12181578
2021,5,144894059,2.000,1,12181648
2021,5,144894094,9.000,3,12181651
2021,17,144894094,2.000,7,12181652
2021,7,149349029,2.000,9,12795202
2021,5,149349131,1.000,1,12795216
2021,5,144892714,1.000,11,12181579
2021,1,144894515,1.000,1,12181681
2021,5,144894130,1.000,9,12181659
2021,4,144892765,1.000,9,12181580
2021,16,149349150,2.000,9,12795218
2021,5,144892797,51.000,1,12181581
2021,8,144892797,17.000,1,12181582
2021,9,144892797,96.000,9,12181583
2021,5,144892830,5.000,9,12181584
2021,5,144892875,76.000,1,12181587
2021,2,144894527,1.000,1,12181682
2021,5,144894527,1.000,1,12181683
2021,11,144894527,1.000,1,12181684
2021,5,144892892,1.000,11,12181588
2021,5,149349155,0.060,1,12795219
2021,8,144892960,3.000,9,12181592
2021,5,144892900,2.000,9,12181589
2021,5,144892863,4.000,9,12181585
2021,12,144892863,1.000,9,12181586
2021,10,144893987,1.000,9,12181641
2021,4,149349294,22.000,9,12795251
2021,5,144892913,3.000,9,12181590
2021,5,144894041,1.000,3,12181647
2021,4,149349302,3.000,9,12795252
2021,2,144893156,1.000,1,12181599
2021,5,144894126,1.000,9,12181658
2021,5,144894154,1.000,9,12181661
2021,5,144893220,35.000,9,12181602
2021,5,144893220,17.000,1,12181603
2021,5,144893251,1.000,9,12181605
2021,5,144893196,1.000,1,12181601
2021,5,144893083,6.000,9,12181595
2021,11,144893083,5.000,9,12181596
2021,16,144893083,1.000,1,12181597
2021,1,148445040,7.000,1,12670999
2021,5,144893178,7.000,10,12181600
2021,4,148445040,21.000,1,12671000
2021,2,149349347,102.100,1,12795260
2021,5,144894030,9.000,1,12181646
2021,4,144893249,1.000,3,12181604
2021,2,144893068,3.000,9,12181593
2021,12,144893127,3.000,1,12181598
2021,2,144894074,1.000,9,12181649
2021,2,144894144,1.000,1,12181660
2021,5,149349478,815.000,1,12795274
2021,2,144893262,1.000,1,12181607
2021,5,144894027,1.000,9,12181645
2021,5,144894103,130.400,1,12181653
2021,11,144894103,79.300,1,12181654
2021,5,149349565,3.000,1,12795284
2021,4,144893407,1.000,9,12181611
2021,5,144893339,1.000,1,12181608
2021,17,144893339,1.000,1,12181609
2021,5,149349577,1.000,1,12795285
2021,5,144893423,377.100,1,12181612
2021,2,144893536,5.000,1,12181616
2021,5,144893378,1.000,1,12181610
2021,5,144894116,1.000,1,12181656
2021,5,144894188,1.000,9,12181664
2021,5,146930259,2.000,9,12464097
2021,5,144894086,1.000,11,12181650
2021,2,144893426,3.000,9,12181613
2021,5,144893517,6.000,9,12181615
2021,5,144893936,28.000,1,12181637
2021,5,144894182,1.000,9,12181663
2021,1,149349601,1.200,1,12795289
2021,5,144788175,8.000,9,12162127
2021,5,144786297,2.000,1,12162039
2021,12,144893497,1.000,9,12181614
2021,5,149349654,5.000,1,12795298
2021,5,144893547,1.000,1,12181617
2021,5,144893706,1.000,11,12181627
2021,5,144893708,1.000,11,12181628
2021,5,149349670,117.000,1,12795303
2021,5,149349725,1.000,4,12795313
2021,5,144893711,0.030,1,12181629
2021,5,146250582,1.000,11,12369987
2021,10,146250582,1.000,11,12369988
2021,12,146250582,1.000,11,12369989
2021,5,144893676,1.000,1,12181626
2021,2,144893618,3.000,9,12181621
2021,5,144893618,1.000,9,12181622
2021,17,144893618,1.000,9,12181623
2021,1,144893601,1.000,9,12181619
2021,5,144893601,2.000,1,12181620
2021,5,144893670,1.000,1,12181625
2021,5,149349728,7.000,1,12795315
2021,5,144894692,1.000,1,12181689
2021,8,144893838,1.000,9,12181635
2021,5,144894160,1.000,1,12181662
2021,4,149349737,1.000,7,12795317
2021,1,149349737,1.000,7,12795318
2021,4,149349778,1.000,1,12795326
2021,5,144786365,2.000,4,12162043
2021,5,144786381,18.000,4,12162045
2021,11,144893830,27.000,9,12181634
2021,5,144893768,1.000,11,12181630
2021,1,149349778,1.000,1,12795327
2021,5,144786318,5.000,4,12162040
2021,5,144893814,1.000,1,12181632
2021,5,144893804,1.000,1,12181631
2021,5,144893827,1.000,1,12181633
2021,2,144894628,100.000,1,12181688
2021,1,144786995,1.000,9,12162077
2021,4,149349811,9.100,1,12795336
2021,5,149349811,1.000,1,12795337
2021,5,149349894,6.000,1,12795352
2021,1,144893873,2.000,9,12181636
2021,5,144893938,1.000,9,12181638
2021,5,149349932,9.000,1,12795355
2021,5,144786928,1.000,11,12162076
2021,5,144786458,1.000,9,12162050
2021,4,149349944,0.900,1,12795358
2021,5,144894234,5.000,1,12181668
2021,5,149349967,2.000,1,12795364
2021,5,149349992,119.000,1,12795366
2021,5,144893940,456.000,1,12181639
2021,2,144788264,2.000,9,12162137
2021,5,144786653,3.000,7,12162057
2021,2,149350044,0.100,1,12795380
2021,5,144894114,1.000,9,12181655
2021,5,144786414,1.000,1,12162048
2021,4,144893985,1.000,9,12181640
2021,5,144894214,1.000,11,12181667
2021,5,144786407,1.000,11,12162046
2021,8,144786407,1.000,11,12162047
2021,5,149350044,1.000,1,12795381
2021,5,149350148,1.000,1,12795397
2021,5,144894714,25.000,4,12181690
2021,5,146250611,88.000,1,12369992
2021,9,146250611,2.000,9,12369993
2021,1,144786473,7.000,9,12162051
2021,4,144788163,1.000,9,12162124
2021,16,144788163,1.000,9,12162125
2021,5,146250711,1.000,9,12369995
2021,5,144786548,3.000,1,12162052
2021,5,149350158,12.000,1,12795401
2021,5,144788432,1.000,9,12162159
2021,5,144788391,1.000,9,12162153
2021,5,144788180,1.000,9,12162128
2021,7,149350175,1.000,1,12795405
2021,5,144786687,1.000,9,12162063
2021,5,144788172,1.000,9,12162126
2021,5,144786663,1.000,1,12162059
2021,12,149350175,24.000,1,12795406
2021,5,144788294,1.000,9,12162140
2021,5,149350207,65.699,1,12795410
2021,4,149350215,3.000,9,12795411
2021,5,144786634,7.000,3,12162056
2021,5,144786683,10.000,1,12162060
2021,5,144786683,1.000,11,12162061
2021,16,144786683,1.000,11,12162062
2021,5,144786656,1.000,9,12162058
2021,5,144788274,9.000,1,12162138
2021,4,149350271,2.000,1,12795416
2021,5,144786604,2.000,1,12162055
2021,2,144787531,4.000,9,12162096
2021,5,144786695,1.000,1,12162064
2021,17,146930308,10.000,9,12464099
2021,5,149350314,5.000,1,12795422
2021,5,149350500,17.500,1,12795447
2021,5,144786803,1.000,9,12162066
2021,2,144786725,1.000,1,12162065
2021,5,144786817,1.000,9,12162067
2021,2,146930301,1.000,1,12464098
2021,1,144786833,0.400,1,12162068
2021,5,144786842,10.000,9,12162070
2021,5,144787180,1.000,11,12162085
2021,12,144787055,1.000,3,12162080
2021,1,149350526,1.000,1,12795451
2021,1,144786898,1.000,1,12162074
2021,10,144786898,1.000,7,12162075
2021,5,149350667,1.000,11,12795472
2021,5,144788387,1.000,9,12162152
2021,1,144788240,1.000,9,12162133
2021,8,144788240,1.000,9,12162134
2021,10,144788240,1.000,9,12162135
2021,5,149350806,10.000,1,12795494
2021,5,144787051,1.000,1,12162079
2021,5,144787022,3.500,1,12162078
2021,5,144787066,10.000,1,12162081
2021,5,144788412,2.000,1,12162158
2021,5,144788351,1.000,9,12162148
2021,5,149350837,2.500,1,12795502
2021,2,144787124,4.000,9,12162082
2021,4,144787124,5.000,9,12162083
2021,5,144788217,10.000,1,12162132
2021,5,144787229,1.000,11,12162088
2021,5,149350974,1.000,1,12795528
2021,5,144787296,2.000,9,12162090
2021,2,146930317,1.000,1,12464100
2021,5,144787240,1.000,5,12162089
2021,5,144788188,1.000,9,12162129
2021,17,144787224,1.000,11,12162087
2021,5,144787369,22.000,1,12162091
2021,1,144787178,1.000,11,12162084
2021,5,144787439,3.000,1,12162092
2021,5,149350988,42.600,1,12795529
2021,4,149351015,14.000,9,12795534
2021,2,144788251,1.000,11,12162136
2021,2,144787696,1.000,9,12162100
2021,5,144787696,2.000,9,12162101
2021,1,149351015,10.000,9,12795535
2021,2,144788433,1.000,11,12162160
2021,5,144787480,1.000,1,12162093
2021,12,144788374,10.000,1,12162151
2021,5,144787485,1.000,9,12162095
2021,5,144787532,2.000,1,12162097
2021,2,144787703,1.000,11,12162102
2021,5,144788320,1.000,9,12162144
2021,5,144787483,1.000,1,12162094
2021,5,149351015,1.000,9,12795536
2021,4,149351073,3.000,1,12795544
2021,5,144787775,1.000,1,12162103
2021,17,149351091,9500.000,2,12795546
2021,5,144787672,3.000,9,12162099
2021,7,144787816,1.000,9,12162105
2021,5,144788322,1.000,9,12162145
2021,1,146250770,10.000,1,12369996
2021,2,146250770,23.000,1,12369997
2021,5,146250770,2.000,1,12369998
2021,4,149351122,1.500,1,12795549
2021,1,144788407,1.000,9,12162154
2021,10,144788407,1.000,9,12162155
2021,2,144788410,4.000,9,12162156
2021,5,144788436,1.000,1,12162161
2021,2,144787982,14.450,1,12162110
2021,2,146252044,1.000,9,12370063
2021,5,144788339,1.000,9,12162147
2021,5,144787802,1.000,9,12162104
2021,2,149351125,0.700,1,12795550
2021,5,144787913,1.000,11,12162106
2021,4,149351132,1.000,3,12795553
2021,16,149351132,2.000,3,12795554
2021,1,144787956,10.000,1,12162107
2021,17,144787956,2.000,1,12162108
2021,5,144787986,1.500,1,12162111
2021,5,144787989,1.000,11,12162112
2021,5,144788011,3.500,1,12162113
2021,11,144788011,3.500,1,12162114
2021,2,149351148,650.000,1,12795557
2021,5,144788076,3.000,7,12162121
2021,5,144788076,1.000,1,12162122
2021,5,146930981,1.000,1,12464148
2021,5,146931013,1.000,9,12464153
2021,5,144788363,2.000,1,12162149
2021,10,144788363,2.000,7,12162150
2021,1,144787971,2.000,9,12162109
2021,5,149351197,1.000,1,12795566
2021,5,144788191,1.000,1,12162130
2021,1,144788026,1.600,1,12162115
2021,2,144788026,130.300,1,12162116
2021,5,144788026,6.000,1,12162117
2021,5,149351207,10.000,1,12795571
2021,5,149351251,326.000,1,12795579
2021,2,146930964,1.000,1,12464147
2021,4,149351254,3.000,9,12795581
2021,4,149351262,1.000,9,12795583
2021,5,144788334,1.000,1,12162146
2021,5,144788131,1.000,1,12162123
2021,4,144788061,4.000,9,12162118
2021,5,144788061,1.000,9,12162119
2021,12,144788061,2.000,9,12162120
2021,5,146932080,1.000,11,12464215
2021,17,149351262,1.000,7,12795584
2021,5,144788469,0.300,1,12162162
2021,5,144788201,2.000,1,12162131
2021,17,149351290,1.000,9,12795591
2021,2,149351307,100.000,1,12795596
2021,5,149351343,3.000,1,12795600
2021,5,146252505,1.000,9,12370082
2021,5,146250844,0.500,1,12370000
2021,1,146250903,1.000,9,12370002
2021,2,146251109,1.000,1,12370016
2021,5,149351372,9.000,1,12795602
2021,5,146252356,9.000,1,12370074
2021,2,146250932,1.000,9,12370003
2021,5,149351460,1.000,1,12795616
2021,5,146252472,4.000,4,12370079
2021,2,146930392,0.010,1,12464104
2021,5,146930392,2.000,1,12464105
2021,11,146930392,0.100,1,12464106
2021,1,149351518,0.500,1,12795625
2021,5,146250966,1.000,9,12370008
2021,5,146251014,1.000,11,12370010
2021,5,146251014,53.600,1,12370011
2021,1,146251026,1.000,9,12370012
2021,10,146252492,4.000,9,12370081
2021,5,146251082,1.000,1,12370015
2021,5,146251033,2.000,9,12370013
2021,1,149351524,0.700,1,12795626
2021,5,146252517,4.000,9,12370084
2021,5,146930993,35.000,1,12464149
2021,5,146930993,2.000,7,12464150
2021,5,146930993,5.000,9,12464151
2021,5,146930358,2.000,5,12464101
2021,17,146251077,3.000,1,12370014
2021,4,149351544,1.000,7,12795627
2021,4,149351552,5.000,1,12795628
2021,5,146251222,1.000,11,12370018
2021,5,146251249,1.000,11,12370019
2021,5,146930373,5.000,9,12464102
2021,5,146251345,1.000,9,12370025
2021,5,149351552,10.000,1,12795629
2021,5,146930405,1.000,11,12464107
2021,5,146251405,3.000,1,12370029
2021,5,146251400,1.000,9,12370028
2021,5,149351573,1.000,1,12795632
2021,5,146251664,1.000,9,12370040
2021,5,146251378,1.000,9,12370026
2021,12,146251378,1.000,9,12370027
2021,5,146251860,15.000,1,12370055
2021,5,146931068,1.000,9,12464162
2021,8,146251418,1.000,1,12370031
2021,4,149351578,1.000,9,12795633
2021,4,146252336,1.000,9,12370073
2021,5,146251585,1.000,1,12370037
2021,5,146251564,1.000,1,12370035
2021,1,149351578,6.000,9,12795634
2021,5,149351589,25.000,1,12795636
2021,1,146251695,2.000,9,12370043
2021,5,149351592,2.000,1,12795637
2021,8,146251428,1.000,9,12370032
2021,2,146251566,1.000,11,12370036
2021,5,146251562,1.000,9,12370034
2021,5,146252388,1.000,9,12370075
2021,5,149351613,5.000,1,12795639
2021,5,146251547,1.000,1,12370033
2021,5,146930427,1.000,11,12464109
2021,5,146930427,3.000,1,12464110
2021,5,146932174,4.000,1,12464224
2021,5,146930434,1.000,1,12464112
2021,5,149351617,39.600,1,12795640
2021,5,149351642,8.900,1,12795647
2021,5,146252619,10.000,1,12370089
2021,5,146252607,1.000,9,12370088
2021,5,146251669,5.000,1,12370041
2021,5,146251801,1.000,9,12370053
2021,17,149351667,1.000,9,12795652
2021,2,146251797,1.000,9,12370051
2021,5,146251797,1.000,9,12370052
2021,5,146251734,1.000,1,12370046
2021,5,146251680,1.000,1,12370042
2021,5,149351678,2.000,3,12795655
2021,5,149351709,121.000,1,12795659
2021,2,146251700,1.000,9,12370045
2021,5,146251697,20.000,4,12370044
2021,5,146251957,5.000,1,12370057
2021,5,149351734,5.000,1,12795661
2021,5,149351799,9.900,1,12795673
2021,5,146930417,1.000,1,12464108
2021,5,146930432,1.000,1,12464111
2021,5,146930440,1.000,9,12464113
2021,5,146251921,1.000,9,12370056
2021,2,146251851,1.000,9,12370054
2021,1,146252132,2.000,9,12370064
2021,2,146252132,8.000,9,12370065
2021,5,146252132,2.000,9,12370066
2021,5,149351859,15.000,1,12795683
2021,2,149351878,3.800,1,12795686
2021,5,149351878,18.000,1,12795687
2021,4,149351878,1.800,1,12795688
2021,4,149351902,1.000,1,12795690
2021,5,149351916,119.000,1,12795692
2021,2,148130701,4.800,1,12626490
2021,2,149351974,500.000,1,12795703
2021,5,146252006,1.000,1,12370059
2021,5,146252391,1.000,11,12370076
2021,2,146252002,1.000,9,12370058
2021,5,146252255,1.000,9,12370068
2021,5,146252165,1.000,9,12370067
2021,5,149352001,9.000,1,12795709
2021,5,146252642,1.000,9,12370090
2021,5,146252020,5.000,1,12370060
2021,5,149352009,8.000,1,12795711
2021,5,148130634,1.000,9,12626482
2021,11,148130634,1.000,9,12626483
2021,5,146252576,1.000,9,12370086
2021,5,146252568,1.000,3,12370085
2021,5,146252511,1.000,1,12370083
2021,5,149352025,1.000,1,12795714
2021,10,146252446,2.000,9,12370077
2021,5,146930507,100.000,1,12464118
2021,5,146930470,1.000,9,12464116
2021,5,149352040,215.000,1,12795715
2021,12,146932081,1.000,11,12464216
2021,5,149352100,8.000,1,12795721
2021,5,146930502,10.000,1,12464117
2021,16,146930536,1.000,9,12464119
2021,5,146252288,2.000,1,12370071
2021,5,146252479,1.000,1,12370080
2021,12,149352102,1.000,9,12795722
2021,5,146252259,12.000,1,12370069
2021,5,146930540,26.300,1,12464120
2021,1,149352102,2.000,9,12795723
2021,4,149352102,25.000,9,12795724
2021,5,149352103,20.400,1,12795725
2021,5,149352240,4.000,1,12795748
2021,5,148130644,1.000,1,12626485
2021,5,149352270,1.000,1,12795753
2021,5,146930696,1.000,9,12464126
2021,2,146930637,1.000,1,12464123
2021,5,148130637,1.000,9,12626484
2021,8,146932190,1.000,1,12464225
2021,17,146930635,1.000,11,12464122
2021,5,146930672,30.000,1,12464124
2021,4,149352284,11.000,9,12795756
2021,5,146930737,5.000,9,12464129
2021,2,146930725,1.000,9,12464127
2021,5,146930725,1.000,9,12464128
2021,5,146930744,1.000,9,12464130
2021,5,146930686,36.600,9,12464125
2021,5,146932397,1.000,11,12464236
2021,5,149352297,10.000,1,12795759
2021,5,146930840,2.000,1,12464135
2021,5,146930883,1.000,4,12464140
2021,5,146930839,1.000,9,12464133
2021,17,146930839,1.000,9,12464134
2021,1,148446084,1.000,1,12671129
2021,5,146930859,1.000,1,12464137
2021,17,149352359,1.000,1,12795768
2021,5,146932102,1.000,11,12464217
2021,5,146932280,1.000,9,12464231
2021,5,149352374,1.000,1,12795772
2021,4,149352390,0.500,1,12795778
2021,5,146930939,2.000,1,12464144
2021,5,146930829,1.000,1,12464132
2021,5,146930864,210.000,1,12464138
2021,5,146930873,1.000,1,12464139
2021,5,146930857,3.000,1,12464136
2021,2,146930936,2.000,9,12464143
2021,5,149352441,1.000,11,12795788
2021,5,146930945,4.000,9,12464145
2021,5,146931018,4.000,9,12464156
2021,5,146931040,1.000,1,12464158
2021,7,146931040,5.000,9,12464159
2021,5,146930901,1.000,9,12464141
2021,5,146932270,1.000,9,12464229
2021,5,146930907,1.000,1,12464142
2021,5,149352446,65.000,1,12795789
2021,5,148130662,1.000,9,12626486
2021,5,146931054,3.000,9,12464161
2021,5,146932366,1.000,9,12464235
2021,5,146931360,6.000,1,12464177
2021,7,146931360,1.000,1,12464178
2021,1,146931016,2.000,9,12464154
2021,5,146931016,1.000,9,12464155
2021,1,149352469,15.000,1,12795791
2021,5,146930959,2.000,4,12464146
2021,5,146930997,1.000,1,12464152
2021,5,146931028,1.000,1,12464157
2021,5,146931045,1.000,9,12464160
2021,5,146931077,1.000,9,12464163
2021,16,146931106,12.000,9,12464165
2021,5,146931092,1.000,9,12464164
2021,5,149352478,10.000,1,12795792
