data_year,property_id,incident_id,prop_loss_id,stolen_count,recovered_count
2021,149334492,150125923,1,,
2021,149334493,150125924,1,,
2021,149334494,150125924,5,,
2021,149334495,150125924,7,,
2021,149948478,150846297,6,,
2021,149334497,150125927,4,,
2021,149334498,150125928,7,,
2021,149334499,150125931,7,,
2021,149334500,150125933,6,,
2021,149334501,150125935,6,,
2021,149334502,150125936,6,,
2021,149334503,150125937,7,,
2021,149334504,150125938,6,,
2021,149334505,150125939,1,,
2021,149334506,150125939,4,,
2021,149334507,150125941,6,,
2021,149334508,150125942,6,,
2021,149334509,150125943,6,,
2021,149334510,150125947,6,,
2021,149334511,150125949,7,,
2021,149334512,150125950,7,,
2021,149334513,150125951,4,,
2021,149334514,150125952,6,,
2021,149334515,150125953,7,,
2021,149334516,150125957,7,,
2021,149334517,150125961,4,,
2021,148126816,148736991,6,,
2021,149334518,150125962,6,,
2021,149334519,150125963,4,,
2021,149334520,150125964,4,,
2021,149334521,150125965,1,,
2021,149334522,150125966,6,,
2021,149948479,150846298,7,,
2021,149334524,150125969,5,,
2021,149334525,150125969,7,,
2021,149334526,150125970,6,,
2021,149334527,150125971,6,,
2021,149334528,150125974,7,,
2021,149334529,150125975,6,,
2021,149334530,150125977,7,,
2021,149334531,150125979,1,,
2021,149334532,150125979,6,,
2021,149334533,150125980,6,,
2021,149334534,150125981,7,,
2021,149334535,150125982,6,,
2021,149334536,150125984,4,,
2021,149334537,150125985,7,,
2021,149334538,150125986,7,,
2021,149334539,150125989,7,,
2021,149334540,150125990,7,,
2021,149334541,150125994,6,,
2021,149334542,150125995,1,,
2021,149334543,150125997,7,,
2021,149334544,150125998,7,,
2021,149334545,150125999,6,,
2021,149334546,150126002,6,,
2021,149334547,150126003,6,,
2021,149334548,150126006,6,,
2021,149334549,150126007,6,,
2021,149334550,150126008,1,,
2021,149334551,150126008,7,,
2021,149334552,150126012,1,,
2021,149334553,150126012,7,,
2021,149334555,150126014,6,,
2021,149334556,150126015,1,,
2021,149334557,150126016,1,,
2021,149334558,150126016,7,,
2021,149334559,150126020,1,,
2021,149334560,150126021,7,,
2021,149334561,150126022,4,,
2021,149334562,150126023,1,,
2021,149334563,150126024,7,,
2021,149334564,150126025,4,,
2021,149334565,150126027,6,,
2021,149334566,150126030,6,,
2021,149334567,150126032,6,,
2021,149334568,150126035,4,,
2021,149334569,150126036,5,,
2021,149334570,150126036,7,,
2021,149334571,150126038,6,,
2021,149334572,150126039,6,,
2021,149334573,150126039,7,,
2021,149334574,150126041,4,,
2021,149334575,150126042,6,,
2021,149334576,150126043,7,,
2021,149334577,150126044,7,1,
2021,149334578,150126045,6,,
2021,149334579,150126049,4,,
2021,148127030,148737241,1,,
2021,148127031,148737241,6,,
2021,149334580,150126052,7,,
2021,149334581,150126054,6,,
2021,149334582,150126055,1,,
2021,149334583,150126055,7,,
2021,149334584,150126056,1,,
2021,149334585,150126057,4,,
2021,149334586,150126058,7,,
2021,149334587,150126065,6,,
2021,149334588,150126067,7,,
2021,149334589,150126069,7,,
2021,149334590,150126070,6,,
2021,149334591,150126071,7,,
2021,149334592,150126072,7,,
2021,149334593,150126073,6,,
2021,149334594,150126074,7,,
2021,149334595,150126075,6,,
2021,149334596,150126078,7,,
2021,149334597,150126079,7,,
2021,149334598,150126080,6,,
2021,149334599,150126081,4,,
2021,149334600,150126083,7,,
2021,149334601,150126084,7,1,
2021,149334602,150126085,7,,
2021,149334603,150126086,4,,
2021,149334604,150126087,4,,
2021,149334605,150126088,1,,
2021,149334606,150126088,7,,
2021,149334607,150126089,7,,
2021,149334608,150126090,7,,
2021,149334609,150126092,1,,
2021,149334610,150126093,6,,
2021,149334611,150126096,7,,
2021,149334612,150126097,7,,
2021,149334613,150126102,1,,
2021,149334614,150126103,7,,
2021,149334615,150126104,6,,
2021,149334616,150126105,7,,
2021,149334617,150126106,4,,
2021,149334618,150126107,4,,
2021,149334619,150126108,6,,
2021,149334620,150126109,6,,
2021,149334621,150126110,6,,
2021,149334622,150126112,7,1,
2021,149334623,150126114,7,,
2021,149334624,150126117,4,,
2021,149334625,150126118,7,,
2021,149334626,150126119,7,,
2021,149334627,150126121,4,,
2021,149334628,150126122,5,,
2021,149334629,150126122,7,,
2021,149334630,150126123,7,,
2021,149334631,150126124,4,,
2021,149334632,150126125,6,,
2021,149334633,150126126,6,,
2021,149334634,150126127,5,,
2021,149334635,150126127,7,,
2021,149334636,150126128,7,,
2021,149334637,150126129,7,,
2021,149334638,150126130,4,,
2021,149334639,150126131,7,,
2021,149334640,150126132,6,,
2021,149334641,150126134,5,,
2021,149334642,150126134,7,,
2021,149334643,150126138,1,,
2021,149334644,150126138,7,,
2021,149334645,150126139,7,,
2021,149334646,150126140,5,,
2021,149334647,150126140,7,,
2021,149334648,150126141,7,,
2021,149334649,150126143,7,,
2021,149334650,150126144,4,,
2021,149334651,150126145,4,,
2021,149334652,150126146,4,,
2021,149334653,150126147,7,,
2021,149334654,150126148,4,,
2021,149334655,150126150,6,,
2021,149334656,150126152,4,,
2021,149334657,150126153,1,,
2021,149334658,150126153,6,,
2021,149334659,150126155,4,,
2021,149334660,150126158,4,,
2021,149334661,150126159,6,,
2021,149334662,150126161,7,,
