data_year,suspect_using_id,offense_id
2021,4,179962317
2021,4,179962318
2021,4,179962319
2021,4,179962320
2021,4,179962321
2021,4,179962322
2021,4,179962323
2021,4,179962324
2021,4,179962325
2021,4,179962326
2021,4,179962327
2021,3,179962328
2021,4,179962329
2021,4,179962330
2021,4,179962331
2021,4,179962332
2021,4,179962333
2021,4,179962334
2021,4,179962335
2021,4,179962336
2021,4,179962337
2021,3,179962339
2021,3,179962340
2021,4,179962342
2021,1,179962343
2021,3,179962344
2021,3,179962345
2021,4,178828301
2021,4,179962346
2021,4,179962347
2021,4,179962348
2021,4,179962349
2021,4,179962350
2021,4,179962351
2021,3,179962352
2021,3,179962353
2021,4,179962354
2021,4,179962355
2021,4,179962356
2021,3,179962357
2021,3,179962358
2021,3,179962359
2021,4,179962360
2021,4,179962361
2021,4,179962362
2021,1,179962363
2021,4,179962364
2021,4,179962365
2021,4,179962366
2021,1,179535267
2021,4,179962367
2021,4,178828303
2021,4,179962368
2021,3,179962369
2021,3,179962370
2021,4,179962371
2021,3,179962372
2021,4,179962373
2021,3,179962374
2021,3,179962375
2021,4,179962376
2021,4,179962377
2021,4,179962378
2021,4,179962379
2021,4,179962380
2021,4,179962381
2021,4,179962382
2021,4,179962383
2021,4,179962384
2021,4,179962385
2021,4,179962386
2021,4,179962387
2021,4,179962388
2021,4,179962389
2021,4,179962390
2021,3,179962391
2021,4,179962392
2021,4,179962393
2021,3,179962394
2021,3,179962395
2021,4,179962396
2021,1,179962397
2021,4,179962398
2021,4,179962399
2021,4,179962400
2021,4,179962401
2021,4,179962423
2021,4,179962437
2021,4,179962459
2021,3,179962475
2021,3,179962476
2021,4,179962485
2021,4,179962493
2021,4,179962504
2021,4,179962510
2021,4,179962516
2021,4,179962524
2021,4,179962537
2021,4,179962570
2021,4,179962609
2021,4,179962610
2021,4,179962620
2021,4,180791391
2021,4,179962646
2021,4,179962664
2021,4,179962670
2021,4,179962694
2021,4,179962695
2021,4,179962704
2021,1,179962712
2021,3,179962712
2021,3,179962713
2021,4,179962729
2021,4,179962730
2021,3,179962745
2021,4,179962751
2021,3,179962756
2021,3,179962757
2021,4,179962758
2021,4,179962759
2021,4,179962760
2021,4,179962761
2021,4,179962762
2021,4,179962763
2021,4,179962764
2021,4,179962765
2021,4,179962766
2021,4,179962767
2021,4,179962768
2021,4,179962769
2021,4,179962770
2021,4,179962771
2021,4,179962772
2021,3,179962773
2021,4,179962774
2021,3,179962775
2021,3,179962776
2021,3,179962777
2021,4,179962778
2021,4,179962779
2021,4,179962780
2021,4,179962781
2021,4,179962782
2021,4,179962783
2021,3,179962784
2021,4,179962785
2021,4,179962786
2021,4,179962787
2021,4,179962788
2021,3,179962789
2021,3,179962790
2021,3,179962791
2021,4,179962792
2021,3,179962793
2021,4,179962794
2021,4,179962795
2021,1,179962796
2021,1,179962797
2021,1,179962798
2021,1,179962799
2021,3,179962800
2021,4,179962801
2021,3,179962802
2021,4,179962803
2021,3,179962804
2021,4,179962805
2021,3,179962806
2021,3,179962807
2021,3,179962808
2021,4,179962809
2021,3,179962810
2021,4,179962811
2021,4,179962812
2021,3,178828304
2021,3,179962813
2021,4,179962814
2021,4,179962815
2021,4,179962816
2021,1,179962817
2021,4,179962818
2021,4,179962819
2021,3,179962820
2021,4,179962821
2021,3,179962822
2021,4,179962823
2021,3,179962824
2021,4,179962825
2021,4,179962826
2021,4,179962827
2021,4,179962828
2021,4,179962829
2021,4,179962830
2021,4,179962831
2021,4,179962832
2021,4,179962833
2021,4,179962834
2021,4,179962835
2021,4,179962836
2021,1,179962837
2021,1,179962838
2021,1,179962839
2021,4,179962840
2021,4,179962841
2021,4,179962842
2021,4,179962843
2021,4,179962844
2021,4,179962845
2021,3,179962846
2021,4,179962847
2021,4,179962848
2021,3,179962849
2021,3,179962850
2021,4,179962851
2021,4,179962852
2021,4,179962853
2021,3,179962854
2021,4,179962855
2021,4,179962856
2021,4,179962857
2021,4,179962858
2021,4,179962859
2021,4,179962860
2021,1,179962861
2021,4,179962862
2021,4,179962863
2021,3,179962864
2021,3,179962865
2021,4,179962866
2021,3,179962867
2021,4,179962868
2021,3,179962869
2021,3,179962870
2021,4,179962871
2021,4,179962872
2021,4,179962873
2021,4,179962874
2021,4,179962875
2021,4,179962876
2021,4,179962877
2021,3,179962878
2021,4,179962879
2021,4,179962880
2021,4,179962881
2021,4,179962882
2021,4,179962883
2021,1,179962884
2021,3,179962885
2021,4,179962886
2021,4,179962887
2021,4,179962888
2021,4,179962889
2021,4,179962890
2021,4,179962891
2021,4,179962892
2021,3,179962893
2021,4,179962894
2021,4,179962895
2021,4,179962896
2021,4,179535268
2021,4,179962897
2021,4,179962898
2021,4,179962899
2021,4,179962901
2021,1,179962904
2021,4,179962905
2021,4,179962906
2021,4,179962907
2021,4,179962908
2021,3,179962909
2021,4,179962910
2021,4,179962911
2021,3,179962912
2021,4,179962913
2021,4,179962914
2021,4,179962915
2021,4,179962916
2021,4,179962917
2021,4,179962918
2021,4,179962919
2021,4,179962920
2021,4,179962921
2021,4,179962922
2021,3,179962923
2021,4,179962924
2021,4,179962925
2021,4,179962926
2021,4,179962927
2021,4,179962928
2021,4,179962929
2021,4,179962930
2021,1,179962931
2021,4,179962932
2021,4,179962933
2021,4,179962934
2021,4,179962935
2021,4,179962936
2021,4,179962937
2021,4,179962938
2021,4,179962939
2021,4,179962940
2021,4,179962941
2021,4,179962942
2021,4,179962943
2021,3,179962944
2021,4,179962945
2021,3,179962946
2021,4,179962947
2021,4,179962948
2021,3,179962949
2021,4,179962950
2021,3,179962951
2021,4,179962952
2021,3,179962953
2021,4,179962954
2021,4,179962955
2021,4,179962956
2021,4,179962958
2021,4,179962959
2021,4,179962960
2021,4,179962961
2021,4,179962962
2021,3,179962963
2021,1,179962964
2021,4,179962965
2021,4,179535270
2021,1,179962966
2021,1,179962967
2021,4,179962968
2021,4,179962969
2021,3,179962970
2021,3,179962971
2021,4,179962972
2021,4,179962973
2021,4,179962974
2021,4,179962975
2021,4,179962976
2021,4,179962977
2021,3,179962978
2021,4,179962979
2021,4,179962980
2021,4,179962981
2021,4,179962982
2021,4,179962983
2021,4,179962984
2021,3,179962985
2021,4,179962986
2021,4,179962987
2021,4,179962988
2021,4,179962989
2021,4,179962990
2021,4,179962991
2021,4,179962992
2021,4,179962993
2021,4,180090817
2021,4,180090820
2021,4,180090825
2021,4,180090829
2021,4,180090832
2021,4,180090836
2021,4,180090840
2021,4,180090843
2021,4,180090847
2021,4,180090850
2021,4,180090851
2021,4,180090856
2021,4,180090861
2021,4,180090865
2021,4,180090871
2021,4,180090875
2021,4,180090877
2021,4,180090880
2021,3,180090881
2021,3,180090884
2021,4,180090889
2021,4,180090894
2021,4,180090895
2021,4,180090898
2021,4,180090902
2021,4,180090904
2021,4,180090907
2021,3,180090911
2021,4,180090912
2021,4,180090916
2021,4,180090918
2021,3,179962994
2021,4,179962995
2021,4,179962996
2021,4,179962997
2021,4,179962998
2021,4,179962999
2021,4,179963000
2021,3,179963001
2021,4,179963002
2021,4,179963003
2021,4,179963004
2021,4,179963005
2021,4,179963006
2021,4,179963007
2021,4,179963008
2021,4,179963009
2021,4,179963010
2021,1,179963011
2021,3,179963012
2021,3,179963013
2021,4,179963014
2021,4,179963015
2021,4,179963016
2021,4,179963017
2021,3,179963018
2021,1,179963019
2021,4,179963020
2021,4,179963021
2021,4,179963022
2021,4,179963023
2021,4,179963024
2021,4,179963025
2021,4,179963026
2021,4,179963027
2021,4,179963028
2021,3,179963029
2021,4,179963030
2021,4,179963031
2021,4,179963032
2021,4,179963033
2021,4,179963034
2021,4,179963035
2021,4,179963036
2021,4,179963037
2021,3,179963038
2021,4,179963039
2021,4,179963040
2021,4,179963041
2021,4,179963042
2021,4,179963043
2021,4,179963044
2021,4,179963045
2021,4,179963046
2021,4,179963047
2021,4,179963048
2021,4,179963049
2021,1,179963050
2021,4,179963051
2021,4,179963052
2021,4,179963053
2021,4,179963054
2021,4,179963055
2021,3,179963056
2021,3,179963057
2021,4,179963058
2021,3,179963059
2021,4,179963060
2021,3,179963061
2021,3,179963062
2021,4,179963063
2021,4,179963064
2021,4,179963065
2021,4,179963066
2021,4,179963067
2021,4,179963068
2021,4,179963069
2021,4,179963070
2021,4,179963071
2021,4,179963072
2021,4,179963073
2021,4,179963074
2021,4,179963075
2021,4,179963076
2021,4,179963077
2021,4,179963078
2021,4,179963079
2021,4,179963080
2021,3,179963081
2021,3,179963082
2021,3,179963083
2021,4,179963084
2021,4,179963085
2021,4,179963086
2021,4,179963087
2021,4,180791392
2021,4,180791393
2021,4,179963090
2021,4,179963091
2021,3,179963092
2021,4,179963093
2021,4,179963094
2021,4,179963095
2021,4,179963096
2021,3,179963097
2021,4,179963098
2021,4,178362605
2021,4,179963099
2021,4,179963100
2021,4,179963101
2021,4,179963102
2021,4,179963103
2021,3,179963104
2021,4,179963105
2021,4,179963106
2021,4,179963107
2021,4,179963108
2021,4,179963109
2021,4,179963110
2021,4,179963111
2021,3,179963112
2021,3,179963113
2021,4,179963114
2021,4,179963115
2021,4,179963116
2021,4,179963117
2021,4,179963118
2021,4,179963119
2021,4,179963120
2021,4,179963121
2021,4,179963122
2021,4,179963123
2021,4,179963124
2021,4,179963125
2021,4,179963126
2021,4,179963127
2021,4,179963128
2021,4,179963129
2021,4,179963130
2021,4,179963131
2021,4,179963132
2021,4,179963133
2021,4,179963134
2021,4,179963135
2021,4,179963136
2021,4,180791394
2021,1,179963138
2021,4,179963139
2021,4,179963140
2021,4,179963141
2021,4,179963142
2021,4,179963143
2021,4,179963144
2021,4,179963145
2021,3,179963146
2021,4,179963147
2021,4,179963148
2021,4,179963149
2021,4,179963150
2021,4,179963151
2021,4,179963152
2021,4,179963153
2021,3,179963154
2021,3,179963155
2021,3,179963156
2021,3,179963157
2021,4,179963158
2021,4,179963159
2021,4,179963160
2021,4,179963161
2021,4,179963162
2021,4,179963163
2021,4,179963164
2021,4,179963165
2021,4,179963166
2021,3,179963167
2021,4,179963168
2021,4,179963169
2021,4,179963170
2021,4,179963171
2021,4,179963172
2021,4,179963173
2021,4,179963174
2021,4,179963175
2021,4,179963176
2021,4,178362846
2021,3,179963177
2021,4,179963178
2021,4,179963179
2021,4,179963180
2021,4,179963181
2021,4,180791395
2021,4,179963183
2021,4,179963184
2021,3,179963185
2021,4,179963186
2021,4,179963187
2021,4,179963188
2021,4,179963189
2021,4,178362896
2021,4,179963190
2021,4,179963191
2021,4,179963192
2021,4,179963193
2021,4,179963194
2021,4,179963195
2021,4,179963196
2021,3,179963197
2021,3,179963198
2021,4,179963199
2021,4,179963200
2021,3,179963201
2021,4,179963202
2021,4,179963203
2021,4,179963204
2021,4,179963205
2021,1,179963206
2021,4,179963207
2021,4,179963208
2021,4,179963209
2021,4,179963210
2021,4,179963211
2021,4,179963212
2021,4,179963213
2021,4,179963214
2021,4,179963215
2021,3,179963216
2021,3,179963217
2021,3,179963218
2021,4,179963219
2021,4,179963220
2021,3,179963221
2021,3,179963222
2021,4,179963223
2021,4,179963224
2021,3,179963225
2021,4,179963226
2021,4,179963227
2021,4,179963228
2021,4,179963229
2021,4,179963230
2021,4,179963231
2021,3,179963234
2021,4,179963235
2021,4,179963236
2021,4,179963237
2021,4,179963238
2021,4,179963239
2021,4,179963240
2021,4,179963241
2021,4,179963242
2021,4,179963243
2021,4,179963244
2021,4,178828305
2021,4,179963245
2021,4,179963246
2021,4,179963247
2021,4,179963248
2021,4,179963249
2021,3,179963250
2021,4,179963251
2021,4,179963252
2021,3,179963253
2021,4,179963254
2021,4,179963255
2021,4,179963256
2021,4,179963257
2021,3,179963258
2021,4,179963259
2021,4,179963260
2021,4,179963261
2021,4,179963262
2021,4,179963263
2021,4,179963264
2021,4,179963265
2021,4,179963266
2021,4,179963267
2021,4,179963268
2021,4,179963269
2021,4,179963270
2021,4,179963271
2021,4,179963272
2021,4,179963273
2021,4,179963274
2021,3,178363153
2021,3,178363154
2021,4,179963275
2021,4,179963276
2021,4,179963277
2021,4,179963278
2021,4,179963279
2021,4,179963280
2021,4,179963281
2021,4,179963282
2021,4,179963283
2021,4,179963284
2021,4,179963285
2021,4,179963286
2021,4,179963287
2021,4,179963288
2021,3,179963289
2021,4,179963290
2021,1,179963291
2021,4,179963292
2021,1,179963293
2021,4,179963294
2021,4,179963295
2021,4,179963296
2021,4,179963297
2021,4,179963298
2021,4,179963299
2021,4,179963300
2021,4,179963301
2021,4,179963302
2021,4,179963303
2021,4,179963304
2021,4,179963305
2021,4,179963306
2021,4,179963307
2021,4,179963308
2021,4,179963309
2021,4,179963310
2021,4,179963311
2021,4,179963312
2021,4,179963313
2021,4,179963314
2021,4,179963315
2021,4,179963316
2021,4,179963317
2021,4,179963318
2021,3,179963319
2021,3,179963320
2021,3,179963321
2021,4,179963322
2021,4,179963323
2021,4,179963324
2021,4,179963325
2021,4,179963326
2021,4,179963327
2021,4,179963328
2021,4,179963329
2021,4,179963330
2021,4,179963331
2021,4,179963332
2021,4,179963333
2021,4,179963334
2021,4,179963335
2021,4,179963336
2021,3,179963337
2021,3,179963338
2021,3,179963339
2021,3,179963340
2021,4,179963341
2021,4,179963342
2021,4,179963343
2021,4,179963344
2021,3,179963345
2021,3,179963346
2021,4,179963347
2021,4,179963348
2021,4,179963349
2021,4,179963350
2021,4,179963351
2021,4,179963352
2021,4,179963353
2021,4,179963354
2021,3,179963355
2021,3,178363408
2021,3,179963356
2021,1,179963357
2021,1,179963358
2021,4,179963359
2021,4,179963360
2021,4,179963361
2021,3,179963362
2021,3,179963363
2021,4,179963364
2021,4,179963365
2021,1,179963366
2021,4,179963367
2021,4,179963368
2021,4,179963369
2021,4,179963370
2021,4,179963371
2021,4,179963372
2021,4,179963373
2021,4,179963374
2021,4,179963375
2021,4,179963376
2021,4,179963377
2021,4,179963378
2021,4,179963379
2021,4,179963380
2021,4,179963381
2021,4,179963382
2021,4,179963383
2021,4,179963384
2021,4,179963385
2021,4,179963386
2021,1,179963387
2021,1,179963388
2021,1,179963389
2021,1,179963390
2021,1,179963391
2021,4,179963392
2021,1,179963393
2021,1,179963394
2021,4,179963395
2021,4,179963396
2021,4,179963397
2021,4,179963398
2021,4,179963399
2021,4,179963400
2021,4,179963401
2021,3,179963402
2021,4,179963403
2021,4,179963404
2021,4,179963405
2021,4,179963406
2021,1,179963407
2021,4,179963408
2021,3,179963409
2021,4,179963410
2021,4,179963411
2021,4,179963412
2021,4,179963413
2021,4,179963414
2021,4,179963415
2021,4,179963416
2021,4,179963417
2021,3,179963418
2021,4,179963419
2021,4,179963420
2021,4,179963421
2021,4,179963422
2021,4,179963423
2021,4,178363634
2021,4,178363635
2021,4,179963424
2021,4,179963425
2021,4,179963426
2021,4,179963427
2021,4,179963428
2021,4,179963430
2021,4,179963432
2021,4,179963433
2021,4,179963436
2021,4,179963437
2021,4,179963439
2021,4,179963440
2021,4,179963442
2021,4,179963443
2021,4,179963445
2021,4,179963446
2021,1,179963448
2021,4,179963449
2021,3,179963451
2021,4,179963452
2021,4,179963454
2021,3,179963455
2021,4,179963457
2021,4,179963460
2021,4,179963461
2021,4,179963463
2021,4,180090920
2021,4,179963464
2021,4,179963465
2021,4,179963467
2021,4,179963468
2021,4,179963471
2021,4,179963472
2021,4,179963474
2021,4,179963475
2021,4,179963476
2021,4,179963477
2021,4,179963479
2021,4,179963480
2021,4,179963481
2021,3,179963484
2021,4,179963485
2021,4,179963486
2021,4,179963488
2021,4,179963489
2021,4,179963490
2021,4,179963491
2021,3,179963492
2021,4,179963494
2021,4,179963496
2021,4,179963497
2021,4,179963498
2021,4,179963499
2021,4,179963500
2021,4,179963501
2021,4,179963502
2021,4,179963503
2021,4,179963504
2021,4,179963507
2021,4,179963509
2021,4,179963510
2021,4,179963511
2021,4,179963512
2021,4,179963516
2021,4,179963517
2021,4,179963518
2021,4,179963519
2021,3,179963520
2021,4,179963521
2021,1,179963522
2021,4,179963524
2021,4,179963528
2021,4,179963529
2021,4,179963530
2021,4,179963532
2021,4,179963534
2021,4,179963538
2021,4,179963541
2021,4,179963542
2021,4,179963543
2021,4,179963544
2021,4,179963548
2021,4,179963554
2021,4,179963557
2021,4,179963561
2021,4,179963563
2021,4,179963565
2021,4,179963568
2021,4,179963571
2021,4,179963572
2021,4,179963573
2021,4,179963574
2021,3,179963575
2021,4,179963576
2021,3,179963577
2021,4,179963578
2021,4,179963579
2021,4,179963580
2021,4,179963581
2021,4,179963582
2021,4,179963584
2021,4,179963585
2021,3,179963586
2021,3,179963587
2021,4,179963588
2021,4,179963589
2021,4,179963590
2021,4,179963591
2021,1,179963592
2021,4,179963594
2021,4,179963595
2021,1,179963596
2021,3,179963597
2021,4,179963598
2021,4,179963600
2021,4,179963601
2021,4,179963602
2021,4,179963603
2021,4,179963604
2021,4,179963605
2021,4,179963606
2021,4,179963607
2021,4,179963608
2021,4,179963609
2021,4,179963610
2021,4,179963611
2021,4,179963612
2021,4,179963613
2021,4,179963614
2021,4,179963615
2021,4,179963616
2021,4,179963617
2021,4,179963618
2021,1,179963619
2021,4,179963620
2021,4,179963621
2021,4,179963622
2021,4,179963623
2021,3,179963624
2021,4,179963625
2021,4,179963626
2021,4,179963627
2021,4,179963628
2021,4,179963629
2021,4,179963630
2021,4,179963631
2021,4,179963632
2021,4,179963633
2021,4,179963634
2021,4,179963635
2021,4,179963636
2021,4,179963637
2021,4,179963638
2021,4,179963639
2021,3,179963640
2021,2,179963641
2021,4,179963642
2021,4,179963643
2021,4,179963644
2021,4,179963645
2021,4,178364243
2021,3,179963646
2021,3,179963647
2021,3,179963648
2021,4,179963649
2021,4,179963650
2021,4,179963651
2021,4,179963652
2021,4,179963653
2021,3,179963654
2021,3,179963655
2021,4,179963656
2021,4,179963657
2021,4,179963658
2021,4,179963659
2021,4,178828306
2021,4,179963660
2021,4,179963661
2021,4,179963662
2021,4,179963663
2021,4,179963664
2021,4,179963665
2021,4,179963666
2021,4,179963667
2021,4,178364316
2021,4,179963668
2021,3,179963669
2021,4,179963670
2021,4,179963671
2021,4,179963672
2021,4,179963673
2021,3,179963674
2021,4,179963675
2021,4,179963676
2021,3,179963677
2021,4,179963678
2021,4,179963679
2021,4,179963680
2021,1,179963681
2021,3,179963681
2021,4,179963682
2021,4,179963683
2021,4,179963684
2021,4,179963685
2021,4,179963686
2021,3,178364387
2021,3,179963687
2021,4,179963688
2021,4,179963689
2021,4,179963690
2021,4,179963691
2021,4,179963692
2021,4,179963693
2021,4,179963694
2021,3,179963695
2021,4,179963696
2021,4,179963697
2021,4,179963698
2021,4,179963699
2021,4,179963700
2021,4,179963701
2021,4,179963702
2021,4,179963703
2021,4,179963704
2021,4,179963705
2021,4,179963706
2021,4,179963707
2021,4,179963708
2021,4,179963709
2021,4,179963710
2021,4,179963711
2021,3,179963712
2021,3,179963713
2021,3,179963714
2021,3,179963715
2021,3,179963716
2021,4,179963717
2021,4,179963718
2021,4,179963719
2021,4,179963720
2021,4,179963721
2021,4,179963722
2021,4,179963723
2021,4,179963724
2021,4,179963725
2021,4,179963726
2021,4,179963727
2021,4,179963728
2021,4,179963729
2021,4,179963730
2021,4,179963731
2021,4,179963732
2021,4,179963733
2021,3,179963734
2021,4,179963735
2021,4,179963736
2021,4,179963737
2021,4,179963738
2021,4,179963739
2021,4,179963740
2021,4,179963741
2021,3,179963742
2021,4,179963743
2021,4,179963744
2021,3,179963745
2021,4,179963746
2021,4,179963747
