data_year,weapon_id,offense_id,nibrs_weapon_id
2021,39,179962383,
2021,41,179962391,
2021,41,179962397,
2021,42,179962423,
2021,42,179962459,
2021,41,179962510,
2021,21,179962516,
2021,39,179962570,
2021,41,179962670,
2021,41,179962704,
2021,41,179962729,
2021,41,179962761,
2021,38,179962763,
2021,42,179962767,
2021,42,179962771,
2021,42,179962774,
2021,31,179962777,
2021,42,179962778,
2021,41,179962779,
2021,38,179962780,
2021,42,179962781,
2021,41,179962782,
2021,42,179962783,
2021,42,179962785,
2021,41,179962787,
2021,39,179962788,
2021,39,179962792,
2021,42,179962794,
2021,41,179962795,
2021,42,179962796,
2021,41,179962797,
2021,41,179962798,
2021,41,179962799,
2021,38,179962803,
2021,42,179962805,
2021,41,179962806,
2021,41,179962811,
2021,41,178828304,
2021,41,179962813,
2021,3,179962814,
2021,41,179962817,
2021,42,179962819,
2021,42,179962826,
2021,42,179962829,
2021,42,179962830,
2021,42,179962832,
2021,41,179962833,
2021,41,179962835,
2021,42,179962837,
2021,42,179962838,
2021,42,179962839,
2021,41,179962842,
2021,41,179962844,
2021,39,179962845,
2021,41,179962847,
2021,41,179962848,
2021,41,179962853,
2021,41,179962856,
2021,41,179962861,
2021,3,179962869,
2021,41,179962871,
2021,41,179962872,
2021,39,179962875,
2021,42,179962880,
2021,42,179962882,
2021,42,179962883,
2021,41,179962888,
2021,41,179962889,
2021,41,179962892,
2021,41,179962894,
2021,42,179962895,
2021,42,179535268,
2021,42,179962898,
2021,41,179962904,
2021,3,179962906,
2021,41,179962911,
2021,41,179962916,
2021,41,179962917,
2021,42,179962920,
2021,32,179962921,
2021,42,179962930,
2021,3,179962931,
2021,3,179962932,
2021,41,179962938,
2021,41,179962941,
2021,41,179962942,
2021,41,179962948,
2021,21,179962958,
2021,41,179962958,
2021,41,179962961,
2021,41,179962963,
2021,41,179962965,
2021,42,179535270,
2021,42,179962966,
2021,42,179962967,
2021,41,179962972,
2021,41,179962979,
2021,42,179962984,
2021,42,179962986,
2021,41,179962992,
2021,42,179962993,
2021,42,180090817,
2021,41,180090825,
2021,42,180090843,
2021,42,180090847,
2021,1,180090856,
2021,41,180090861,
2021,42,180090871,
2021,41,180090877,
2021,41,180090881,
2021,42,180090902,
2021,41,180090904,
2021,41,179962994,
2021,38,179962994,
2021,41,179963000,
2021,3,179963001,
2021,41,179963011,
2021,1,179963019,
2021,42,179963020,
2021,42,179963025,
2021,41,179963026,
2021,42,179963027,
2021,38,179963029,
2021,42,179963031,
2021,42,179963032,
2021,41,179963038,
2021,42,179963043,
2021,42,179963047,
2021,39,179963048,
2021,41,179963050,
2021,42,179963051,
2021,42,179963052,
2021,42,179963055,
2021,39,179963069,
2021,41,179963070,
2021,42,179963072,
2021,42,179963073,
2021,42,179963074,
2021,42,179963076,
2021,42,179963086,
2021,42,179963087,
2021,41,179963090,
2021,41,179963091,
2021,41,179963093,
2021,41,179963094,
2021,41,179963095,
2021,41,179963097,
2021,42,179963098,
2021,42,179963099,
2021,42,179963100,
2021,42,179963101,
2021,42,179963103,
2021,41,179963107,
2021,41,179963108,
2021,42,179963110,
2021,41,179963111,
2021,41,179963112,
2021,38,179963114,
2021,41,179963116,
2021,42,179963117,
2021,42,179963118,
2021,42,179963127,
2021,21,179963134,
2021,41,179963136,
2021,39,179963140,
2021,39,179963141,
2021,42,179963143,
2021,42,179963145,
2021,41,179963153,
2021,42,179963158,
2021,41,179963159,
2021,42,179963160,
2021,3,179963163,
2021,41,179963169,
2021,42,179963170,
2021,42,179963171,
2021,41,179963173,
2021,41,179963174,
2021,41,179963175,
2021,41,179963183,
2021,38,179963188,
2021,42,179963189,
2021,42,178362896,
2021,41,179963193,
2021,41,179963196,
2021,39,179963202,
2021,21,179963205,
2021,41,179963206,
2021,42,179963207,
2021,42,179963210,
2021,42,179963211,
2021,42,179963212,
2021,41,179963215,
2021,21,179963219,
2021,21,179963220,
2021,42,179963223,
2021,41,179963224,
2021,39,179963228,
2021,41,179963229,
2021,42,179963230,
2021,41,179963237,
2021,39,179963238,
2021,39,179963239,
2021,42,178828305,
2021,41,179963246,
2021,41,179963248,
2021,42,179963249,
2021,3,179963252,
2021,41,179963255,
2021,41,179963256,
2021,41,179963258,
2021,41,179963259,
2021,41,179963261,
2021,1,179963264,
2021,41,179963270,
2021,41,179963271,
2021,41,179963272,
2021,3,179963274,
2021,41,179963275,
2021,41,179963277,
2021,39,179963283,
2021,42,179963284,
2021,42,179963285,
2021,41,179963286,
2021,41,179963287,
2021,41,179963288,
2021,42,179963291,
2021,42,179963293,
2021,41,179963302,
2021,41,179963303,
2021,41,179963309,
2021,41,179963318,
2021,41,179963322,
2021,42,179963323,
2021,42,179963326,
2021,31,179963327,
2021,41,179963328,
2021,41,179963329,
2021,42,179963341,
2021,42,179963343,
2021,42,179963345,
2021,42,179963346,
2021,42,179963350,
2021,21,178363408,
2021,42,179963364,
2021,42,179963365,
2021,41,179963366,
2021,42,179963367,
2021,41,179963368,
2021,42,179963374,
2021,42,179963381,
2021,42,179963383,
2021,5,179963387,
2021,41,179963388,
2021,41,179963391,
2021,41,179963392,
2021,41,179963393,
2021,41,179963396,
2021,42,179963400,
2021,41,179963402,
2021,41,179963406,
2021,41,179963407,
2021,41,179963408,
2021,42,179963415,
2021,42,179963423,
2021,41,179963424,
2021,42,179963427,
2021,21,179963432,
2021,39,179963439,
2021,42,179963443,
2021,21,179963448,
2021,41,179963454,
2021,31,179963460,
2021,41,179963460,
2021,21,179963461,
2021,41,179963464,
2021,21,179963467,
2021,39,179963468,
2021,21,179963476,
2021,41,179963480,
2021,41,179963481,
2021,39,179963488,
2021,42,179963489,
2021,41,179963494,
2021,3,179963499,
2021,3,179963500,
2021,38,179963500,
2021,42,179963501,
2021,41,179963502,
2021,42,179963512,
2021,38,179963516,
2021,41,179963518,
2021,41,179963520,
2021,42,179963521,
2021,41,179963522,
2021,42,179963524,
2021,41,179963530,
2021,39,179963532,
2021,41,179963534,
2021,42,179963544,
2021,41,179963554,
2021,41,179963557,
2021,39,179963568,
2021,42,179963573,
2021,41,179963579,
2021,41,179963592,
2021,41,179963594,
2021,41,179963596,
2021,41,179963598,
2021,42,179963600,
2021,42,179963601,
2021,41,179963610,
2021,42,179963611,
2021,42,179963613,
2021,42,179963615,
2021,42,179963619,
2021,41,179963620,
2021,42,179963621,
2021,41,179963626,
2021,41,179963627,
2021,41,179963628,
2021,41,179963629,
2021,42,179963633,
2021,42,179963634,
2021,41,179963635,
2021,42,179963643,
2021,41,179963644,
2021,42,178364243,
2021,42,179963648,
2021,3,179963654,
2021,41,179963658,
2021,42,178828306,
2021,42,179963660,
2021,41,179963663,
2021,41,179963664,
2021,3,179963666,
2021,3,179963668,
2021,42,179963670,
2021,41,179963672,
2021,41,179963675,
2021,41,179963678,
2021,41,179963681,
2021,42,179963686,
2021,3,179963690,
2021,41,179963691,
2021,42,179963693,
2021,38,179963694,
2021,38,179963698,
2021,41,179963699,
2021,42,179963700,
2021,42,179963706,
2021,42,179963709,
2021,41,179963710,
2021,41,179963712,
2021,41,179963714,
2021,41,179963715,
2021,41,179963723,
2021,41,179963724,
2021,42,179963725,
2021,41,179963726,
2021,21,179963727,
2021,42,179963728,
2021,42,179963729,
2021,41,179963743,
2021,42,179963747,
2021,41,179963748,
2021,42,179963760,
2021,41,179963762,
2021,41,179963767,
2021,41,179963770,
2021,42,179963772,
2021,21,178364661,
2021,38,179963775,
2021,21,179963776,
2021,21,179963777,
2021,41,179963778,
2021,3,179963780,
2021,41,179963784,
2021,39,179963787,
2021,41,179963788,
2021,41,179963793,
2021,41,179963795,
2021,41,179963796,
2021,39,179963798,
2021,41,179963801,
2021,41,179963802,
2021,41,179963804,
2021,39,179963806,
2021,41,179963807,
2021,42,179963814,
2021,41,179963818,
2021,3,179963822,
2021,41,179963824,
2021,41,179963833,
2021,42,179963842,
2021,41,179963844,
2021,41,179963845,
2021,41,179963856,
2021,41,179963866,
2021,42,179963867,
2021,41,179963868,
2021,41,179963870,
2021,41,179963872,
2021,41,179963873,
2021,41,179963874,
2021,41,179963875,
2021,39,179963876,
2021,41,179963877,
2021,41,179963878,
2021,41,179963882,
2021,41,179963883,
2021,41,179963885,
2021,41,179963887,
2021,41,179963891,
2021,41,179963895,
2021,41,179963896,
2021,41,179963898,
2021,41,179963900,
2021,38,179963904,
2021,41,179963906,
2021,41,179963907,
2021,41,179963910,
2021,42,179963911,
2021,38,179963914,
2021,42,179963915,
2021,41,179963916,
2021,42,179963921,
2021,41,179963922,
2021,41,179963927,
2021,41,179963928,
2021,42,179963932,
2021,21,179963935,
2021,41,179963936,
2021,42,179963937,
2021,41,179963944,
2021,39,179963945,
2021,41,179963953,
2021,41,179963954,
2021,42,179963956,
2021,42,180791327,
2021,21,179963963,
2021,21,178828308,
2021,31,178828308,
2021,3,179963965,
2021,7,179963965,
2021,21,179963972,
2021,21,179963975,
2021,41,179963979,
2021,42,179963984,
2021,1,179963985,
2021,39,179963986,
2021,41,179963987,
2021,41,179963990,
2021,42,179963991,
2021,42,179963992,
2021,42,179963993,
2021,41,179963994,
2021,42,179963996,
2021,9,179964000,
2021,3,179964002,
2021,42,179964003,
2021,31,179964005,
2021,41,179964006,
2021,41,179964007,
2021,41,179964008,
2021,41,179964019,
2021,41,179964021,
2021,41,179964025,
2021,41,179964038,
2021,42,179964039,
2021,41,179964041,
2021,41,179964042,
2021,41,179964044,
2021,41,179964046,
2021,42,179964052,
2021,41,179964053,
2021,41,179964055,
2021,41,179964056,
2021,41,179964057,
2021,41,180791398,
2021,42,180791399,
2021,42,179964068,
2021,41,179964069,
2021,41,179964070,
2021,38,179964071,
2021,41,179964076,
2021,21,179964077,
2021,42,179964084,
2021,42,179964088,
2021,38,179964091,
2021,38,179964092,
2021,41,179964093,
2021,41,179964094,
2021,41,179964095,
2021,41,179964096,
2021,42,179964103,
2021,42,179964104,
2021,41,179964106,
2021,41,179964109,
2021,41,179964110,
2021,41,179964111,
2021,42,179964112,
2021,21,178365882,
2021,31,178365882,
2021,41,179964117,
2021,42,179964118,
2021,41,179964122,
2021,41,179964130,
2021,42,179964131,
2021,38,179964133,
2021,42,179964136,
2021,38,178365970,
2021,41,179964137,
2021,38,179964140,
2021,41,179964145,
2021,42,179964147,
2021,41,179964148,
2021,41,179964149,
2021,41,179964150,
2021,41,179964151,
2021,41,179964152,
2021,41,178366035,
2021,38,178366035,
2021,41,179964154,
2021,41,179964155,
2021,41,179964159,
2021,42,179964163,
2021,41,178366086,
2021,41,179964171,
2021,42,179964174,
2021,42,179964177,
2021,42,179964180,
2021,42,179964183,
2021,42,179964186,
2021,41,179964188,
2021,41,179964189,
2021,42,179964190,
2021,38,179964192,
2021,41,179964202,
2021,41,179964204,
2021,42,179964210,
2021,41,179964214,
2021,38,178366253,
2021,41,179964219,
2021,21,178366266,
2021,41,179964227,
2021,21,179964232,
2021,42,179964233,
2021,42,179964235,
2021,42,179964237,
2021,41,178828313,
2021,42,179964242,
2021,42,180791328,
2021,42,180791329,
2021,41,179964252,
2021,41,179964259,
2021,21,179964264,
2021,41,179964275,
2021,42,179964286,
2021,42,179964288,
2021,3,179964291,
2021,42,179964294,
2021,39,179964302,
2021,21,179964314,
2021,41,179964318,
2021,41,179964327,
2021,42,179964337,
2021,41,179964341,
2021,42,179964350,
2021,38,179964372,
2021,42,179964384,
2021,42,179964387,
2021,42,179964393,
2021,41,178479664,
2021,41,179964417,
2021,41,179964420,
2021,41,179964422,
2021,42,179964425,
2021,41,179964428,
2021,42,179964438,
2021,42,179964447,
2021,42,179964449,
2021,41,179964452,
2021,41,179964457,
2021,21,178479696,
2021,41,178479696,
2021,42,179964463,
2021,42,179964469,
2021,39,179964473,
2021,41,179964476,
2021,41,179964477,
2021,21,179964480,
2021,42,179964489,
2021,42,179964492,
2021,41,179964498,
2021,42,179964500,
2021,42,179964502,
2021,41,179964503,
2021,21,179535271,
2021,42,179964511,
2021,42,179964516,
2021,42,179964517,
2021,42,179964519,
2021,41,179964520,
2021,41,179964523,
2021,37,179964523,
2021,42,179964524,
2021,41,179964525,
2021,41,179964528,
2021,1,179964531,
2021,41,179964533,
2021,41,179964534,
2021,42,179964536,
2021,42,178479769,
2021,41,179964537,
2021,41,179964538,
2021,41,179964541,
2021,41,179964542,
2021,42,179964543,
2021,41,179964547,
2021,39,179964548,
2021,42,179964553,
2021,39,179964560,
2021,42,179964561,
2021,42,179964562,
2021,41,179964565,
2021,42,178479823,
2021,41,179964571,
2021,42,178479842,
2021,41,179964576,
2021,41,179964577,
2021,21,179964580,
2021,42,179964581,
2021,39,179964587,
2021,42,179964591,
2021,38,178479869,
2021,42,179964595,
2021,42,179964596,
2021,42,179964597,
2021,41,179964598,
2021,41,179964607,
2021,42,179964608,
2021,41,179964617,
2021,38,179964621,
2021,21,178479915,
2021,41,179964623,
2021,41,179964625,
2021,42,179964627,
2021,42,179964630,
2021,42,179964631,
2021,41,179964633,
2021,42,179964634,
2021,42,179964639,
2021,41,179964640,
2021,42,179964647,
2021,42,179964648,
2021,41,178479971,
2021,41,178479973,
2021,38,179964652,
2021,42,179964656,
2021,42,179964660,
2021,42,179964662,
2021,41,178479989,
2021,42,178479993,
2021,41,179964666,
2021,41,178828315,
2021,41,179964671,
2021,3,179964673,
2021,42,179964681,
2021,41,179964682,
2021,41,178480023,
2021,41,179964685,
2021,42,178480029,
2021,41,178480031,
2021,38,178480031,
2021,41,178480034,
2021,41,179964694,
2021,42,179964695,
2021,42,180791408,
2021,21,179964698,
2021,38,179964698,
2021,5,179964699,
2021,42,179964702,
2021,42,179964703,
2021,41,179964705,
2021,41,179964706,
2021,41,178480052,
2021,41,179964708,
2021,41,178480055,
2021,41,179964710,
2021,41,178480058,
2021,41,178480059,
2021,42,178480061,
2021,41,179964713,
2021,41,179964722,
2021,41,179964724,
2021,38,179964724,
2021,42,178480074,
2021,41,179535275,
2021,38,179535275,
2021,42,178480081,
2021,42,178480086,
2021,41,179964734,
2021,42,178480093,
2021,41,179964737,
2021,41,180791409,
2021,41,179964739,
2021,42,178480100,
2021,21,179535277,
2021,41,179535277,
2021,42,179964742,
2021,42,178828321,
2021,42,178480102,
2021,5,179964745,
2021,21,178480108,
2021,41,179964749,
2021,42,178480120,
2021,42,178828322,
2021,42,178480123,
2021,1,178828325,
2021,41,178480126,
2021,41,178480127,
2021,42,178480128,
2021,42,178480129,
2021,42,178480130,
2021,41,178480136,
2021,41,178480137,
2021,41,178480141,
2021,5,178480142,
2021,41,178480144,
2021,42,178480148,
2021,41,178480151,
2021,42,178480153,
2021,42,178480154,
2021,41,178480158,
2021,41,178480162,
2021,41,178480163,
2021,41,178480164,
2021,3,178480168,
2021,38,180791411,
2021,41,178480174,
2021,42,178480176,
2021,42,178480180,
2021,21,178480186,
2021,39,178480188,
2021,41,178480189,
2021,41,178480190,
2021,38,180791412,
2021,42,178480196,
2021,42,178480197,
2021,41,178480202,
2021,41,178480203,
2021,42,178480204,
2021,41,178480207,
2021,41,178480211,
2021,41,180791330,
2021,41,178480215,
2021,21,178480219,
2021,41,178480220,
2021,31,178480223,
2021,5,178480224,
2021,3,178480227,
2021,42,178480229,
2021,42,178480235,
2021,41,178480236,
2021,41,178480241,
2021,42,178480244,
2021,41,178480245,
2021,41,178480247,
2021,21,178480261,
2021,41,178480268,
2021,41,178480273,
2021,42,180090930,
2021,42,178480489,
2021,21,180090949,
2021,42,180090952,
2021,21,180090962,
2021,3,180090986,
2021,42,180090995,
2021,41,180091023,
2021,41,180091029,
2021,42,180091042,
2021,41,180091052,
2021,42,180091062,
2021,42,180091108,
2021,37,180091127,
2021,41,180091138,
2021,42,180091204,
2021,42,180091215,
2021,41,180091239,
2021,41,180091241,
2021,42,180091290,
2021,42,180091330,
2021,42,178480589,
2021,41,178480599,
2021,42,180091368,
2021,41,179535372,
2021,41,180091418,
2021,42,179535374,
2021,41,180091437,
2021,41,180091452,
2021,42,180091502,
2021,5,180092637,
2021,7,180092637,
2021,41,180092643,
2021,42,180092653,
2021,42,180092701,
2021,42,180092708,
2021,41,180092716,
2021,38,180092718,
2021,41,180092789,
2021,42,180092857,
2021,41,180092869,
2021,3,180092883,
2021,41,180092887,
2021,3,180092900,
2021,41,180092919,
2021,39,180092930,
2021,5,180092953,
2021,3,180092981,
2021,41,180092983,
2021,3,180092987,
2021,41,180092988,
2021,41,180092989,
2021,7,180092991,
2021,38,180092999,
2021,41,180093002,
2021,32,180093005,
2021,3,180093007,
2021,39,180093041,
2021,41,180093046,
2021,41,180093061,
2021,41,180093064,
2021,41,180093067,
2021,41,180093070,
2021,21,180093071,
2021,31,180093076,
2021,41,180093078,
2021,41,180093079,
2021,41,180093085,
2021,32,180093108,
2021,39,180093121,
2021,39,180093132,
2021,5,180093140,
2021,3,180093150,
2021,5,180093162,
2021,39,179964791,
2021,3,180093174,
2021,5,178481154,
2021,5,178481155,
2021,5,178481156,
2021,3,178481158,
2021,5,178481159,
2021,42,178481171,
2021,5,178481172,
2021,41,179964836,
2021,41,179964837,
2021,41,179964839,
2021,31,179964842,
2021,41,179964843,
2021,41,179964844,
2021,38,179964852,
2021,41,179964853,
2021,41,179964854,
2021,41,179964855,
2021,41,179964858,
2021,41,179964860,
2021,41,179964868,
2021,41,179964872,
2021,41,179964873,
2021,41,179964875,
2021,41,179964876,
2021,41,179964877,
2021,41,179964880,
2021,3,179964882,
2021,41,179964886,
2021,41,179964887,
2021,41,179964901,
2021,41,179964903,
2021,41,179964907,
2021,41,179964908,
2021,41,179964909,
2021,41,179964916,
2021,41,179964917,
2021,41,179964925,
2021,41,179964931,
2021,41,179964934,
2021,41,179964935,
2021,41,179964946,
2021,31,179964950,
2021,41,179964950,
2021,3,179964954,
2021,41,179964959,
2021,41,179964970,
2021,41,179964981,
2021,41,179964984,
2021,41,179964995,
2021,41,179965000,
2021,21,179965008,
2021,41,179965023,
2021,41,179965028,
2021,41,179965036,
2021,41,179965039,
2021,41,179965042,
2021,41,179965049,
2021,41,179965052,
2021,41,179965053,
2021,41,179965058,
2021,3,179965061,
2021,41,179965068,
2021,38,179965070,
2021,41,179965071,
2021,41,179965075,
2021,41,179965076,
2021,41,179965078,
2021,38,179965094,
2021,41,179965095,
2021,41,179965099,
2021,41,179965100,
2021,21,179965102,
2021,41,179965110,
2021,41,179965111,
2021,41,179965116,
2021,21,179965124,
2021,41,179965124,
2021,41,179965125,
2021,41,179965129,
2021,41,179965130,
2021,41,179965131,
2021,42,179965141,
2021,41,179965150,
2021,31,179965152,
2021,41,179965152,
2021,41,179965153,
2021,41,179965156,
2021,41,179965160,
2021,41,179965167,
2021,41,179965169,
2021,41,179965175,
2021,41,179965181,
2021,41,178784381,
2021,3,179965183,
2021,41,179965183,
2021,41,179965186,
2021,41,179965214,
2021,21,179965218,
2021,41,179965220,
2021,41,179965227,
2021,41,179965236,
2021,41,179965241,
2021,3,178784435,
2021,3,178784436,
2021,41,179965247,
2021,41,179965258,
2021,3,179965265,
2021,38,179965273,
2021,41,179965274,
2021,41,179965275,
2021,21,179965278,
2021,41,179965279,
2021,42,179965280,
2021,42,179965284,
2021,41,179965286,
2021,41,179965287,
2021,41,179965290,
2021,41,179965291,
2021,41,179965292,
2021,41,179965297,
2021,41,179965305,
2021,38,179965309,
2021,41,179965313,
2021,41,179965316,
2021,41,179965342,
2021,41,179965360,
2021,21,179965365,
2021,41,179965372,
2021,41,179965375,
2021,41,179965378,
2021,41,179965380,
2021,41,179965381,
2021,31,179965395,
2021,41,179965395,
2021,41,179965396,
2021,3,179965398,
2021,3,179965400,
2021,41,179965401,
2021,41,179965402,
2021,42,179965410,
2021,41,178784635,
2021,41,179965412,
2021,38,179965414,
2021,41,179965424,
2021,3,179965441,
2021,41,179965451,
2021,41,179965460,
2021,41,179965461,
2021,41,179965464,
2021,21,179965466,
2021,41,179965469,
2021,41,179965471,
2021,41,179965473,
2021,37,179965473,
2021,41,179965479,
2021,41,179965485,
2021,41,179965487,
2021,41,179965491,
2021,41,179965499,
2021,41,179965501,
2021,41,179965503,
2021,42,179965505,
2021,41,179965506,
2021,42,179965510,
2021,41,179965515,
2021,31,179965518,
2021,32,179965518,
2021,41,179965520,
2021,37,179965522,
2021,41,179965523,
2021,41,179965527,
2021,1,179965528,
2021,41,179965543,
2021,41,179965544,
2021,41,179965546,
2021,41,179965553,
2021,41,179965556,
2021,41,179965559,
2021,38,179965572,
2021,41,179965573,
2021,3,179965603,
2021,41,179965614,
2021,41,179965618,
2021,41,179965620,
2021,41,179965625,
2021,41,179965626,
2021,41,179965642,
2021,41,179965648,
2021,3,179965659,
2021,41,179965664,
2021,42,179965667,
2021,4,179965668,
2021,41,179965668,
2021,38,179965671,
2021,41,179965672,
2021,21,179965673,
2021,3,179965676,
2021,39,179965676,
2021,21,179965677,
2021,41,179965678,
2021,41,179965679,
2021,41,179965683,
2021,41,179965686,
2021,41,179965689,
2021,41,179965690,
2021,3,179965698,
2021,3,179965699,
2021,41,179965701,
2021,41,179965708,
2021,41,179965713,
2021,41,179965714,
2021,3,179965715,
2021,41,179965719,
2021,21,179965722,
2021,31,179965722,
2021,41,179965723,
2021,41,179965724,
2021,38,179965724,
2021,31,179965729,
2021,31,179965739,
2021,41,179965742,
2021,41,179965745,
2021,41,179965752,
2021,41,179965759,
2021,41,179965760,
2021,1,179965762,
2021,41,179965764,
2021,41,179965766,
2021,41,179965768,
2021,41,179965771,
2021,41,179965772,
2021,41,179965773,
2021,41,179965774,
2021,3,179965775,
2021,41,179965777,
2021,41,179965778,
2021,41,179965779,
2021,41,179965784,
2021,41,179965785,
2021,41,179965786,
2021,41,179965787,
2021,41,179965788,
2021,41,179965789,
2021,41,179965790,
2021,41,179965791,
2021,42,179965792,
2021,41,179965798,
2021,41,179965800,
2021,41,179965803,
2021,41,179965804,
2021,41,179965806,
2021,41,179965808,
2021,41,179965811,
2021,41,179965813,
2021,41,179965816,
2021,3,179965817,
2021,41,179965820,
2021,41,179965822,
2021,41,179965825,
2021,41,179965826,
2021,41,179965827,
2021,41,179965833,
2021,41,179965844,
2021,41,179965846,
2021,41,179965849,
2021,41,179965852,
2021,37,179965852,
2021,38,179965852,
2021,41,179965853,
2021,41,179965854,
2021,41,179965859,
2021,41,179965868,
2021,21,179965870,
2021,41,179965871,
2021,41,179965874,
2021,41,179965875,
2021,38,179965875,
2021,41,179965879,
2021,41,179965881,
2021,41,179965883,
2021,21,179965886,
2021,21,179965888,
2021,41,179965891,
2021,41,179965892,
2021,41,179965893,
2021,38,179965897,
2021,41,179965898,
2021,3,179965899,
2021,42,179965900,
2021,41,179965902,
2021,41,179965911,
2021,41,179965917,
2021,41,179965929,
2021,41,179965932,
2021,41,179965939,
2021,41,179965941,
2021,41,179965958,
2021,41,179965962,
2021,41,179965967,
2021,41,179965973,
2021,41,179965982,
2021,41,179965987,
2021,41,179965992,
2021,41,179965994,
2021,41,179966003,
2021,41,179966006,
2021,41,179966008,
2021,3,179966012,
2021,41,179966019,
2021,41,179966024,
2021,38,179966039,
2021,37,179966052,
2021,41,179966053,
2021,41,179966065,
2021,32,179966074,
2021,41,179966116,
2021,41,179966119,
2021,41,179966122,
2021,41,179966126,
2021,4,179966134,
2021,41,179966142,
2021,41,179966143,
2021,21,179966153,
2021,41,179966153,
2021,41,179966159,
2021,41,179966170,
2021,41,179966175,
2021,41,179966177,
2021,41,179966179,
2021,41,179966185,
2021,41,179966196,
2021,41,179966198,
2021,3,179966202,
2021,41,179966203,
2021,41,179966206,
2021,41,179966214,
2021,41,179966223,
2021,41,179966239,
2021,41,179966259,
2021,41,179966261,
2021,37,179966261,
2021,41,179966262,
2021,41,179966286,
2021,42,179966292,
2021,41,179966293,
2021,41,179966298,
2021,41,179966304,
2021,41,179966306,
2021,41,179966314,
2021,41,179966315,
2021,42,179966316,
2021,41,179966322,
2021,41,179966326,
2021,41,179966332,
2021,41,179966339,
2021,38,179966346,
2021,41,179966347,
2021,32,179966368,
2021,42,179966373,
2021,41,179966375,
2021,42,179966379,
2021,41,179966381,
2021,41,179966383,
2021,7,179966384,
2021,41,179966390,
2021,41,179966394,
2021,41,179966405,
2021,41,179966406,
2021,32,179966412,
2021,3,179966425,
2021,3,179966427,
2021,41,179966432,
2021,3,179966434,
2021,3,179966442,
2021,41,179966461,
2021,41,179966465,
2021,41,179966472,
2021,41,179966478,
2021,41,179966481,
2021,41,179966482,
2021,41,179966494,
2021,41,179966495,
2021,41,179966501,
2021,41,179966508,
2021,38,179966513,
2021,41,179966514,
2021,38,179966520,
2021,41,179966525,
2021,41,179966526,
2021,38,179966531,
2021,41,179966532,
2021,41,179966538,
2021,3,179966539,
2021,41,179966544,
2021,41,179966546,
2021,41,179966548,
2021,41,179966560,
2021,41,179966564,
2021,41,179966577,
2021,41,179966578,
2021,3,179966586,
2021,21,179966588,
2021,41,179966592,
2021,41,179966595,
2021,38,179966600,
2021,41,179966601,
2021,41,179966602,
2021,42,179966611,
2021,42,179966619,
2021,41,179966628,
2021,41,179966634,
2021,38,179966643,
2021,21,179966645,
2021,42,179966652,
2021,41,179966654,
2021,31,179966658,
2021,38,179966661,
