data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,165661199,170501968,18,
2021,165661200,170501969,9,
2021,165661205,170501975,24,
2021,165661205,170501976,24,
2021,165661205,170501977,14,
2021,165661206,170501975,24,
2021,165661206,170501976,24,
2021,165661206,170501977,14,
2021,165661210,170501980,17,
2021,165661211,170501981,1,
2021,165661212,170501982,24,
2021,165661212,170501983,24,
2021,165661212,170501984,24,
2021,165661212,170501985,24,
2021,165661214,170501987,18,
2021,165661219,170501991,26,
2021,165661220,170501992,26,
2021,165661221,170501993,27,
2021,165661228,170502000,24,
2021,164548579,169404310,24,
2021,164548580,169404310,24,
2021,165661231,170502003,24,
2021,165661232,170502004,21,
2021,165661233,170502005,9,
2021,165661235,170502007,21,
2021,165661239,170502012,27,
2021,165661243,170502016,16,
2021,165661244,170502017,18,
2021,165661246,170502019,19,
2021,165661247,170502020,3,
2021,165661248,170502021,3,
2021,165661249,170502022,3,
2021,165249367,170092219,25,
2021,165249367,170092220,9,
2021,165249368,170092219,9,
2021,165249368,170092220,9,
2021,164548583,169404313,14,
2021,164548583,169404314,14,
2021,164548584,169404313,14,
2021,164548584,169404314,14,
2021,165661254,170502028,3,
2021,165661255,170502029,18,
2021,165661259,170502033,3,
2021,165661260,170502034,1,
2021,165661261,170502035,24,
2021,165661262,170502036,3,
2021,165661267,170502041,16,
2021,165661268,170502041,16,
2021,165661269,170502042,9,
2021,165661270,170502043,11,
2021,165661274,170502047,3,
2021,165661275,170502048,1,
2021,165661276,170502048,1,
2021,165661280,170502052,21,
2021,165661305,170502074,9,
2021,165661337,170502107,9,
2021,165661367,170502142,9,
2021,165661378,170502157,18,
2021,165661384,170502164,1,
2021,165661390,170502170,15,
2021,165661408,170502189,9,
2021,165661439,170502221,3,
2021,166480165,171316449,24,
2021,166480165,171316450,18,
2021,166480165,171316451,18,
2021,165661509,170502291,18,
2021,165661533,170502316,21,
2021,165661564,170502352,19,
2021,165661586,170502375,22,
2021,165661614,170502404,9,
2021,165661617,170502407,19,
2021,165661619,170502409,1,
2021,165661621,170502411,19,
2021,165661623,170502413,19,
2021,165661625,170502415,15,
2021,165661626,170502416,11,
2021,165661628,170502418,21,
2021,165661629,170502419,21,
2021,165661632,170502422,3,
2021,165661633,170502423,19,
2021,165661634,170502424,27,
2021,165661635,170502425,16,
2021,165661637,170502427,3,
2021,165661638,170502428,27,
2021,165661640,170502430,3,
2021,165661642,170502432,15,
2021,165661645,170502435,3,
2021,165661647,170502437,15,
2021,165661649,170502439,15,
2021,165661650,170502440,15,
2021,165661651,170502441,24,
2021,165661652,170502442,3,
2021,165661653,170502443,3,
2021,165661654,170502444,15,
2021,165661657,170502447,3,
2021,165661658,170502448,17,
2021,165661660,170502450,19,
2021,165661661,170502451,21,
2021,165661665,170502455,15,
2021,164548585,169404315,24,
2021,164548586,169404315,24,
2021,164548587,169404315,24,
2021,165661667,170502457,5,
2021,165661667,170502458,5,
2021,165661668,170502459,18,
2021,165661670,170502461,15,
2021,165661672,170502463,9,
2021,165661678,170502470,27,
2021,165661679,170502471,14,
2021,165661681,170502473,9,
2021,165661681,170502474,1,
2021,165661682,170502475,24,
2021,165661684,170502477,27,
2021,165661685,170502478,3,
2021,165661687,170502480,25,
2021,165661687,170502481,1,
2021,165661688,170502480,1,
2021,165661688,170502481,25,
2021,165661690,170502483,3,
2021,165661691,170502484,24,
2021,165661692,170502485,24,
2021,165661693,170502486,16,
2021,165661695,170502488,1,
2021,165661695,170502489,1,
2021,165661697,170502491,25,
2021,165661697,170502492,14,
2021,165661698,170502491,14,
2021,165661698,170502492,25,
2021,165661699,170502493,15,
2021,165661701,170502495,18,
2021,165661702,170502496,20,
2021,165661711,170502504,21,
2021,165661712,170502505,17,
2021,165661716,170502509,21,
2021,165661725,170502518,24,
2021,165661726,170502519,3,
2021,165661729,170502522,1,
2021,165661730,170502523,1,
2021,165661731,170502524,14,
2021,165661734,170502527,16,
2021,165661736,170502529,14,
2021,165661738,170502531,18,
2021,165661742,170502536,25,
2021,165661742,170502537,18,
2021,165661743,170502536,18,
2021,165661743,170502537,25,
2021,165661744,170502538,1,
2021,165661744,170502539,1,
2021,165661744,170502540,1,
2021,165661747,170502543,3,
2021,165661749,170502545,4,
2021,165661750,170502546,15,
2021,165249369,170092221,1,
2021,165661753,170502549,19,
2021,165661756,170502552,17,
2021,165661759,170502555,1,
2021,165661760,170502555,1,
2021,165661761,170502556,3,
2021,165661762,170502557,1,
2021,165661766,170502561,3,
2021,165661771,170502566,27,
2021,165661772,170502567,1,
2021,165661775,170502570,3,
2021,165661775,170502571,3,
2021,165661776,170502572,24,
2021,165661784,170502579,3,
2021,165661785,170502580,9,
2021,165661787,170502581,9,
2021,165661793,170502587,13,
2021,165661796,170502590,3,
2021,165661797,170502591,3,
2021,165661803,170502598,1,
2021,165661808,170502604,1,
2021,165661809,170502605,18,
2021,165661811,170502607,16,
2021,165661811,170502608,16,
2021,165661813,170502610,5,
2021,165661814,170502611,1,
2021,165661815,170502612,1,
2021,165661816,170502613,14,
2021,165661817,170502614,3,
2021,165249371,170092224,18,
2021,165661818,170502615,24,
2021,165661819,170502616,24,
2021,165661821,170502618,1,
2021,165661821,170502619,1,
2021,165661821,170502620,1,
2021,165661824,170502623,17,
2021,165661829,170502628,15,
2021,165661831,170502630,5,
2021,165661831,170502631,5,
2021,165661834,170502634,18,
2021,165661835,170502634,18,
2021,165661836,170502635,15,
2021,165661836,170502636,15,
2021,165661836,170502637,5,
2021,165661839,170502640,27,
2021,165661840,170502641,3,
2021,165661842,170502643,1,
2021,165661843,170502644,27,
2021,165661844,170502645,3,
2021,165661845,170502646,9,
2021,165788962,170629821,1,
2021,165788965,170629826,17,
2021,165788971,170629831,3,
2021,165788991,170629851,17,
2021,165788994,170629854,15,
2021,165788997,170629857,3,
2021,165789020,170629874,27,
2021,165789026,170629879,1,
2021,165789029,170629882,16,
2021,165789030,170629883,3,
2021,165789041,170629895,1,
2021,165789050,170629905,16,
2021,165789052,170629907,1,
2021,165789060,170629914,14,
2021,165661846,170502647,1,
2021,165661847,170502647,1,
2021,165661848,170502647,1,
2021,165661853,170502655,16,
2021,165661855,170502657,14,
2021,165661856,170502658,27,
2021,165661857,170502659,27,
2021,165661858,170502660,16,
2021,165661861,170502663,14,
2021,165661864,170502666,18,
2021,165661869,170502672,27,
2021,165661871,170502674,27,
2021,165661873,170502676,18,
2021,165661875,170502678,27,
2021,165661876,170502679,9,
2021,165661877,170502680,19,
2021,165661878,170502681,1,
2021,165661879,170502682,9,
2021,165661880,170502683,24,
2021,165661882,170502685,3,
2021,165661883,170502686,25,
2021,165661883,170502687,18,
2021,165661884,170502686,18,
2021,165661884,170502687,25,
2021,165661887,170502690,26,
2021,165661889,170502692,24,
2021,165661891,170502694,1,
2021,165661891,170502695,1,
2021,165661894,170502698,18,
2021,165661897,170502702,9,
2021,165661897,170502703,9,
2021,165661897,170502704,9,
2021,165661898,170502705,3,
2021,165661900,170502707,16,
2021,165661901,170502708,21,
2021,165661902,170502709,3,
2021,165661903,170502710,27,
2021,165661905,170502712,3,
2021,165661913,170502721,18,
2021,165661914,170502722,18,
2021,165661916,170502724,3,
2021,165661917,170502725,3,
2021,165661918,170502726,27,
2021,165661919,170502727,3,
2021,165661920,170502728,3,
2021,165661921,170502729,5,
2021,165661923,170502731,17,
2021,165661924,170502732,27,
2021,165661925,170502733,1,
2021,165661926,170502734,18,
2021,165661929,170502737,1,
2021,165661931,170502739,3,
2021,165661932,170502740,3,
2021,165661934,170502742,1,
2021,165661935,170502743,1,
2021,165661937,170502745,18,
2021,165661938,170502746,18,
2021,165661939,170502746,18,
2021,165661940,170502747,1,
2021,165661942,170502749,24,
2021,165661943,170502750,5,
2021,165661943,170502751,5,
2021,165661944,170502752,25,
2021,165661944,170502753,1,
2021,165661945,170502752,1,
2021,165661945,170502753,25,
2021,165661946,170502754,19,
2021,165661947,170502755,19,
2021,165661949,170502757,3,
2021,165661949,170502758,3,
2021,165661952,170502761,1,
2021,165661953,170502762,1,
2021,165661954,170502763,1,
2021,165661956,170502765,1,
2021,165661957,170502766,1,
2021,165661958,170502767,3,
2021,165661960,170502769,9,
2021,165661961,170502770,1,
2021,165661961,170502771,1,
2021,165661962,170502772,5,
2021,165661963,170502773,17,
2021,165661970,170502783,16,
2021,165661971,170502784,3,
2021,165661975,170502788,9,
2021,165661977,170502790,1,
2021,165661978,170502791,1,
2021,165661978,170502792,1,
2021,165661982,170502796,17,
2021,165661983,170502797,3,
2021,165661984,170502798,9,
2021,165661985,170502799,9,
2021,165661986,170502800,20,
2021,165661988,170502802,20,
2021,165661994,170502808,17,
2021,165661998,170502814,1,
2021,165661999,170502815,21,
2021,165662000,170502816,18,
2021,165662007,170502825,9,
2021,165662008,170502826,15,
2021,165662009,170502827,1,
2021,165662010,170502828,27,
2021,165662011,170502829,1,
2021,165662012,170502830,1,
2021,165662013,170502831,3,
2021,165662014,170502832,3,
2021,165662017,170502835,14,
2021,165662018,170502836,24,
2021,165662023,170502840,18,
2021,165662027,170502845,18,
2021,165662028,170502846,1,
2021,164075579,168933678,2,
2021,165662031,170502849,15,
2021,165662033,170502851,1,
2021,165662036,170502854,9,
2021,165662038,170502856,27,
2021,165662040,170502857,24,
2021,165662040,170502858,24,
2021,165662040,170502859,24,
2021,165662040,170502860,24,
2021,165662041,170502857,24,
2021,165662041,170502858,24,
2021,165662041,170502859,24,
2021,165662041,170502860,24,
2021,165662042,170502857,24,
2021,165662042,170502858,24,
2021,165662042,170502859,24,
2021,165662042,170502860,24,
2021,165662045,170502863,15,
2021,165662046,170502864,9,
2021,165662049,170502867,18,
2021,165662050,170502868,24,
2021,165662051,170502869,1,
2021,165662053,170502871,1,
2021,165662054,170502872,3,
2021,165662055,170502873,9,
2021,165662056,170502874,9,
2021,165662058,170502876,17,
2021,165662059,170502877,21,
2021,165662060,170502877,17,
2021,165662063,170502880,1,
2021,165662064,170502881,25,
2021,165662064,170502882,9,
2021,165662065,170502881,9,
2021,165662065,170502882,25,
2021,165662069,170502887,21,
2021,165662070,170502888,3,
2021,165662071,170502889,3,
2021,165662072,170502890,1,
2021,165662078,170502894,27,
2021,165662079,170502895,3,
2021,165662080,170502896,1,
2021,165662082,170502898,27,
2021,165662085,170502901,3,
2021,165662086,170502902,21,
2021,164548588,169404316,25,
2021,164548588,169404317,24,
2021,164548588,169404318,9,
2021,164548589,169404316,24,
2021,164548589,169404317,25,
2021,164548589,169404318,14,
2021,164548590,169404316,9,
2021,164548590,169404317,14,
2021,164548590,169404318,25,
2021,165662087,170502903,24,
2021,165662088,170502904,15,
2021,165662090,170502907,15,
2021,165662091,170502907,13,
2021,165662092,170502908,1,
2021,165662096,170502912,27,
2021,165662097,170502913,15,
2021,165662098,170502914,21,
2021,165662099,170502915,3,
2021,165662100,170502916,3,
2021,165662102,170502918,27,
2021,165662103,170502918,15,
2021,165662108,170502929,3,
2021,165662109,170502930,16,
2021,165662111,170502932,3,
2021,165662112,170502933,24,
2021,165662113,170502934,25,
2021,165662113,170502935,1,
2021,165662114,170502934,1,
2021,165662114,170502935,25,
2021,165662115,170502936,19,
2021,165662115,170502937,15,
2021,165662117,170502939,1,
2021,165662121,170502943,18,
2021,165662123,170502947,27,
2021,165662125,170502949,15,
2021,165662127,170502951,1,
2021,165662128,170502952,21,
2021,165662129,170502953,15,
2021,165662130,170502954,18,
2021,165662132,170502956,17,
2021,165662133,170502957,3,
2021,165662134,170502958,17,
2021,165662135,170502959,18,
2021,165662138,170502962,18,
2021,165662140,170502965,9,
2021,165662142,170502967,3,
2021,165662143,170502968,3,
2021,165662144,170502969,16,
2021,165662148,170502973,9,
2021,165662150,170502975,1,
2021,165662157,170502983,1,
2021,165662158,170502984,1,
2021,165662158,170502985,1,
2021,165662160,170502988,9,
2021,165662161,170502989,25,
2021,165662161,170502990,9,
2021,165662162,170502989,9,
2021,165662162,170502990,25,
2021,165662165,170502993,3,
2021,165662166,170502994,27,
2021,165662167,170502995,25,
2021,165662167,170502996,1,
2021,165662168,170502995,1,
2021,165662168,170502996,25,
2021,165662169,170502997,16,
2021,165662169,170502998,25,
2021,165662169,170502999,16,
2021,165662170,170502997,1,
2021,165662170,170502998,1,
2021,165662170,170502999,25,
2021,165662180,170503010,5,
2021,165662181,170503011,3,
2021,165662182,170503012,14,
2021,165662182,170503013,14,
2021,165662184,170503015,24,
2021,165662185,170503016,18,
2021,165662186,170503017,14,
2021,165662187,170503018,18,
2021,165662189,170503021,1,
2021,165662192,170503023,8,
2021,164076053,168934203,26,
2021,165662197,170503028,18,
2021,165662197,170503029,18,
2021,165662198,170503030,24,
2021,165662198,170503031,24,
2021,165662201,170503034,9,
2021,165662203,170503037,3,
2021,165662204,170503038,3,
2021,165662205,170503039,24,
2021,165662206,170503040,24,
2021,165662207,170503041,24,
2021,165662210,170503044,16,
2021,165662211,170503045,16,
2021,165662212,170503046,24,
2021,165662217,170503051,24,
2021,165662219,170503053,3,
2021,165662221,170503055,3,
2021,165662222,170503056,27,
2021,165662226,170503059,24,
2021,165662228,170503060,24,
2021,165662229,170503061,27,
2021,165662230,170503062,27,
2021,165662232,170503064,25,
2021,165662232,170503065,15,
2021,165662232,170503066,15,
2021,165662233,170503064,15,
2021,165662233,170503065,25,
2021,165662233,170503066,15,
2021,165662234,170503064,15,
2021,165662234,170503065,15,
2021,165662234,170503066,25,
2021,165662236,170503068,11,
2021,165662238,170503070,3,
2021,165662239,170503071,9,
2021,165662240,170503072,9,
2021,165662243,170503075,1,
2021,165662244,170503076,9,
2021,165662245,170503077,9,
2021,165662246,170503078,27,
2021,165662249,170503081,17,
2021,165662250,170503082,17,
2021,165662252,170503084,17,
2021,165662253,170503085,17,
2021,165662261,170503093,25,
2021,165662261,170503094,9,
2021,165662262,170503093,9,
2021,165662262,170503094,19,
2021,165662263,170503095,19,
2021,165662265,170503097,1,
2021,165662265,170503098,1,
2021,165662266,170503099,3,
2021,165662267,170503100,9,
2021,165662269,170503102,27,
2021,165662271,170503104,9,
2021,165662274,170503107,27,
2021,165662275,170503108,16,
2021,165662277,170503110,15,
2021,165662281,170503115,7,
2021,165662287,170503118,27,
2021,165662289,170503120,1,
2021,165662295,170503126,3,
2021,165662300,170503129,24,
2021,165662302,170503131,21,
2021,165662303,170503132,18,
2021,165662305,170503134,1,
2021,165662306,170503135,14,
2021,165662307,170503135,14,
2021,165662308,170503136,9,
2021,165662310,170503138,24,
2021,165662311,170503139,14,
2021,165662313,170503141,3,
2021,165662318,170503146,9,
2021,165662322,170503150,3,
2021,165662329,170503159,5,
2021,165662329,170503160,5,
2021,165662330,170503161,25,
2021,165662330,170503162,9,
2021,165662331,170503161,9,
2021,165662331,170503162,25,
2021,165662336,170503167,25,
2021,165662336,170503168,1,
2021,165662337,170503167,1,
2021,165662337,170503168,25,
2021,165662340,170503170,14,
2021,165662343,170503173,24,
2021,165662344,170503173,24,
2021,165662346,170503175,25,
2021,165662346,170503176,18,
2021,165662347,170503175,15,
2021,165662347,170503176,18,
2021,165662348,170503175,15,
2021,165662348,170503176,18,
2021,165662349,170503175,1,
2021,165662349,170503176,25,
2021,165662350,170503177,18,
2021,165662352,170503179,17,
2021,165662352,170503180,1,
2021,165662352,170503181,17,
2021,165662353,170503179,17,
2021,165662353,170503180,1,
2021,165662353,170503181,17,
2021,165662361,170503190,17,
2021,165662365,170503194,5,
2021,165662367,170503196,17,
2021,165662369,170503198,27,
2021,165662370,170503199,19,
2021,165662371,170503200,1,
2021,165662372,170503200,1,
2021,165662380,170503206,3,
2021,165662382,170503208,1,
2021,165662384,170503210,24,
2021,165662395,170503215,14,
2021,165662396,170503216,1,
2021,165662406,170503224,3,
2021,165662409,170503227,1,
2021,165662409,170503228,1,
2021,165662409,170503229,1,
2021,165662410,170503227,1,
2021,165662410,170503228,1,
2021,165662410,170503229,1,
2021,165662418,170503237,21,
2021,165662421,170503240,21,
2021,165662425,170503244,14,
2021,165662426,170503245,25,
2021,165662426,170503246,14,
2021,165662427,170503245,14,
2021,165662427,170503246,25,
2021,165662432,170503251,25,
2021,165662432,170503252,19,
2021,165662433,170503251,19,
2021,165662433,170503252,25,
2021,165662434,170503253,17,
2021,165662439,170503258,24,
2021,165662443,170503262,18,
2021,165662445,170503264,9,
2021,165662447,170503266,9,
2021,165662449,170503268,3,
2021,165662451,170503270,15,
2021,165662453,170503272,24,
2021,165662454,170503273,14,
2021,165662460,170503279,14,
2021,165662461,170503279,14,
2021,165662462,170503279,14,
2021,165662463,170503280,16,
2021,165662465,170503282,21,
2021,165662466,170503283,9,
2021,165662467,170503284,1,
2021,165662468,170503285,1,
2021,165662470,170503287,1,
2021,165662470,170503288,1,
2021,165662471,170503289,1,
2021,165662472,170503290,1,
2021,165662474,170503292,3,
2021,165662475,170503293,3,
2021,165662476,170503294,1,
2021,165662477,170503295,1,
2021,165662478,170503296,18,
2021,165662481,170503299,19,
2021,165662482,170503299,1,
2021,165662483,170503300,1,
2021,165662484,170503301,1,
2021,165662485,170503302,3,
2021,165662489,170503306,3,
2021,165662490,170503307,5,
2021,165662492,170503309,9,
2021,165662498,170503316,9,
2021,165662499,170503317,18,
2021,165662502,170503320,18,
2021,165662504,170503322,1,
2021,165662512,170503331,24,
2021,164548591,169404319,14,
2021,164548591,169404320,1,
2021,164548591,169404321,1,
2021,164548592,169404319,1,
2021,164548592,169404320,1,
2021,164548592,169404321,14,
2021,165662516,170503333,21,
2021,165662517,170503334,9,
2021,165662518,170503335,27,
2021,165662519,170503336,1,
2021,165662520,170503337,1,
2021,165662521,170503338,11,
2021,165662523,170503340,24,
2021,165662528,170503345,18,
2021,165662531,170503348,15,
2021,165662534,170503351,25,
2021,165662534,170503352,14,
2021,165662535,170503351,14,
2021,165662535,170503352,1,
2021,165662541,170503358,1,
2021,165662542,170503359,14,
2021,164076952,168935177,9,
2021,164076952,168935178,3,
2021,165662543,170503360,1,
2021,165662544,170503361,9,
2021,165662547,170503364,15,
2021,165662548,170503365,16,
2021,165662549,170503366,19,
2021,165662550,170503367,14,
2021,165662553,170503371,9,
2021,165662554,170503372,17,
2021,165662560,170503378,9,
2021,165662562,170503381,11,
2021,165662563,170503382,1,
2021,165662565,170503384,3,
2021,165662567,170503386,3,
2021,165662568,170503387,14,
2021,165662569,170503388,17,
2021,165662571,170503390,15,
2021,165662574,170503393,1,
2021,165662575,170503394,20,
2021,165662576,170503395,3,
2021,165662577,170503396,3,
2021,165662578,170503397,14,
2021,165662579,170503398,1,
2021,165662580,170503399,24,
2021,165662581,170503400,3,
2021,165662582,170503401,3,
2021,165662587,170503406,18,
2021,165662588,170503407,18,
2021,165662589,170503408,24,
2021,165662590,170503409,18,
2021,165662591,170503410,24,
2021,165662592,170503411,18,
2021,165662593,170503412,24,
2021,165662594,170503413,1,
2021,165662596,170503415,18,
2021,165662596,170503416,18,
2021,165662598,170503418,18,
2021,165662599,170503419,1,
2021,165662600,170503420,16,
2021,165662603,170503423,1,
2021,165662605,170503425,9,
2021,165662608,170503428,1,
2021,165662609,170503428,1,
2021,165662610,170503429,18,
2021,165662612,170503431,21,
2021,165662614,170503433,17,
2021,165662616,170503435,1,
2021,165662618,170503437,16,
2021,165662619,170503438,18,
2021,165662621,170503440,24,
2021,165662623,170503442,3,
2021,164077203,168935447,24,
2021,165662626,170503445,1,
2021,165662627,170503446,25,
2021,165662627,170503447,1,
2021,165662628,170503446,1,
2021,165662628,170503447,25,
2021,165662630,170503449,1,
2021,165662632,170503451,24,
2021,165662635,170503454,24,
2021,165662637,170503456,15,
2021,165662638,170503457,25,
2021,165662638,170503458,1,
2021,165662639,170503457,1,
2021,165662639,170503458,25,
2021,165662640,170503459,13,
2021,165662645,170503464,18,
2021,165662647,170503466,18,
2021,165662648,170503467,27,
2021,165662650,170503469,4,
2021,165662653,170503473,17,
2021,165662655,170503475,18,
2021,165662656,170503476,15,
2021,165662657,170503477,18,
2021,165662657,170503478,18,
2021,165662657,170503479,18,
2021,165662658,170503480,21,
2021,165662659,170503481,15,
2021,165662660,170503482,27,
2021,165662661,170503483,18,
2021,165662663,170503485,1,
2021,165662664,170503486,9,
2021,165662666,170503488,15,
2021,165662666,170503489,16,
2021,165662667,170503488,25,
2021,165662667,170503489,3,
2021,165662668,170503488,3,
2021,165662668,170503489,25,
2021,165662669,170503490,24,
2021,165662671,170503492,16,
2021,165662671,170503493,16,
2021,165662671,170503494,16,
2021,165662676,170503501,3,
2021,165662685,170503510,9,
2021,165662689,170503514,27,
2021,165662690,170503515,9,
2021,165662690,170503516,9,
2021,165662692,170503518,18,
2021,165662692,170503519,18,
2021,165662694,170503522,24,
2021,165662696,170503524,19,
2021,165662697,170503525,19,
2021,165662702,170503530,1,
2021,165662704,170503532,1,
2021,165662705,170503533,18,
2021,165662707,170503535,9,
2021,164077464,168935736,24,
2021,164077464,168935737,24,
2021,164077464,168935738,24,
2021,166480169,171316455,1,
2021,165662713,170503541,27,
2021,165662716,170503544,3,
2021,165662717,170503545,11,
2021,165662718,170503546,9,
2021,165662719,170503547,24,
2021,165662720,170503548,1,
2021,165662723,170503551,27,
2021,165662724,170503552,21,
2021,165662725,170503553,14,
2021,165662727,170503555,17,
2021,165662728,170503556,24,
2021,165662729,170503556,24,
2021,165662730,170503556,24,
2021,165662734,170503560,16,
2021,165662735,170503561,25,
2021,165662735,170503562,1,
2021,165662736,170503561,1,
2021,165662736,170503562,25,
2021,165662737,170503563,9,
2021,165662738,170503564,3,
2021,165662740,170503566,25,
2021,165662740,170503567,9,
2021,165662741,170503566,9,
2021,165662741,170503567,25,
2021,165662742,170503568,1,
2021,165662744,170503570,3,
2021,165662747,170503573,8,
2021,165662748,170503574,21,
2021,165662749,170503575,25,
2021,165662749,170503576,9,
2021,165662750,170503575,9,
2021,165662750,170503576,25,
2021,165662752,170503578,21,
2021,165662754,170503583,3,
2021,165662755,170503584,18,
2021,165662755,170503585,18,
2021,165662756,170503586,1,
2021,165662756,170503587,1,
2021,165662756,170503588,1,
2021,165662756,170503589,21,
2021,165662757,170503590,17,
2021,165662758,170503591,24,
2021,165662759,170503592,9,
2021,165662761,170503594,27,
2021,165662762,170503595,24,
2021,165662763,170503596,11,
2021,165662767,170503599,1,
2021,165662768,170503600,27,
2021,165662769,170503601,3,
2021,165662770,170503602,15,
2021,165662771,170503603,18,
2021,165662772,170503604,27,
2021,165662773,170503605,18,
2021,165662774,170503606,9,
2021,165662775,170503607,24,
2021,165662782,170503613,18,
2021,165662786,170503617,9,
2021,165662787,170503618,1,
