data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,45557173,,51
2021,45557174,,51
2021,45557175,,51
2021,45557176,,51
2021,45557177,,51
2021,45557178,,51
2021,45557179,,51
2021,45557180,,51
2021,45557181,,51
2021,45557182,,51
2021,45557183,,51
2021,45557184,,51
2021,45557185,,51
2021,45557186,,51
2021,45557187,,51
2021,45557188,,51
2021,45557189,,51
2021,45557190,,51
2021,45557191,,51
2021,45557192,,51
2021,45557193,,8
2021,45954262,,52
2021,45954270,,51
2021,45954274,,51
2021,45954275,,51
2021,45954278,,51
2021,45954284,,51
2021,45954288,,51
2021,45954303,,51
2021,45954306,,51
2021,45954316,,51
2021,45954319,,51
2021,45954320,,51
2021,45954324,,51
2021,45954333,,51
2021,45954334,,51
2021,45954338,,51
2021,45954348,,51
2021,45557281,,51
2021,45954369,,51
2021,45954379,,51
2021,45954688,,51
2021,45954689,,51
2021,45954691,,51
2021,45954699,,51
2021,45954700,,51
2021,45954704,,51
2021,45954708,,51
2021,45954710,,51
2021,45954711,,51
2021,45954712,,51
2021,45954713,,51
2021,45954720,,52
2021,45954721,,51
2021,45954723,,51
2021,45954726,,51
2021,45954727,,51
2021,45954728,,51
2021,45954730,,51
2021,45954731,,51
2021,45954732,,51
2021,45954733,,51
2021,45954734,,51
2021,45954735,,51
2021,45954741,,51
2021,45954742,,51
2021,45954744,,51
2021,45954745,,51
2021,45954747,,51
2021,45954750,,51
2021,45954753,,51
2021,45954754,,51
2021,45954755,,51
2021,45954756,,51
2021,45954757,,51
2021,45954759,,51
2021,45954762,,51
2021,45954764,,51
2021,45954765,,51
2021,45954767,,3
2021,45954769,,51
2021,45954770,,51
2021,45954771,,51
2021,45954772,,51
2021,45954775,,51
2021,45954777,,51
2021,45954778,,51
2021,45954781,,51
2021,45954784,,51
2021,45954785,,51
2021,45954786,,51
2021,45954787,,51
2021,45954789,,51
2021,45954790,,51
2021,45954791,,51
2021,45954792,,52
2021,45954793,,5
2021,45954795,,51
2021,45954796,,51
2021,45954797,,51
2021,45954798,,51
2021,45954799,,51
2021,45954800,,3
2021,45954802,,3
2021,45954803,,51
2021,45954804,,51
2021,45954805,,7
2021,45954806,,51
2021,45954807,,51
2021,45954808,,51
2021,45954809,,51
2021,45954810,,51
2021,45954811,,51
2021,45954812,,51
2021,45954813,,51
2021,45954814,,51
2021,45954815,,51
2021,45954816,,51
2021,45954818,,51
2021,45954819,,51
2021,45954820,,51
2021,45954821,,51
2021,45954822,,51
2021,45954823,,52
2021,45954824,,51
2021,45954825,,51
2021,45954826,,51
2021,45954828,,51
2021,45954829,,51
2021,45954830,,51
2021,45954831,,51
2021,45954832,,51
2021,45954833,,51
2021,45954834,,51
2021,45954835,,51
2021,45954836,,51
2021,45954837,,51
2021,45954840,,51
2021,45954841,,52
2021,45954842,,51
2021,45954843,,51
2021,45954844,,51
2021,45954845,,51
2021,45954846,,51
2021,45954847,,51
2021,45954848,,52
2021,45954849,,51
2021,45954850,,51
2021,45954851,,51
2021,45954852,,51
2021,45954853,,51
2021,45954854,,51
2021,45954855,,51
2021,45954856,,51
2021,45954857,,51
2021,45954858,,51
2021,45954859,,51
2021,45954860,,51
2021,45954861,,51
2021,45954862,,51
2021,45954863,,51
2021,45954866,,51
2021,45954867,,51
2021,45954868,,51
2021,45954869,,51
2021,45954870,,51
2021,45954871,,51
2021,45954872,,51
2021,45954876,,51
2021,45954877,,51
2021,45954878,,51
2021,45954879,,51
2021,45954880,,51
2021,45954881,,51
2021,45954882,,51
2021,45954883,,51
2021,45954884,,52
2021,45954885,,52
2021,45954886,,51
2021,45557436,,51
2021,45557437,,51
2021,45557438,,5
2021,45557439,,5
2021,45557440,,5
2021,45557441,,51
2021,45557442,,5
2021,45557443,,4
2021,45557444,,5
2021,45557445,,51
2021,45557446,,51
2021,45557447,,51
2021,45557448,,51
2021,45926017,,51
2021,45926018,,51
2021,45926019,,51
2021,45926020,,51
2021,45926021,,51
2021,45926022,,51
2021,45926023,,51
2021,45926024,,51
2021,45926025,,51
2021,45926026,,51
2021,45926027,,51
2021,45926028,,51
2021,45926029,,51
2021,45926030,,51
2021,45926031,,51
2021,45926032,,51
2021,45926033,,51
2021,45926034,,51
2021,45926035,,51
2021,45926037,,51
2021,45926039,,51
2021,45926040,,51
2021,45926044,,51
2021,45926045,,51
2021,45926046,,51
2021,45926049,,51
2021,45926050,,51
2021,45926052,,51
2021,45926053,,51
2021,45926056,,3
2021,45926057,,51
2021,45926060,,51
2021,45926065,,51
2021,45926069,,52
2021,45623817,,51
2021,45926070,,51
2021,45926072,,51
2021,45926073,,51
2021,45926074,,51
2021,45926076,,51
2021,45926079,,51
2021,45623820,,51
2021,45926083,,51
2021,45926084,,51
2021,45926085,,51
2021,45926086,,51
2021,45926087,,51
2021,45926088,,51
2021,45926089,,51
2021,45926090,,51
2021,45926091,,51
2021,45926092,,51
2021,45926093,,51
2021,45926094,,51
2021,45926095,,52
2021,45926096,,51
2021,45926097,,51
2021,45926098,,51
2021,45926099,,51
2021,45926100,,51
2021,45926101,,51
2021,45926102,,51
2021,45926103,,51
2021,45926104,,51
2021,45926105,,51
2021,45926106,,51
2021,45926107,,51
2021,45926108,,51
2021,45926109,,51
2021,45926110,,51
2021,45926111,,51
2021,45926112,,51
2021,45926113,,51
2021,45926114,,51
2021,45926115,,52
2021,45926116,,51
2021,45926117,,51
2021,45926118,,51
2021,45926119,,51
2021,45926120,,51
2021,45926121,,51
2021,45926122,,51
2021,45926123,,51
2021,45926124,,51
2021,45926125,,51
2021,45926126,,51
2021,45926127,,51
2021,45926128,,51
2021,45926129,,51
2021,45623873,,51
2021,45623874,,51
2021,45926130,,51
2021,45926131,,51
2021,45926132,,51
2021,45926133,,51
2021,45926134,,51
2021,45926135,,51
2021,45926136,,51
2021,45926137,,51
2021,45926138,,51
2021,45926139,,51
2021,45926140,,51
2021,45926141,,51
2021,45926142,,51
2021,45926143,,51
2021,45926144,,51
2021,45926145,,51
2021,45926146,,51
2021,45926147,,9
2021,45926148,,51
2021,45926149,,51
2021,45926150,,51
2021,45926151,,51
2021,45926152,,51
2021,45926153,,51
2021,45926154,,51
2021,45926159,,51
2021,45926160,,51
2021,45926163,,51
2021,45926164,,3
2021,45926165,,51
2021,45926166,,51
2021,45926167,,51
2021,45926168,,51
2021,45926169,,51
2021,45926170,,51
2021,45926171,,51
2021,45926172,,51
2021,45926173,,51
2021,45926174,,51
2021,45926175,,51
2021,45926176,,51
2021,45926177,,51
2021,45926178,,51
2021,45926179,,51
2021,45926180,,51
2021,45926181,,51
2021,45926182,,51
2021,45926183,,51
2021,45926184,,51
2021,45926185,,51
2021,45926186,,51
2021,45926187,,51
2021,45926188,,51
2021,45926189,,52
2021,45926190,,51
2021,45926191,,51
2021,45926192,,51
2021,45926193,,51
2021,45926194,,51
2021,45926195,,51
2021,45926196,,51
2021,45926197,,51
2021,45926198,,51
2021,45926199,,51
2021,45926200,,51
2021,45926201,,3
2021,45926202,,3
2021,45926203,,51
2021,45926204,,51
2021,45926205,,51
2021,45926206,,51
2021,45926207,,51
2021,45926208,,51
2021,45926209,,51
2021,45926210,,51
2021,45926211,,51
2021,45926212,,51
2021,45926213,,51
2021,45926214,,51
2021,45926215,,51
2021,45926216,,51
2021,45926217,,51
2021,45926218,,51
2021,45926219,,51
2021,45926220,,51
2021,45926221,,51
2021,45926222,,51
2021,45926223,,4
2021,45926224,,51
2021,45926225,,51
2021,45926226,,51
2021,45926227,,51
2021,45926228,,51
2021,45926229,,51
2021,45926230,,51
2021,45926231,,3
2021,45926232,,51
2021,45926233,,51
2021,45926234,,51
2021,45926235,,51
2021,45926236,,51
2021,45926237,,51
2021,45926238,,51
2021,45926239,,51
2021,45926240,,51
2021,45926241,,51
2021,45926242,,51
2021,45926243,,51
2021,45926244,,51
2021,45926245,,51
2021,45926246,,51
2021,45926247,,51
2021,45926248,,51
2021,45926249,,51
2021,45926250,,51
2021,45926251,,51
2021,45926252,,51
2021,45926253,,51
2021,45926254,,3
2021,45926255,,51
2021,45926256,,51
2021,45926257,,51
2021,45926261,,51
2021,45926274,,51
2021,45926279,,51
2021,45926281,,3
2021,45926284,,51
2021,45926286,,51
2021,45926288,,51
2021,45926298,,51
2021,45926300,,51
2021,45926301,,51
2021,45926302,,51
2021,45926303,,51
2021,45926304,,51
2021,45926305,,51
2021,45926306,,51
2021,45926307,,51
2021,45926308,,51
2021,45926311,,51
2021,45926316,,51
2021,45926319,,51
2021,45926321,,51
2021,45926322,,51
2021,45926325,,51
2021,45926326,,51
2021,45926327,,51
2021,45926328,,51
2021,45926336,,51
2021,45926337,,51
2021,45926343,,51
2021,45926344,,51
2021,45926345,,51
2021,45926357,,51
2021,45926359,,51
2021,45926361,,51
2021,45926363,,51
2021,45926366,,51
2021,45926367,,51
2021,45926368,,51
2021,45926369,,51
2021,45926370,,51
2021,45926372,,51
2021,45926374,,51
2021,45926375,,51
2021,45926376,,51
2021,45926377,,51
2021,45926378,,51
2021,45926379,,51
2021,45926380,,51
2021,45926381,,51
2021,45926383,,51
2021,45926384,,51
2021,45926386,,4
2021,45926387,,51
2021,45926388,,51
2021,45926389,,51
2021,45926392,,51
2021,45926394,,51
2021,45926395,,51
2021,45926396,,51
2021,45926398,,51
2021,45926400,,51
2021,45926401,,51
2021,45926402,,51
2021,45926403,,51
2021,45926404,,51
2021,45926405,,51
2021,45926407,,51
2021,45926408,,4
2021,45926409,,51
2021,45926410,,51
2021,45926411,,51
2021,45926412,,51
2021,45926413,,51
2021,45926414,,51
2021,45926416,,51
2021,45926419,,51
2021,45926420,,51
2021,45624067,,51
2021,45926421,,51
2021,45926423,,51
2021,45926425,,51
2021,45926428,,51
2021,45926429,,51
2021,45926430,,51
2021,45926432,,52
2021,45926433,,51
2021,45926435,,51
2021,45926436,,51
2021,45926437,,51
2021,45926438,,51
2021,45926439,,51
2021,45926440,,51
2021,45926441,,51
2021,45926442,,51
2021,45926443,,51
2021,45926444,,51
2021,45926445,,51
2021,45926446,,51
2021,45926447,,51
2021,45926448,,51
2021,45926449,,51
2021,45926450,,51
2021,45926451,,51
2021,45926452,,51
2021,45926453,,51
2021,45926454,,3
2021,45926455,,51
2021,45926456,,51
2021,45926457,,51
2021,45926459,,51
2021,45926460,,51
2021,45926466,,51
2021,45926472,,51
2021,45926473,,51
2021,45926477,,51
2021,45926478,,51
2021,45926479,,51
2021,45926482,,51
2021,45926483,,51
2021,45926484,,51
2021,45926485,,51
2021,45926488,,51
2021,45926489,,51
2021,45926490,,51
2021,45926491,,51
2021,45926492,,51
2021,45926493,,51
2021,45926494,,51
2021,45926495,,51
2021,45926496,,51
2021,45926498,,51
2021,45926499,,51
2021,45926501,,51
2021,45926505,,51
2021,45926510,,51
2021,45926512,,51
2021,45926519,,51
2021,45926520,,51
2021,45926521,,51
2021,45926522,,51
2021,45926526,,51
2021,45926527,,51
2021,45926528,,51
2021,45926529,,51
2021,45926530,,4
2021,45926531,,51
2021,45926532,,51
2021,45926533,,51
2021,45926534,,51
2021,45926535,,51
2021,45926536,,51
2021,45926537,,51
2021,45926538,,51
2021,45926539,,51
2021,45926540,,51
2021,45926541,,51
2021,45926542,,51
2021,45926543,,3
2021,45926544,,51
2021,45926545,,51
2021,45926546,,51
2021,45926547,,51
2021,45926548,,51
2021,45926549,,1
2021,45926550,,51
2021,45926551,,51
2021,45926562,,51
2021,45926563,,51
2021,45926565,,51
2021,45926567,,51
2021,45926572,,51
2021,45926576,,51
2021,45926577,,51
2021,45926583,,51
2021,45926595,,51
2021,45926596,,51
2021,45926610,,51
2021,45926625,,51
2021,45926626,,51
2021,45926639,,51
2021,45926645,,51
2021,45926662,,51
2021,45926669,,51
2021,45926670,,51
2021,45926673,,51
2021,45926675,,51
2021,45926681,,51
2021,45926682,,51
2021,45926683,,51
2021,45926690,,51
2021,45926705,,51
2021,45926706,,51
2021,45926707,,51
2021,45624182,,51
2021,45926711,,51
2021,45926718,,51
2021,45926725,,51
2021,45926727,,51
2021,45926730,,51
2021,45926731,,51
2021,45926735,,51
2021,45926738,,51
2021,45926739,,51
2021,45926747,,51
2021,45926748,,51
2021,45926762,,51
2021,45926763,,51
2021,45926764,,51
2021,45926767,,51
2021,45926768,,51
2021,45926769,,51
2021,45926772,,51
2021,45926775,,51
2021,45926778,,51
2021,45624199,,51
2021,45926786,,51
2021,45926787,,51
2021,45926798,,51
2021,45926808,,51
2021,45926811,,3
2021,45926813,,51
2021,45926817,,51
2021,45926819,,52
2021,45926822,,51
2021,45926834,,51
2021,45926835,,51
2021,45926839,,51
2021,45926840,,51
2021,45926846,,51
2021,45926851,,51
2021,45926855,,51
2021,45926856,,51
2021,45926864,,51
2021,45926865,,51
2021,45926876,,51
2021,45926883,,51
2021,45926888,,51
2021,45926889,,51
2021,45926890,,51
2021,45926898,,51
2021,45926906,,51
2021,45926907,,51
2021,45926918,,51
2021,45926920,,51
2021,45926923,,51
2021,45926924,,51
2021,45926925,,51
2021,45926926,,51
2021,45926927,,51
2021,45926929,,51
2021,45926931,,51
2021,45926934,,51
2021,45926935,,51
2021,45926937,,51
2021,45926942,,51
2021,45926949,,51
2021,45926958,,51
2021,45926964,,51
2021,45926968,,51
2021,45926971,,51
2021,45926989,,51
2021,45927018,,51
2021,45927040,,51
2021,45927047,,51
2021,45927052,,51
2021,45927058,,51
2021,45927063,,51
2021,45927075,,51
2021,45927077,,51
2021,45927089,,51
2021,45927103,,51
2021,45927106,,52
2021,45927107,,52
2021,45927108,,51
2021,45927109,,51
2021,45927112,,51
2021,45927114,,51
2021,45927122,,51
2021,45927123,,51
2021,45927152,,51
2021,45927156,,51
2021,45927161,,51
2021,45927164,,51
2021,45927167,,51
2021,45927168,,51
2021,45927169,,51
2021,45927175,,51
2021,45927176,,51
2021,45927177,,51
2021,45927193,,51
2021,45927219,,51
2021,45927227,,51
2021,45927236,,51
2021,45927244,,51
2021,45927246,,51
2021,45954887,,51
2021,45927254,,51
2021,45927255,,51
2021,45927276,,51
2021,45927283,,51
2021,45927284,,51
2021,45927287,,51
2021,45927288,,51
2021,45927290,,51
2021,45927295,,51
2021,45927298,,51
2021,45927303,,51
2021,45927309,,51
2021,45927310,,51
2021,45927315,,51
2021,45927319,,51
2021,45927327,,51
2021,45927339,,51
2021,45927341,,51
2021,45927344,,51
2021,45927352,,51
2021,45927354,,51
2021,45927358,,51
2021,45927360,,51
2021,45927368,,51
2021,45927369,,51
2021,45927370,,51
2021,45927380,,51
2021,45927384,,51
