data_year,victim_id,injury_id
2021,147788016,8
2021,165662950,5
2021,165662951,5
2021,147787993,4
2021,165662952,5
2021,165662953,5
2021,165662954,5
2021,165662961,4
2021,165662962,5
2021,165662964,5
2021,165662967,8
2021,159788412,5
2021,147787997,4
2021,165662968,5
2021,147785712,4
2021,165662969,5
2021,165662970,5
2021,147785728,4
2021,164078284,3
2021,165662974,5
2021,147785726,5
2021,165662975,5
2021,165662976,5
2021,165662979,5
2021,165662986,5
2021,165662987,5
2021,165662988,5
2021,165662990,5
2021,165662993,5
2021,164078365,4
2021,165662994,5
2021,165662997,5
2021,165663002,5
2021,165663003,5
2021,165663004,5
2021,165663005,5
2021,165663006,5
2021,165663007,5
2021,165663008,5
2021,165663009,5
2021,164078421,5
2021,164078422,5
2021,164078423,5
2021,164078424,5
2021,165663011,5
2021,165663012,5
2021,165663016,5
2021,165663020,5
2021,164078472,5
2021,147788013,4
2021,147788012,4
2021,165663028,5
2021,147788923,4
2021,165663031,5
2021,165663033,4
2021,150300942,4
2021,150300943,4
2021,150300944,4
2021,150300945,5
2021,150300946,5
2021,150300947,5
2021,165663036,5
2021,165663039,5
2021,147788017,5
2021,165663042,4
2021,147785739,4
2021,165663044,5
2021,165663045,5
2021,165663046,5
2021,165663047,5
2021,165663048,5
2021,165663050,5
2021,147788027,2
2021,147788027,6
2021,147788027,8
2021,165663051,4
2021,165663060,5
2021,147785748,4
2021,147788030,4
2021,147788029,4
2021,165663062,5
2021,165663068,5
2021,147785755,4
2021,147785757,5
2021,147785762,5
2021,147785768,4
2021,147785769,4
2021,147785766,5
2021,147785765,4
2021,165663072,5
2021,149389477,8
2021,164078627,5
2021,165663077,5
2021,165663083,4
2021,165663088,5
2021,147788042,5
2021,147785780,5
2021,147788046,5
2021,147785785,4
2021,147785784,2
2021,165663089,5
2021,165663090,5
2021,165663091,5
2021,165663093,5
2021,165663095,5
2021,164548598,5
2021,165663099,5
2021,166480084,5
2021,165663108,5
2021,147785815,5
2021,147785869,5
2021,147789001,8
2021,165663114,5
2021,165663118,5
2021,150300926,5
2021,150300927,5
2021,147785831,5
2021,165663130,5
2021,147788059,5
2021,147785827,4
2021,165663131,5
2021,165663142,4
2021,147786806,5
2021,147788925,5
2021,151473771,5
2021,165663144,5
2021,147785834,4
2021,165663150,5
2021,165663158,5
2021,156437864,4
2021,165663171,5
2021,147788072,4
2021,147788073,4
2021,147788069,5
2021,165663176,5
2021,150300913,5
2021,165663177,5
2021,165663175,5
2021,165663188,5
2021,165663197,5
2021,150300922,5
2021,165663198,5
2021,165663201,5
2021,165663211,5
2021,147788092,4
2021,147785871,5
2021,165663230,5
2021,165663239,5
2021,147788095,4
2021,147788927,4
2021,147785919,5
2021,147788129,4
2021,149389509,5
2021,147788101,4
2021,165663240,5
2021,165663242,5
2021,147788106,5
2021,165663248,5
2021,147785891,4
2021,147785892,4
2021,147785898,5
2021,147785896,5
2021,165663249,5
2021,164192517,5
2021,165663273,5
2021,147785908,4
2021,165663275,2
2021,165663277,5
2021,147785903,5
2021,147785936,5
2021,165663279,5
2021,165663280,5
2021,165663283,5
2021,165663295,5
2021,147788115,5
2021,165663296,5
2021,165663304,4
2021,147785918,5
2021,147785960,4
2021,165663306,5
2021,147785924,5
2021,156437907,5
2021,147788130,5
2021,147785928,4
2021,165663309,5
2021,165663316,5
2021,165663323,5
2021,147785926,4
2021,165663329,5
2021,147785976,4
2021,147785945,5
2021,165663332,5
2021,165663335,5
2021,165663336,5
2021,165663345,5
2021,147788142,5
2021,147785953,5
2021,165663346,5
2021,165663349,5
2021,147785956,4
2021,165663356,5
2021,165663357,5
2021,149393395,4
2021,149389498,4
2021,147786813,4
2021,165663359,5
2021,165663360,5
2021,165249372,2
2021,165249372,3
2021,165663367,5
2021,165663372,5
2021,165663373,5
2021,165663375,5
2021,165663376,5
2021,165663377,5
2021,165663380,5
2021,165663381,5
2021,165663382,5
2021,165663385,5
2021,149389511,5
2021,149389514,5
2021,147785969,4
2021,147788152,4
2021,147785972,5
2021,165663390,5
2021,165663391,5
2021,165663392,5
2021,165663394,5
2021,165663395,5
2021,164192613,5
2021,147786816,5
2021,165663396,5
2021,165663397,5
2021,165663400,5
2021,165663401,4
2021,165663402,5
2021,165663406,5
2021,165663407,5
2021,165663412,5
2021,165663419,5
2021,165663420,5
2021,165663421,4
2021,165663424,5
2021,164192666,6
2021,165663430,5
2021,164192685,5
2021,165663435,5
2021,165663436,4
2021,165663437,4
2021,165663439,5
2021,165663445,5
2021,165663446,5
2021,165663450,5
2021,164192710,5
2021,165663454,5
2021,165663455,5
2021,165663456,5
2021,165663457,5
2021,165663458,5
2021,165663459,5
2021,165663472,5
2021,165663473,5
2021,165663482,5
2021,165663486,5
2021,165663488,5
2021,165663489,5
2021,165663490,5
2021,165663492,4
2021,165663494,5
2021,165663497,5
2021,165663498,5
2021,165663500,5
2021,165663501,5
2021,165663506,5
2021,165663507,5
2021,165663514,5
2021,165663515,5
2021,164192815,5
2021,164192817,5
2021,165663519,5
2021,165663523,5
2021,165663526,4
2021,165663528,5
2021,164192832,4
2021,164192833,5
2021,164192837,5
2021,165663532,5
2021,164548600,4
2021,164548601,4
2021,165663535,5
2021,165663544,5
2021,165663545,5
2021,164192865,5
2021,164192866,5
2021,165663548,5
2021,147785991,4
2021,164192871,5
2021,149393411,4
2021,164192873,5
2021,164192877,5
2021,164192878,5
2021,165663556,5
2021,151473397,5
2021,165663557,5
2021,166480180,5
2021,165663559,5
2021,165663563,5
2021,165663564,5
2021,165663566,5
2021,165663567,5
2021,164192895,5
2021,147786008,4
2021,165663569,5
2021,164192898,5
2021,165663571,5
2021,164192901,5
2021,164192902,4
2021,164192903,4
2021,164192905,5
2021,165663574,5
2021,165663581,5
2021,165663583,5
2021,151475764,5
2021,151475799,5
2021,151475839,5
2021,151475860,5
2021,165249376,4
2021,165249377,4
2021,165249378,4
2021,164192923,5
2021,164192928,5
2021,165663593,5
2021,147788196,4
2021,164192935,5
2021,147786019,5
2021,165663596,4
2021,166480181,5
2021,165663598,5
2021,147786026,4
2021,147786027,5
2021,151475742,5
2021,164192942,5
2021,164192943,5
2021,165249380,5
2021,165249381,5
2021,165249383,5
2021,165663601,5
2021,147786029,4
2021,164548611,5
2021,164192945,5
2021,164192950,5
2021,165663607,5
2021,147786038,4
2021,164192962,5
2021,164192963,5
2021,164548612,5
2021,164192966,4
2021,164192969,5
2021,164192970,4
2021,164192971,5
2021,164192972,5
2021,164192973,5
2021,164192974,5
2021,164192980,5
2021,164192981,5
2021,164192985,5
2021,164192988,5
2021,164192992,5
2021,164192996,5
2021,164192998,5
2021,164192999,5
2021,164193003,2
2021,164193007,5
2021,164193008,5
2021,164193009,5
2021,164193014,5
2021,166480183,4
2021,164193020,5
2021,164193022,2
2021,164193026,5
2021,164193027,5
2021,164193033,2
2021,164193033,3
2021,164193035,5
2021,164193036,5
2021,164193037,5
2021,166480184,5
2021,164193043,5
2021,164193044,5
2021,164193049,5
2021,164193050,5
2021,164193051,5
2021,164193054,5
2021,164193058,5
2021,164193059,5
2021,166480085,5
2021,166480086,5
2021,164193063,4
2021,164193069,5
2021,164193070,5
2021,164193071,5
2021,164193073,5
2021,164193084,5
2021,147786102,5
2021,164193085,5
2021,164193090,5
2021,147788220,4
2021,147786042,4
2021,147786050,4
2021,164193093,5
2021,164193094,5
2021,164193095,5
2021,164193097,5
2021,164193117,5
2021,164193121,5
2021,165789073,5
2021,164193327,5
2021,165789089,3
2021,165789092,5
2021,165789102,2
2021,165789135,5
2021,165789136,5
2021,165789137,5
2021,165789145,4
2021,165789174,4
2021,165789179,5
2021,165789192,5
2021,165789203,5
2021,165789213,5
2021,147788250,4
2021,147786053,4
2021,147786048,4
2021,149393430,5
2021,165789257,4
2021,165789274,4
2021,165789287,5
2021,165789347,5
2021,165789358,4
2021,165789382,5
2021,165789383,5
2021,165789385,5
2021,165789386,5
2021,165789431,5
2021,147786057,5
2021,147786059,4
2021,165789466,5
2021,164193422,5
2021,164193430,5
2021,165789502,5
2021,165249482,5
2021,165249483,4
2021,165789549,5
2021,147786113,4
2021,165249485,5
2021,165789565,5
2021,165789578,4
2021,165789620,5
2021,165790703,5
2021,147788238,5
2021,147786066,4
2021,165790767,5
2021,147788243,5
2021,147786089,4
2021,149389520,5
2021,149389519,5
2021,147788242,5
2021,147786080,4
2021,165790834,5
2021,165790835,4
2021,165790904,4
2021,147788260,5
2021,165790921,4
2021,165790949,5
2021,165791007,5
2021,165791013,4
2021,165791015,4
2021,165791016,5
2021,165791029,4
2021,165791032,5
2021,165791061,5
2021,165791067,4
2021,165791081,4
2021,165791082,5
2021,165791085,4
2021,165791088,5
2021,165791091,4
2021,165791097,3
2021,165791099,5
2021,165791100,2
2021,165791106,4
2021,165791129,6
2021,165791143,5
2021,165791153,5
2021,165791154,5
2021,165663654,5
2021,149393410,4
2021,149393414,5
2021,147786861,5
2021,165663687,4
2021,151473390,5
2021,150300980,5
2021,151473393,5
2021,147786103,4
2021,147786112,4
2021,165663688,4
2021,165663689,4
2021,165663690,5
2021,147788280,4
2021,165663691,4
2021,165663692,5
2021,165663693,4
2021,165663695,4
2021,161566000,5
2021,147788278,5
2021,165663696,5
2021,165663697,5
2021,165663698,5
2021,165663704,6
2021,147788302,4
2021,147788303,4
2021,147788312,5
2021,147788311,5
2021,153693569,5
2021,165663705,4
2021,165663706,4
2021,165663707,5
2021,165663708,5
2021,165663709,5
2021,147788284,5
2021,165663712,4
2021,147788292,5
2021,165663713,5
2021,165663719,5
2021,149394762,5
2021,149390950,4
2021,149390948,4
2021,165663722,4
2021,165663723,4
2021,165663725,4
2021,165663726,5
2021,165663727,4
2021,147786128,4
2021,147786176,5
2021,165663728,5
2021,165663730,4
2021,165663736,4
2021,165663737,4
2021,165663738,5
2021,165663750,4
2021,147786138,4
2021,151473400,5
2021,147788320,5
2021,159785485,6
2021,159785486,6
2021,159785487,6
2021,165663752,5
2021,147786158,4
2021,165663756,4
2021,149394620,5
2021,165663757,5
2021,165663764,5
2021,165663765,4
2021,165663772,5
2021,165663779,4
2021,165663781,5
2021,165663782,5
2021,165663783,5
2021,165663784,4
2021,165663785,4
2021,165663798,4
2021,150301883,2
2021,150301884,5
2021,165663802,2
2021,165663802,4
2021,165663802,8
2021,165663811,5
2021,165663812,5
2021,165663821,5
2021,147788356,5
2021,147788962,4
2021,165663822,5
2021,165663832,5
2021,165663833,5
2021,165663836,4
2021,165663846,4
2021,150301951,5
2021,150301551,5
2021,165663847,5
2021,165663853,4
2021,165663854,5
2021,165663878,5
2021,165663882,4
2021,165663883,4
2021,165663890,4
2021,165663891,4
2021,165663894,5
2021,165663897,2
2021,147786867,5
2021,147789016,4
2021,165663903,5
2021,165663906,5
2021,165663907,5
2021,165663908,4
2021,165663913,5
2021,165663929,4
2021,165663931,1
2021,165663932,4
2021,165663933,5
2021,165663936,4
2021,165663937,5
2021,165663938,5
2021,165663939,5
2021,165663942,4
2021,165663943,4
2021,165663954,5
2021,147789017,5
2021,165663955,5
2021,165663959,4
2021,165663960,4
2021,165663961,5
2021,165663963,5
2021,165663972,5
2021,165663973,4
2021,165663974,5
2021,165663979,5
2021,165663985,4
2021,165663986,3
2021,165663987,5
2021,165663988,5
2021,165663992,4
2021,165663993,3
2021,165663993,4
2021,165663994,4
2021,165664003,5
2021,165664011,4
2021,165664013,5
2021,165664014,5
2021,165664016,4
2021,165664020,5
2021,165664026,5
2021,165664027,5
2021,165664029,5
2021,165664035,5
2021,165664036,5
2021,165664042,6
2021,164506416,5
2021,147786196,4
2021,147786197,4
2021,165664044,4
2021,165664047,5
2021,165664072,5
2021,165664076,5
2021,165664078,5
2021,165664094,5
2021,165664104,5
2021,165664110,4
2021,164506479,3
2021,165664115,5
2021,165664125,4
2021,165664131,5
2021,165664138,3
2021,165664138,4
2021,165664138,7
2021,165664139,5
2021,165664140,5
2021,165664143,5
2021,165664144,5
2021,165664145,4
2021,165664148,5
2021,165664149,5
2021,165664151,5
2021,165664152,5
2021,165664153,4
2021,165664156,5
2021,165664157,4
2021,165664158,4
2021,165664159,4
2021,165664164,4
2021,165664170,4
2021,165664174,5
2021,165664175,4
2021,165664180,5
2021,165664181,5
2021,165664184,5
2021,165664210,4
2021,165664211,5
2021,165664236,5
2021,165664240,3
2021,165664247,4
2021,165664248,4
2021,165664250,4
2021,165664251,4
2021,165664254,5
2021,165664257,4
2021,165664258,5
2021,165664259,5
2021,165664271,4
2021,165664272,5
2021,165664273,5
2021,165664275,5
2021,165664276,5
2021,165664277,5
2021,165664278,5
2021,165664279,5
2021,165664285,5
2021,164506661,5
2021,164506662,5
2021,165664287,5
2021,165664289,5
2021,165664298,5
2021,153693552,4
2021,147788390,5
2021,147788385,5
2021,165664299,4
2021,165664314,5
2021,149393452,5
2021,149393450,5
2021,165664322,4
2021,165664330,4
2021,165664331,2
2021,165664334,5
2021,165664335,5
2021,165664338,5
2021,165664340,5
2021,165664342,6
2021,165664349,4
2021,165664354,5
2021,165664356,4
2021,165664357,4
2021,165664362,5
2021,165664369,4
2021,165664371,5
2021,165664373,4
2021,165664375,5
2021,165664376,5
2021,165664379,5
2021,165664383,4
2021,165664386,4
2021,165664387,5
2021,165664388,2
2021,165664388,4
2021,165664390,4
2021,165664391,2
2021,165664391,4
2021,165664392,2
2021,165664392,4
2021,165664396,5
2021,165664397,5
2021,165664412,4
2021,165664413,4
2021,165664414,5
2021,165664415,5
2021,165664417,5
2021,165664423,4
2021,165664426,8
2021,165664429,4
2021,165664430,4
2021,165664442,4
2021,165664443,4
2021,165664482,1
2021,165664485,4
2021,165664486,5
2021,165664488,4
2021,165664493,4
2021,165664494,5
2021,165664495,5
2021,165664496,5
2021,165664497,5
2021,165664511,5
2021,162485126,5
2021,147788380,5
2021,147789018,5
2021,165664516,5
2021,165664526,5
2021,165664530,5
2021,165664532,5
2021,165664533,5
2021,165664534,5
2021,165664536,5
2021,165664537,5
2021,165664539,5
2021,165664541,5
2021,149393449,4
2021,165664542,4
2021,165664543,5
2021,165664544,5
2021,165664545,5
2021,165664549,4
2021,165664550,5
2021,165664552,4
2021,165664555,4
2021,165664556,5
2021,165664565,5
2021,165664567,5
2021,165664576,5
2021,165664577,5
2021,165664580,5
2021,165664581,5
2021,165664585,2
2021,165664588,4
2021,165664589,3
2021,165664590,5
2021,165664591,5
2021,165664596,5
2021,165664605,4
2021,165664606,4
2021,165664608,5
2021,165664610,5
2021,165664617,4
2021,165664624,5
2021,147788391,5
2021,165664625,5
2021,165664628,2
2021,165664628,6
2021,165664629,5
2021,165664631,4
2021,165664632,4
2021,165664633,5
2021,165664635,5
2021,165664636,4
2021,165664637,5
2021,165664638,4
2021,165664640,5
2021,165664641,5
2021,165664642,4
2021,165664643,4
2021,165664648,4
2021,165664649,4
2021,165664650,8
2021,165664651,4
2021,165664652,4
2021,165664653,5
2021,165664654,5
2021,165664655,4
2021,165664656,4
2021,165664657,5
2021,165664658,4
2021,165664659,5
2021,165664660,5
2021,165664661,5
2021,165664663,5
2021,165664669,5
2021,165664670,5
2021,165664672,4
2021,165664673,5
2021,165664674,5
2021,165664676,4
2021,165664682,5
2021,165664685,5
2021,165664687,5
2021,165664688,5
2021,165664690,5
2021,165664694,5
2021,165664695,5
2021,165664696,5
2021,165664699,4
2021,165664701,5
2021,165664702,5
2021,165664704,5
2021,165664705,5
2021,165664710,5
2021,165664719,4
2021,147786216,5
2021,165664720,4
2021,165664721,5
2021,165664723,5
